post,reaction_count,repost,company,post_time,date_retrived
"🎉That's a wrap for the Small Business Expo by Australian Business Forum (ABF)! Exciting connections and brilliant panelists who gave their insights on how to #FutureProof your #business. Sending our biggest gratitude to all our panelists Mark Stockwell of Australian Taxation Office, Paul Ambrosini of Deloitte, Dr.  Jana Schmitz, PhD of CPA Australia, and Adam Selwood of Cynch Security. We do wish we had more time to answer all your questions during the event, but we sure have more time to talk to you post-event. Catch up about the event and #connect with LUCA Plus Co-founders Leonard Huang & Ray Wang, to know more about end to end cash flow management platform and accounting transaction automation solution with LUCA Plus. #smallbusiness #event #accountingautomation #buynowpaylater",9,0,LUCA Plus,2w,2022-06-07
Going on: Intuit QuickBooks Get Connected in BrisbaneWe're taking the opportunity to show you the newest features of LUCA Plus. Thrilled to be in a crowd full of energy and brilliance!#livedemo #accountingautomation #lucapay #buynowpaylater,0,0,LUCA Plus,1w,2022-06-07
"🎉It's a wrap for our Intuit QuickBooks Get Connected Sydney event! Here some snippets during the Hands On Demo. Onstage with LUCA Plus Co-founders Leo Huang and Ray Wang, sharing BIG news introducing LUCA Pay powered by LUCA Plus.Thank you to all who attended the SYD leg. If you missed the SYD event, you can definitely join the rest of the schedules: 17 May TUE - Melbourne25 May WED - BrisbaneLink to even in comment section.",3,0,LUCA Plus,3w,2022-06-07
"📣Registration still going on Joining the panel for the LIVE Small Business Week Seminar on Thursday 18 May, 11am at Marvel Stadium MEL is Paul Ambrosini, Indirect Tax Account Director at Deloitte.During this live event, you will learn how to improve your business and meet future challenges effectively. See you there! Link in comment section",0,0,LUCA Plus,3w,2022-06-07
"Take part in this live event and learn from our specialists in the areas finance, taxation, cybersecurity, accounting and fintech, on what you need to know to Digitally Future Proof Your Business.Meet Adam Selwood, CTO and Co-Founder of a cyber security startup Cynch, as he talks about ways to protect your business from cyberattacks. Register for FREE link in the comment section",1,0,LUCA Plus,3w,2022-06-07
"Meet Dr. Jana Schmitz - panelist for the LIVE Small Business Week Seminar on Thursday 18 May, 11am at Marvel Stadium MEL. Dr. Jana works at CPA Australia as a Technical Advisor for Assurance and Emerging Technologies. She develops and implements policy and thought leadership efforts in the fields of audit and assurance and new technologies.  Join this live event and learn from our specialists in the areas finance, taxation, cybersecurity, accounting and fintech, on what you need to know to DIgitally Future Proof Your Business.Register for FREE Link in the comment section",0,0,LUCA Plus,3w,2022-06-07
"Thrilled to announce that Mark Stockwell, Director for eInvoicing at Australian Taxation Office, is joining us as panelist for the LIVE Small Business Week Seminar on Thursday 18 May, 11am at Marvel Stadium MEL. Do you frequently receive late payments on your invoices? Having problems following up with your debtors? Are you having trouble paying your bills? Are you tired of the stress and headaches that come with trying to keep your business afloat?This LIVE event is FOR YOU!Register for FREE Link in the comment section",0,0,LUCA Plus,3w,2022-06-07
"📣Happening Now: LUCA Plus joins Intuit QuickBooks Get Connected ExpoTwo days of inspiration, innovation and hands-on training at Get Connected Sydney, from 12-13 May.Say Hi to Co-founders Ray Wang, Co-Founder and CEO at LUCA Plus and Leonard Huang Co-Founder at LUCA Plus, as they share to you BIG updates about LUCA Plus, LUCA Pay, and AR AP Automation.",3,0,LUCA Plus,3w,2022-06-07
"Reconnect with industry experts, app partners, and peers.Get Connected Sydney is hosting two days of inspiration, innovation, and hands-on training. If you can't make it to Sydney, you may still participate in innovation day 1 digitally and receive hands-on training in Melbourne, Adelaide, or Brisbane.Drop by our booth and get first-hand info of our latest product and features. See you there!",0,0,LUCA Plus,1mo,2022-06-07
📣Join us at the Intuit Quickbooks Get Connected Event to learn about the problems that small business advisers like you face and to reinvent what success means to you.Drop by our booth and get first-hand info of our latest product and features. That also means you are first to experience our latest product  LUCA Pay.,1,0,LUCA Plus,1mo,2022-06-07
"📣Come one, come all! Our team is ready for you at the  ongoing Accounting Business Expo SYD.Happening today too is the Panel Discussion Sponsored by Intuit QuickBooks. Catch Damien Greathead of Intuit Australia and Ray Wang, Co-Founder and CEO at LUCA Plus as they talk about #STP2 #eInvoicing, #openbanking #cybersecurity. Heather Smith, founder of ANISE Consulting, will be moderating the discussion on how you can become #futurefit.",5,0,LUCA Plus,1mo,2022-06-07
"Extremely thrilled to introduce the moderator for this week’s Accounting Business Expo Panel Discussion: How to Digitally Future Proof Your PracticeHeather Smith has been running a virtual micro-management #accounting firm since the early 2000s as a professionally certified accountant and bookkeeper. Her business is small enough to carry in her handbag, and she has worked with people all around the world, travelling widely when she is allowed to.Get ready as she sets the stage for our panellists Ray Wang, Co-Founder and CEO at LUCA Plus and Damien Greathead of Intuit QuickBooks on 28th April, 12NN. Be there be square! Register with the link below.",1,0,LUCA Plus,1mo,2022-06-07
"We had a fantastic day yesterday - successful Panel Discussion with Damien Greathead, Ray Wang, and Heather Smith. 🎉 Props to all who joined the discussion! 📣Final day of the Accounting Business Expo just kicked off!Thousands of accounting and finance professionals joining us today - drop by out booth and say Hi to our team led by Leonard Huang Co-Founder at LUCA Plus and Ray. See you there!",8,0,LUCA Plus,1mo,2022-06-07
"There are only a few days till the Accounting Business Expo 2022. Our fantastic team will be going to Sydney to participate in the Panel Discussion sponsored by Intuit QuickBooks on the 28th of April at ICC Darling Harbour SYD.#STP2, #einvoicing , #openbanking, and #cybersecurity will be discussed by industry professionals Damien Greathead, Head of Accountant and Advisor Marketing at Intuit Australia, Ray Wang, Co-Founder and CEO at LUCA Plus.Heather Smith, Hype Girl For Accounting Apps and Founder of ANISE Consulting, will be conducting the panel discussion, so don't miss out!Register with the link below. ⬇️⬇️⬇️",1,0,LUCA Plus,1mo,2022-06-07
"Intuit QuickBooks has teamed up with LUCA Plus to host a Face to Face Panel Discussion on How to Future-Proof Your Practice Digitally. This LIVE event is one of several that will take place during this year's Accounting Business Expo in Sydney.Ray Wang, Co-Founder and CEO at LUCA Plus and Damien Greathead of QBO addresses STP2, e-invoicing, open banking, and cybersecurity in this #futureready event.Heather Smith, the Hype Girl For Accounting Apps, will be moderating the event.Meet us there! Thursday 28 April 202212NoonICC Darling Harbour SYDSponsored by: Intuit QuickBooks Pavilion",6,0,LUCA Plus,1mo,2022-06-07
"Speaker teaser: Meet Paula Oliver from AustCyber - The Australian Cyber Security Growth Network Ltd Find out how AustCyber is helping to secure our economy by encouraging Accountants and Bookkeepers build cyber security into their offerings, to build greater digital trust.Join Paula  on Thu 17 Feb at 12:30pm AEDT to find out morehttps://lnkd.in/gnPMwhkT#blockchain #cybersecurity #digitaltrust #cyber #fintech #einvoicing #IT #digitalhealth #accountants #bookkeepers",4,0,LUCA Plus,4mo,2022-06-07
"Have you ever heard of Digital health for your Practice?Every business has digital, whether it be through financials, how as a Practice you plan to scale or even what services you provide for your customers ; every element has digital in it!Our speakers Georgia and Sharon from Digital Humdrum will highlight which immediate elements in your Practices digital health are missing or can be improved. Join Georgia and Sharon on Wed 17 Feb at 12:30pm AEDT to start looking at your Practices digital health.#blockchain #cybersecurity #digitaltrust #cyber #fintech #einvoicing #IT #digitalhealth #accountants #bookkeepers",0,0,LUCA Plus,4mo,2022-06-07
"Four days to go!Speaker teaser: Meet Fang-ming Lim from FortNynja The team at FortNynja will showcase how they have helped a myriad of  Australian Businesses to identify, plan and implement IT & Cyber security strategies.Find out how you can easily implement their strategies into your Practice.Join Fang on Thu 17 Feb at 12:30pm AEDT to find out morehttps://lnkd.in/gsseE2sU#blockchain #cybersecurity #digitaltrust #cyber #fintech #einvoicing #IT #digitalhealth #accountants #bookkeepers",6,0,LUCA Plus,4mo,2022-06-07
"4 days to go!Speaker teaser: Meet Ray Wang, Co-Founder and CEO at LUCA Plus who will unpack how emerging tools such as e-invoicing is automating and creating a safer and more effective way to manage invoices and bills, now and into the future. And... if your curious as to how blockchain technology is used in accounting and financial industries, this event is for you!Join Ray on Thu 17 Feb at 12:30pm AEDT to find out morehttps://lnkd.in/gW3jq_yu#blockchain #cybersecurity #digitaltrust #cyber #fintech #einvoicing #IT #digitalhealth #accountants #bookkeepers",1,0,LUCA Plus,4mo,2022-06-07
"To get a glimpse on what our speaker Paula Oliver at AustCyber - The Australian Cyber Security Growth Network Ltd will be covering at tomorrows webinar (Wed 23 Feb at  12:30pm AEDT), listen to what she had to say to Phil Tarrant host of Cyber Security Connect  podcast on the recent trends such as invoice fraud & email compromise impacting #smallbusinessownershttps://lnkd.in/gCjCC7Qe",2,0,LUCA Plus,3mo,2022-06-07
"Tomorrow we join industry experts in Cyber Security, Fintech and IT who have united to help small business owners build their business cyber security resilience on a budget.This FREE unique event has been designed to give #smallbusinessowners access to our speaker experts all in one place , ready to help you protect your number one client and that is your business.Register here to join us tomorrow at 12:30pm AEDThttps://lnkd.in/gFWumZWrPaula Oliver (CISM) Ray Wang, Co-Founder and CEO at LUCA Plus Fang L J HC Gary Paradise Georgia Heath Sharon Phillips#businessowners #cybersecurity #fintech",3,0,LUCA Plus,3mo,2022-06-07
"We brought you the #accountant and #bookkeeper webinar instalment last week on how to Future Proof Your Practice and your clients businesses now and into to the future.Join us this Wed 23 at 12:30pm where our speakers re-group and provide #smallbusinessowners ""How to give your business champagne level security on a beer budget""In the mean time, check out the podcast with one of our speakers Paula Oliver (CISM) and host Phil Tarrant from Cyber Security Connect who analysis recent trends such as invoice fraud and email compromise.#cyberresilience #invoicefraud #cybersecurityawareness",3,0,LUCA Plus,3mo,2022-06-07
Are you planning to spend your Christmas holidays catching up on bookkeeping and admin?Let LUCA Plus speed up your bookkeeping process so you can spend more time celebrating with your family! Find out more about LUCA Plus for small businesses here: https://lnkd.in/gZgEMJZt#lucaplus #invoicing #einvoicing #sme #smb#holidays #bookkeeping,0,0,LUCA Plus,6mo,2022-06-07
"Sole traders and SME’s we have you covered!Having a fast, secure and  simple cloud base innovation to send invoices whilst adding your contacts has never been this easy!Watch for yourself right now: https://lnkd.in/gk9Ha-2U#lucaplus #invoicing #einvoicing #sme #smb#freelancer #entrepreneur #soletrader",0,0,LUCA Plus,6mo,2022-06-07
Are you a sole trader or freelancer looking to try out the latest cloud base invoicing innovation? Create professional looking invoices in 3 simple steps with LUCA Plus.Watch how easy it is to use: https://bit.ly/3G0RHw8#lucaplus #invoicing #einvoicing #sme #smb#freelancer #entrepreneur #soletrader,0,0,LUCA Plus,6mo,2022-06-07
"Looking to try out the latest cloud base innovations but funds are tight right now?Enjoy 30 days FREE with LUCA Plus along with earning up to $2,000* while enjoying the benefits of improving your cash flow and removing back-office inefficiencies.Check out here how you can get started.https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #sme #smb#cashflow #entrepreneur",0,0,LUCA Plus,6mo,2022-06-07
Are you an Accountant or Bookkeeper looking to future proof your business for 2022?Well.....it's time you check out  Intuit QuickBooks   and AccountantsDaily eBook which breaks down how cloud-based innovations such as #stp2 #openbanking and #einvoicing can help automate and streamline your business operations.https://lnkd.in/gMeqM4Ax#quickbooks #lucaplus #futureproofyourbusiness #accountingdaily #accuratefinancialinformation,0,0,LUCA Plus,7mo,2022-06-07
"When it comes to #digitaltrust, it all boils down to consumers' confidence in their ability to utilise technology, and cyber is the core pillar of that. Learn from the industry experts in Cyber Security, E-invoicing and IT such as AustCyber - The Australian Cyber Security Growth Network Ltd to help safeguard your business from potential invoice fraud and email compromise.See the first comment tp request your watch back recording today!",2,0,LUCA Plus,3mo,2022-06-07
"In the past year, our #digitalactivity has increased considerably, so has our dependency on the internet. Question is, how prepared are you from #cyberattackers and #invoicefraud? Learn from our speaker experts Digital Humdrum and AustCyber - The Australian Cyber Security Growth Network Ltd on how you can be proactive and not reactiveSee the first comment tp request your watch back recording today!",2,0,LUCA Plus,3mo,2022-06-07
Small and medium-sized #businesses (SMEs) are popular targets for cybercriminals. Learn from the Digital Humdrum team on how easy it is to identify which #technology and #digitaltools could be compromising your business security.See the first comment tp request your watch back recording today.,0,0,LUCA Plus,3mo,2022-06-07
"As an accountant and bookkeeper, what could you be doing better to add value to your clients business? Learn from Intuit QuickBooks on the #cloudinnovations you can adopt to be #futurefit.   See the first comment to request your watch back recording today!",0,0,LUCA Plus,3mo,2022-06-07
"Ray Wang, Co-Founder and CEO at LUCA Plus has just delivered great insights to attendees on how they can add value to their business through enabling e-invoicing in their accounts process and how it protects business financial data, business relationships along with creating a secure digital network for you and your suppliers.To find out how simple it is to enable e-invoicing , get in contact with Ray today.#fraudulentinvoices #automation #einvoicing #digitaltrust #digitalhealth",0,0,LUCA Plus,3mo,2022-06-07
"That's a wrap!Thank you to our speakers Paula Oliver (CISM), Sharon Phillips, Georgia Heath, Ray Wang, Co-Founder and CEO at LUCA Plus, Gary Paradise, the Australian Department of Home Affairs team and Fang L and J HC who provided our #smallbusinesscommunity with insights, where to start and who to contact to start safeguarding their business from cyber security threats and invoice fraud.If you missed on attending today, please send Daniela H. a DM to receive speaker specials and the webinar recordings.#cybersecurityawareness #cybersecurityresiliance #einvoicing #digitaltrust #digitalhealth",5,0,LUCA Plus,3mo,2022-06-07
The team at Digital Humdrum have prepared a great slide to align all stages of business technology and digital tool vulnerability and how it impacts all businesses no matter what stage.To get in touch with Sharon Phillips and Georgia Heath send them a message to get your Digital Health check today.Get in touch with them via here https://lnkd.in/ggJ5_7Gc#digitaltrust #digitalhealth #technology #digital,0,0,LUCA Plus,3mo,2022-06-07
"At 12:30pm AEDT TODAY!#smallbusinessowners will have the opportunity to get in front of industry experts in #cybersecurity #fintech and #it all in one room, well.. over zoom that is!This unique event opportunity has been created for our #smallbusinesscommunity to help them build their business cyber security resilience on a budget.Our speakers are ready to join you tomorrow at 12:30pm AEDT TODAY!  Register here so you don't miss outhttps://lnkd.in/gUHzT7Ec#cybersecurityawareness #fintechnews",0,0,LUCA Plus,3mo,2022-06-07
"Email is becoming less reliable and more susceptible to scammers, as experienced by the Tailem Bend Netball club which unfortunately resulted in the club paying $150K to a scammer, leaving local tradies $150,000 out of pocket, along with the netball club experiencing a major financial loss.Adopting an #einvoice solution which sends and receives your invoice directly to your suppliers accounting software (by passing emails), could be a way to protect your business, even if you're a small business without existing accounting software.#einvoicing #lucaplus #invoicescam #cyberattack #BreakingNews #7NEWS #smallbusiness #bookkeeping #cybersecurity https://lnkd.in/g75uaaz",1,0,LUCA Plus,1yr,2022-06-07
"It's a wrap!Thank you to attendees who joined us yesterday to learn How to Future Proof their Practice and their Clients business now and into the future.Our speakers Paula Oliver (CISM), Georgia Heath, Sharon Phillips, Damien Greathead, Ray Wang, Co-Founder and CEO at LUCA Plus and  Fang L along with our breakout room contributors Jenna H., Gary Paradise and the team at Australian Department of Home Affairs we thank you for delivering valuable insights and takeaways for Accountants and Bookkeepers to start looking into their digital business health and being a head of the game to help combat cyber security threats and invoice fraud for their clients.If you didn't get a chance to attend yesterdays event and wish to receive the webinar recording, direct message Daniela Herrera at https://lnkd.in/gKywVup#thankyou #cybersecurity #accountants #bookkeepers #cyberresilience #digitaltrust #cloudinnovation #einvoicing #stp2 #openbanking",4,0,LUCA Plus,3mo,2022-06-07
"3 days to go until Cyber Security, Fintech and IT industry leaders get together to deliver an online event where #accountants and #bookkeepers can learn how #fintech #cybersecurity and #it emerging tools and solutions can simply be adopted to create a safer and effective way to protect their Practices and their clients businesses from invoice fraud and online scammers.To get a glimpse of our speakers and to register, simply head over to our events page to check out what they will be unpacking this Thursday 17 Feb at 12:30pmhttps://lnkd.in/gUcNRHarIntuit QuickBooks AustCyber - The Australian Cyber Security Growth Network Ltd Digital Humdrum FortNynja Concept Data Australian Department of Home Affairs #cybersecurity #digitaltrust #cyber #fintech #einvoicing #blockchaintechnology #IT #accountants #bookkeepers #itbusiness #fintechnews #events",1,0,LUCA Plus,4mo,2022-06-07
Our first speaker Paula Oliver (CISM) at AustCyber - The Australian Cyber Security Growth Network Ltd has raised some great stats during her presentation this morning from the Digital Trust Report.Please send us a message below if you're keen to receive a copy of the report.#cyberresilience #einvoicing #digitaltrust #digitalhealth,22,0,LUCA Plus,3mo,2022-06-07
"To our fellow Accountant and Bookkeeper community,  don't miss out on meeting our speaker Paula Oliver from AustCyber - The Australian Cyber Security Growth Network Ltd,  who will unpack how AustCyber is helping to secure our economy by encouraging businesses to build cyber security into their offerings, to build greater digital trust.Join us on Thursday 17 February at 12:30pm AEDT.Event details here: http://ow.ly/tnFh50HMeBj#cybersecurity #digitaltrust #cyber #fintech #einvoicing #IT",0,0,LUCA Plus,4mo,2022-06-07
"With only a few hours remaining! Our speakers from Cyber Security, Fintech and IT industry experts will deliver their presentations and breakout room sessions to #accountants and #bookkeepers to take back to their teams and clients.It's not too late to register, head over to our events page herehttps://lnkd.in/gUcNRHar See you all at 12:30pm AEDT today!Intuit QuickBooks AustCyber - The Australian Cyber Security Growth Network Ltd Digital Humdrum FortNynja Concept Data Australian Department of Home Affairs #cybersecurity #digitaltrust #cyber #fintech #einvoicing #blockchaintechnology #IT #accountants #bookkeepers #itbusiness #fintechnews #events",1,0,LUCA Plus,3mo,2022-06-07
"Speaker announcement: Damien Greathead from Intuit QuickBooks  will unpack the latest cloud Innovations to Future Proof your Practice in 2022 such as E-invoicing, STP-2 and Open Banking.Find out more: http://ow.ly/HgqY50HMeqe#einvoicing, #stp2 and #openbanking",0,0,LUCA Plus,4mo,2022-06-07
"IN 2 DAYS... Cyber Security, Fintech and IT industry leaders will get together to deliver an online event where #accountants and #bookkeepers can learn how #fintech #cybersecurity and #it emerging tools and solutions can simply be adopted to create a safer and effective way to protect their Practices and their clients businesses from invoice fraud and online scammers.Don't miss out, simply head over to our events page to registerhttps://lnkd.in/gUcNRHarIntuit QuickBooks AustCyber - The Australian Cyber Security Growth Network Ltd Digital Humdrum FortNynja Concept Data Australian Department of Home Affairs #cybersecurity #digitaltrust #cyber #fintech #einvoicing #blockchaintechnology #IT #accountants #bookkeepers #itbusiness #fintechnews #events",2,0,LUCA Plus,3mo,2022-06-07
"THE WAIT IS OVER!!!!Tomorrow at 12:30pm AEDT Cyber Security, Fintech and IT industry leaders will get together to deliver an online event where #accountants and #bookkeepers can learn how #fintech #cybersecurity and #it emerging tools and solutions can simply be adopted to create a safer and effective way to protect their Practices and their clients businesses from invoice fraud and online scammers.It's not too late to register, head over to our events page herehttps://lnkd.in/gUcNRHarIntuit QuickBooks AustCyber - The Australian Cyber Security Growth Network Ltd Digital Humdrum FortNynja Concept Data Australian Department of Home Affairs #cybersecurity #digitaltrust #cyber #fintech #einvoicing #blockchaintechnology #IT #accountants #bookkeepers #itbusiness #fintechnews #events",1,0,LUCA Plus,3mo,2022-06-07
"﻿Our team at LUCA Plus wishes you #prosperity, #luck and #goodfortune in the year of the tiger! Gōng xǐ fā cái 🎊﻿#chinesenewyear2022﻿#yearofthetiger",0,0,LUCA Plus,4mo,2022-06-07
"Did you know that e-invoicing has been considered an emerging tool to create a safer and more effective way to manage invoices and bills, now and into the future?Join Ray on Thu 17 Feb to find out how LUCA Plus blockchain technology is used to navigate potential invoice fraud and email tampering by scammersFind out how:http://ow.ly/X5YF50HNOET#cybersecurity #digitaltrust #cyber #fintech #einvoicing #IT #accountants #bookkeepers",3,0,LUCA Plus,4mo,2022-06-07
"Invoice fraud is not going away! Since COVID-19 this year, Scamwatch has reported a significant rise in payment redirection scams costing Australia’s small businesses $14M in losses.Find out how LUCA Plus can help you avoid being part of this statistic.https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #fraud #scam #quickbooks #sme #smb",0,0,LUCA Plus,6mo,2022-06-07
"Are you still creating your invoices using Word and Excel?If this is you, you could be spending an average of $27.67 per invoice.Imagine if you could be spending less than $10 per invoice. Start saving now with LUCA Plus.https://lnkd.in/gEVhk3Cp#lucaplus #invoicing #einvoicing #sme #smb #cashflow #entrepreneur #costsaving",0,0,LUCA Plus,6mo,2022-06-07
"Approximately 92% of SMEs believe they would have generated more revenue over the past 12 months if their cash flow had been in order.Can your business relate?If so, find out how you can improve your cash flow with LUCA Plus.https://lnkd.in/gEVhk3Cp#lucaplus #invoicing #einvoicing #cashflow #bookkeeping #bills #payments #admin #sme #smb",1,0,LUCA Plus,6mo,2022-06-07
"Are you still creating your invoices using Word and Excel?If this is you, you could be spending an average of $27.67 per invoice.Imagine if you could be spending less than $10 per invoice.Find out how you can start saving now.https://lnkd.in/gEVhk3Cp#lucaplus #invoicing #einvoicing #sme #smb#cashflow #entrepreneur #costsaving",0,0,LUCA Plus,7mo,2022-06-07
"E-invoicing is a hot topic right now...well when has it not been!Last week our Ray Wang, Co-Founder and CEO at LUCA Plus was invited to participate together alongside industry leaders and channel partners to provide further awareness on the many financial and operational savings e-invoicing brings to all Australian Businesses.Thank you to the Australian Taxation Office, Intuit QuickBooks, Xero and a CPA Discussion Group for providing us with the opportunity to showcase LUCA Plus.If you’re an accountant, bookkeeper or small business owner who’s interested in finding out more, get in touch with Ray here: https://lnkd.in/g7GgrwWu#lucaplus #invoicing #einvoicing #quickbooks #xero #myob #ATO #CPA #accountingevent",0,0,LUCA Plus,7mo,2022-06-07
"Our customer Yanina, an artist & freelancer worked out quickly that LUCA Plus eliminates the manual process behind creating, sending and reconciling her payments. The best news for her, she now concentrates on business growth. If you’re spending hours on manual bookkeeping tasks, join Yanina to eliminate the manual work with LUCA Plus.Find out more: https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #soletrader #freelancer #admin #payments #bills #sme #smb",0,0,LUCA Plus,7mo,2022-06-07
"Thank you to FinTechSpace Taiwan and Australian Trade and Investment Commission (Austrade) for the opportunity to present at this years FinTech Taipei Demo Day representing Australia on 27 October 2021.In case you missed Ray Wang, Co-Founder and CEO at LUCA Plus present on how to embrace innovation and grow faster, here is the live recording https://lnkd.in/greWM2ZN along with other great presenters Cognitive View Boss Insights NIMO PEOPLE SOLUTIONS LIMITED and Novatti Group (ASX:NOV) showcasing their innovative product solutions.#FinTechSpace #FinTechTaipei2021 #FintechDemoDay #fintech #innovation #lucaplus #australia",5,0,LUCA Plus,7mo,2022-06-07
It’s estimated that a sole trader spends an average of  30 hours a month processing invoices and bills.Wouldn’t you much rather spend that time getting new clients?We know that your time is precious. Find out how you can save time with LUCA Plus.https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #soletrader #freelancer #admin #payments #bills,2,0,LUCA Plus,7mo,2022-06-07
"Are you spending too much time on admin, tracking payments, reconciling invoices, and managing bills? We know that time is of the essence for Sole Traders and Freelancers.Find out how you can save  time to  spend more on the things that matter by using with LUCA Plus.https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #soletrader #freelancer #admin #payments #bills",0,0,LUCA Plus,8mo,2022-06-07
"Ariel uses LUCA Plus to eliminate invoice fraud by receiving e-invoices from her contractors which land directly inside her QuickBooks Accounting software account.She simply logs into her Intuit QuickBooks  account, ready to reconcile the invoice (as it's from a trusted sender), which is now ready for payment!Join Ariel in eliminating invoice fraud with LUCA Plus now.https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #fraud #scam #quickbooks #sme #smb #effectivepaymentsystem",0,0,LUCA Plus,8mo,2022-06-07
"We hear you, our fellow Startup and SME community!Efficiency is a top priority for every Startup and SME business owner. May it be getting invoices paid on time or projecting income to make smarter business decisions.That’s why LUCA Plus has you covered. Find out how you can save hours processing invoices and bills. https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #bookkeeping #bills #sme #smb #startup #soloplan #solopreneur",0,0,LUCA Plus,7mo,2022-06-07
"Since COVID-19 this year, Scamwatch has reported a significant rise in payment redirection scams costing Australia’s small businesses $14M in losses.Avoid being part of the statistic.Find out how LUCA Plus can eliminate potential scammers interfering with your email. https://lnkd.in/gTh3s4X4#lucaplus #invoicing #einvoicing #fraud #scam #quickbooks #sme #smb",0,0,LUCA Plus,7mo,2022-06-07
Great article by Queensland Manufacturing Institute (QMI) about The Additive Manufacturing STEM 3D Printing in Primary School Project designed to address the skills gap in QD. We're delighted to have helped deliver this project https://bit.ly/3wWKThp,8,0,Makers Empire,6,2022-06-07
Great account of a bubble wand project using Makers Empire by one of our awesome US teachers https://bit.ly/3M0snsV,1,0,Makers Empire,5,2022-06-07
Excited to be partnering with the SA Commissioner for Children & Young People  again on this year's Digital Challenge: Space to Dream. Students need to design a toy or gadget for someone their age who is moving to Mars. SA  teacher or leader? Register now https://bit.ly/3lW9HzY,7,0,Makers Empire,1w,2022-06-07
Fantastic to kickoff our new Careers in Construction program with CITB South Australia with a Lot Fourteen precinct tour. Stone & Chalk,19,0,Makers Empire,2mo,2022-06-07
"Thanks to Education HQ for writing about our new STEM program with Queensland Department for Education, the Department of Regional Development, Manufacturing & Water + Queensland Manufacturing Institut: Qld launches new school STEM program to address ‘critical’ skills gap https://bit.ly/3I2h3KL",5,0,Makers Empire,3mo,2022-06-07
A New Mindset for Teachers: Self Care Is Not Selfish https://bit.ly/3JIBBtT #edtech via Edsurge,2,0,Makers Empire,5mo,2022-06-07
"Today, on International Women's Day, we invite students to create a design inspired by an inspiring woman from their country using Makers Empire's 3D design app. This Design Thinking competition will run in the Makers Empire app for the month of March. We can't wait to see what students come up with!  https://bit.ly/3Mwb0ld",1,0,Makers Empire,3mo,2022-06-07
"""Thanks to the Makers Empire team for creating such a wonderful two days for the teachers from our school and others in the region. We are looking forward to steaming ahead with the Makers Empire project and what it might bring to our classrooms for all students,"" Lyn Fletcher, Deputy Principal, Dalby South State School, Queensland.We love getting customer feedback like this! See what other teachers are saying about Makers Empire https://bit.ly/34aOH34",5,0,Makers Empire,3mo,2022-06-07
Thanks to the Port Lincoln Times for this great article about Makers Empire's pioneering new program with Bushfire Kids Connect to deliver a bushfire awareness and resilience course to primary school children https://bit.ly/3GlCiaI https://bit.ly/3Cb3bM8,8,0,Makers Empire,7mo,2022-06-07
"Three days ago, a teacher from a remote community school asked if it was possible to divide up his 2 x Class Plans into three classes as he is working with middle primary, upper primary, and high school students. We discussed this use case on Friday and by Monday morning our technology director had already changed the code needed to make the Class Plan a bit more flexible so we could better match our customer's needs. This is what Makers Empire customer service looks like.",1,0,Makers Empire,3mo,2022-06-07
"Thanks to #VTV7's IFO Nightly program for interviewing our co-founder, Anthony Chhoy, about #digitaleducation and how Makers Empire is helping children learn how to use #DesignThinking & 3D design to solve real-world problems https://bit.ly/3b5SKNU",3,0,Makers Empire,8mo,2022-06-07
"We pride ourselves on making Makers Empire 3D design software powerful and easy to use. But designing with Makers Empire is such a rich experience that students are most likely unaware of all the 'hacks', tips and tools available. Here are 7 of them https://bit.ly/3zCKjo0",1,0,Makers Empire,9mo,2022-06-07
"89% of Teachers Surveyed Say Makers Empire’s Assessment Tools Help Them Do Their Job Better. In 2021, a number of teachers using Makers Empire took part in a survey designed to help us understand how teachers use our assessment tools. https://bit.ly/3hx12BF",6,0,Makers Empire,3mo,2022-06-07
"Thanks to The Advertiser for including Makers Empire’s Co-CEO, Jon Soong, in this great article about SA entrepreneurs. Great to be included along with CareApp Lumary Compostable Alternatives Foxie Games Lot Fourteen Stone & Chalkhttps://lnkd.in/geXKMCe",6,0,Makers Empire,11mo,2022-06-07
"Happy #InternationalDayofEducation! Today, we acknowledge all the teachers who work every day to make a difference in their students' lives. We understand the transformative power of education and the difference a single teacher can make to a child. Thank you for all you do!",0,0,Makers Empire,4mo,2022-06-07
"SA school teacher, librarian or principal/deputy principal?  Makers Empire is running some fantastic education programs in 2022 with partners like The Andy Thomas Space Foundation and Bushfire Kids Connect. We're looking for schools to take part in these pioneering programs so register your interest now https://bit.ly/3onyui9",5,0,Makers Empire,4mo,2022-06-07
"Our Director of Learning, Mandi Dimitriadis was interviewed in the The Australian Financial Review about online learning during a pandemic https://lnkd.in/gB5YPAX",11,0,Makers Empire,1yr,2022-06-07
A fascinating report by NSW Education comparing Australian and Canadian makerspaces using Makers Empire  --> Getting more from Makerspaces -Integrated STEAM and transdisciplinary approaches to Project-Based Learning https://bit.ly/31tpW0H,8,0,Makers Empire,5mo,2022-06-07
