company,post_time,date_retrived,post,reaction_count,repost
City of Marion,3mo,2022-06-06,"We have an exciting opportunity to join the City of Marion as a contract Finance Officer.As the Finance Officer, you will be working with the City of Marion as a key part of their Finance team, and you will be responsible for providing a high-quality weekly payroll service to all employees as well as providing support to the finance teams with accounts receivable and invoice management. This is a 9-month contract working full time hours, Monday to Friday.Applications open till 4 March.Find out more and apply, please visit: https://fal.cn/3mqc3#cityofmarion #councilcareers",13,0
City of Marion,9mo,2022-06-06,"Meet the Mentor - Speed Networking Here is your opportunity to make new connections. Prepare your elevator pitch and start thinking about collaborations and the mentors you would like to assist you with your business. Bookings are also available at the event for free one-on-one follow up mentor sessions. Thursday, 16 September 20215 pm to 7 pm Cove Civic CentreDrinks and nibbles will be provided.Book now:https://fal.cn/3i67s",12,0
City of Marion,9mo,2022-06-06,"Struggling to make social media work for your business? Not sure where to even start? 🤔Come along and learn from social media guru Belinda Bracale, Neon Moose, on how to make social media work for your business.The workshop will include presentations and plenty of opportunities to ask questions, where you will walk away with content for your social media calendar. This FREE 90min interactive workshop is suited to business owners, communications teams, or social media teams who have a basic or very limited understanding of social media.Thursday 16 September3:00pm - 4:30pm Cove Civic Centre Book your ticket here: https://fal.cn/3hZ3P",4,0
City of Marion,9mo,2022-06-06,"Next week is Up the Hill Business and Coworking Week! Join us on Monday, 13 September between 12:00 pm and 1:30 pm for an opportunity to hear from inspiring speakers whilst networking over lunch.This week we have special guests:◾ Sharon Sutton - Ambassador and owner of Adelaide's iconic Kytons Bakery◾ Mark Potter - Director of the Meeting Place MV ◾ Angela DiFabio - Business Engagement, New Venture Institute◾ Meg McFarlane - MC - Director/Principal Lawyer, Kin Lawyers Book for free with this link:https://fal.cn/3hXMD",7,0
City of Marion,9mo,2022-06-06,"Are you a local business? Have you ever wondered what it takes to be a supplier to your Council or State Government? We are inviting local businesses to a free information Expo to provide a better understanding of how to access opportunities as a local business and the Government procurements available to you.The expo will share the processes on being a State Government supplier, while sharing the new grants and support available for your business. You will have the chance to speak with Council and State Government representatives and ask questions about tendering opportunities.When: Tuesday 16 September, 9:15 am to 11:30 am Where: Adelaide Entertainment Centre, 98 Port Road, HindmarshRegister here and find out more:https://fal.cn/3hRBw",8,0
City of Marion,3mo,2022-06-06,"We have an exciting opportunity to join the City of Marion as a Senior Digital Transformation Program IT Manager.The City of Marion is searching for an outstanding manager to lead and deliver our digital transformation strategies across Council.You will be an adaptable solutions-focused self-starter with the ability to lead and manage in a fluid environment. Your commitment to employing the values of the organisation while delivering a quality customer experience is paramount.Find out more and apply, please visit: https://fal.cn/3mgfV#cityofmarion #councilcareers",11,0
City of Marion,3mo,2022-06-06,"We want to introduce you to our two new Gap Year Program recipients, Nawshad Shah (pictured left) and Chantal Gaudio (pictured right).Whether you have decided to go straight into work, take a gap year before further study or want to explore your options post-high school, the City of Marion Gap Year program enables recent grads to gain valuable experience, skills and contacts to start building a bright future.We're excited to have you with us for 2022, Nawshad and Chantal!Learn more about our Gap Year Program at the City of Marion here: https://fal.cn/3merl",39,0
City of Marion,4mo,2022-06-06,"We have an exciting opportunity to join the City of Marion as a Change Manager. The role will focus on the people side of change – including changes to business processes, systems and technology, job roles and organisational structures (incorporating small, transitional and transformational change). This includes business processes, systems, technology, job roles and organisational change.As a Change Manager, you will be creating/enhancing and implementing change management strategies and plans that maximise employee and volunteer understanding, adoption and usage, while considering the future of work implications. You are required to ensure objectives are achieved that are specific to the change management initiatives.Applications open till 18 February.Find out more and apply, please visit: https://fal.cn/3m6cq#cityofmarion #councilcareers",6,0
City of Marion,10mo,2022-06-06,"Join Mayor Hanna and Sophie Thomson as we celebrate the upcoming rollout of the household kitchen caddies. With the ambition of reducing organic waste sent to landfill, every household in the City of Marion will have a brand new kitchen caddy and roll of compostable bags delivered to their door.Our celebration will include presentations and a tour of the beautiful community gardens. 21 August 2021Glandore Community Centre10.30 am to 11.30 am The event is FREE however registrations are essential!Find out more about kitchen caddies here at https://fal.cn/3hoiG",9,0
City of Marion,10mo,2022-06-06,"A rescheduled date has been announced for the Buy Local event. Thursday 16 September 20219:15 am to 11:30 amThis event is for local businesses interested in the opportunity to supply goods and services to Government. Seats are limited - so if you're interested - book now.At this free event you will learn what it takes to be a supplier and what the upcoming opportunities are. Following the presentation will be an expo, where you can meet with with Council representatives and ask questions about tendering opportunities.https://fal.cn/3h98v#buylocal",5,0
City of Marion,11mo,2022-06-06,"We're looking for a part-time Lifeguard Supervisor for the Marion Outdoor Pool. The Lifeguard Supervisor will be responsible for the rostering of staff to ensure safe supervision of pools and features to a high standard for customers and includes development, delivery and continuous improvement of lifeguard training.Applications are open until 5 pm Wednesday 11 August 2021.To find out more information and apply, please visit: https://fal.cn/3h6jt",3,0
City of Marion,11mo,2022-06-06,"We're looking for a part-time Administration Support Officer for the Marion Outdoor Pool. The role involves providing a high level of customer service whilst completing reception and point of sale duties and providing customer information for programs.Applications are open until 5 pm Wednesday 11 August 2021.For more information and to apply, please visit: https://fal.cn/3h676",3,0
City of Marion,4mo,2022-06-06,"We have an exciting opportunity to join the City of Marion's Digital Transformation Program as a Senior Business Analyst.Reporting to the Senior Project Manager, you will provide senior specialist support in projects including, but not limited to Finance HRIS, Asset Management, Digital Literacy, CRM, and Fleet Device Management.This role will allow you to fully immerse yourself as the Subject Matter Expert for system implementation and business transformation projects within the Digital Transformation Program. This will include assuming a senior role to elicit the as-is process and develop to-be processes, with the key focus on delivering an ambitious Digital Transformation Program to increase the City of Marion customer experience, while maintaining financial sustainability.Applications open till 14 February.Find out more and apply, please visit: https://fal.cn/3m29M#cityofmarion #councilcareers",6,0
City of Marion,11mo,2022-06-06,"If you know someone who is great at what they do, contribute to society, and inspire those around them then listen up! The 2022 Australian of the Year Awards are now open and it’s time to pay the ultimate compliment and nominate those quiet achievers, community members, leaders in their field of work, household names or unknown heroes who deserve to be recognised.Nominating someone is easy to do - visit https://fal.cn/3gZG2 by 31 July 2021 and share who they are, what they've achieved and why you'd like to see them recognised. This award is proudly coordinated by the Australia Day Council of South Australia.  Image: SA State Recipient Australian of the Year 2021 - Tanya Hosch",4,0
City of Marion,4mo,2022-06-06,"We have an exciting opportunity to join the City of Marion as an Infrastructure Engineer.As an Infrastructure Engineer you will provide expert/specialist advice and be a strategic link between Engineering, Assets & Environment and other internal/external stakeholders. The Infrastructure Engineer will have a focus on strategically improving performance through innovation and risk management, systems thinking and evidence-based decision making.Applications open till 14 February.Find out more and apply, please visit: https://fal.cn/3lXzj#cityofmarion #councilcareers",13,0
City of Marion,4mo,2022-06-06,"Did you know that Clean Up Australia Day started over thirty years ago, by someone who just had a simple idea to make a difference in his own backyard? Clean Up Australia Day is now the nation's largest community-based environmental event!Why not get your workmates together on Sunday 6 March to make an impact that improves your environment? If you would like to get involved in Clean up Australia Day, visit their website and either register or join clean up group near you. https://fal.cn/3lVqB #CleanUpAustralia #StepUptoCleanUp",9,0
City of Marion,4mo,2022-06-06,"We have an exciting opportunity to join the City of Marion as a Development Officer - Planning.Working as part of the planning team, the Development Officer is responsible for undertaking planning assessments in relation to all forms of development applications, in addition to providing customer service to internal and external customers.To be considered for this role you will need to have excellent time management skills, a great work ethic and a sound understanding of the legislation.Applications open till 11 February.Find out more and apply, please visit: https://fal.cn/3lRUH#cityofmarion #councilcareers",7,0
City of Marion,11mo,2022-06-06,"There’s a new classroom in town. Westall Way Reserve in Sheidow Park has undergone an upgrade based on the theme of an outdoor classroom.  The new reserve includes a butterfly garden, sculpture, performance stage, timber logs, balance beams, educational signage and paths. It will officially open on Saturday 10 July. https://fal.cn/3gC0A",8,0
City of Marion,1yr,2022-06-06,"The hottest tickets in town have just become available for local businesses interested in the opportunity to supply goods and services to Government.At this free event you will learn what it takes to be a supplier and what the upcoming opportunities are. Following the presentation will be an expo, where you can meet with with Council representatives and ask questions about tendering opportunities.Tuesday 3 August 20219:15 am to 11:30 amSeats are limited - so if you're interested - book now.https://fal.cn/3guFv#buylocal",6,0
City of Marion,1yr,2022-06-06,"An electronic waste truck is now being trialled in the City of Marion.To work towards a more environmentally sustainable future, the trial will investigate how feasible the electric vehicle is under actual operating conditions while maintaining a consistent and reliable service. These environmentally friendly vehicles are quieter to run and emit zero greenhouse gas emissions.Results of the trial will help determine how we might transition to electric waste collection trucks, as the technology matures. Find out more about the trial here: https://fal.cn/3fTxv",51,0
City of Marion,4mo,2022-06-06,"We have an exciting opportunity to join the City of Marion as a Field Supervisor Civil Services.As one of the Field Supervisor’s within the Civil Services department, you will be responsible for the planning and management of civil works throughout the City of Marion.You will be responsible for delivering works that result in a safe, efficient and cost-effective outcome to ensure the value for money for ratepayers. This role will focus on productivity and improving the capability and capacity in the civil services team.Applications open till 14 February.Find out more and apply, please visit: https://fal.cn/3lNUw#cityofmarion #councilcareers",15,0
City of Marion,1yr,2022-06-06,"Whether you’re a solopreneur, running a small team, or a seasoned business owner, having personal leadership accountability for yourself is going to see your business thrive. The Cove Business Hub are running a series of workshops as a part of their Leadership Program for 2021. The next in the series is 'Personal Leadership Accountability'.This session will go through the small daily habits you can make (or break) to improve your leadership, your productivity and how you show up for your yourself, your business and your team.Wednesday 27 July 20219:30 to 11:30 am Cove Business HubYour facilitator is Executive Coach from Made for More, Ally Nitschke.https://fal.cn/3g6Wf#CityofMarion #CoveBusinessHub #Leadership",5,0
City of Marion,1yr,2022-06-06,"History is about to be made in the City of Marion.The biggest names in Australian swimming are competing for their ticket to the Tokyo Olympics and Paralympics, starting this Saturday at the SA Aquatic & Leisure Centre.If you live in Adelaide, you are in the very fortunate position to be part of all the excitement.Head to Swimming Australia for all the details and book your ticket.https://fal.cn/3fY2w",9,0
City of Marion,4mo,2022-06-06,"Calling all artists 📣 We’re looking for SA-based artists to design and create public art in the City of Marion 🎨 An opportunity exists for a South Australian artist/artist team to create two murals and two heritage signs at Messines Avenue, Edwardstown.🎨 Expressions of Interest open from 28 January 2022 until 3pm (ACDT) 28 February 2022Tag your favourite artists in the comments below to let them know!To learn more about the opportunity and apply, visit our website: https://fal.cn/3lH3T",13,0
City of Marion,5mo,2022-06-06,"We recently held our Community Grants Cheque Presentation Ceremony. The ceremony and afternoon tea was an opportunity for the groups to learn about each other’s projects and to offer congratulations to their fellow recipients.Presented by Mayor, Kris Hanna and Councillors Maggie Duncan and Raelene Telfer, the successful organisations were:👏 Adelaide Cricket Club  👏 Bangladesh Club Adelaide👏 Friends of Sturt River Landcare Group Inc 👏 Hindu Society of SA Inc👏 Lions Club of Hallett Cove & Districts Inc 👏 Pan Laconian Society of South Australia 👏 Park Holme Community Hall and Committee of Management Inc 👏 Portlife Seaview 👏 Royal Life Saving Society Aust South Australia Branch Inc 👏 Sheidow Park Cricket Club Inc👏 Warradale Community Children’s Centre A big congratulations to the successful local organisations.The funds received will go towards a number of community projects including a First Nations mural, community playground and café, verge beautification, upgrades of audio visual equipment for community hall hirers and a water safety education program.The next round of Community Grants will be opening in February 2022 so please keep an eye on our website https://fal.cn/3laeL",16,0
City of Marion,5mo,2022-06-06,"The City of Marion wishes you and yours a very Happy New Year 🎆 To view our holiday opening hours for our facilities including our Administration Centre and Neighbourhood Centres, please visit https://fal.cn/3l1nTIf you're looking to report an issue or request a service, you can now do this online through My Marion https://fal.cn/3l1nR",13,0
City of Marion,5mo,2022-06-06,"Over the last year we've transformed our Instagram page into a showcase of amazing spaces and places around the City of Marion. Our latest profile image taken at Hallett Cove Conservation Park is thanks to local photographer John McGreevy of Stellar Momentum Productions. You will find more of his amazing photography here: https://lnkd.in/gSbfJCPd.If you haven't checked it out yet, take a look at some of the incredible photos taken by locals and visitors shared with us using the hashtag #cityofmarion. https://lnkd.in/gqc6c_nS.How blessed we are to live, work and play here!#photography #instagram #photographer #local #lovewhereyoulive",28,0
City of Marion,5mo,2022-06-06,"We have an exciting opportunity for two full-time Library Technology & Digital Projects Officers to join our team.We are seeking two Library Technology and Digital Projects Officers who will work as part of a proactive and committed team to support the development and delivery of technology and digital services, and the maintenance of current systems and services across Libraries and Centres of the City of Marion. Armed with your experience already gained in a library this is your opportunity to use your proficiency in the administration of library management systems and other contemporary ICT technologies to ensure excellent customer service for the users of Libraries and Centres. Tertiary qualifications acceptable for professional membership of the Australian Library and Information Association should support your experience.Applications open till 4 January.Find out more and apply at https://lnkd.in/gWu89Rct#cityofmarion #councilcareers",6,0
City of Marion,5mo,2022-06-06,"We have an exciting opportunity for a full-time Team Leader for the Marion Outdoor Pool to join our team.As the Team Leader for the Marion Outdoor Pool you will be responsible for the leadership and management of up to 30 staff at any given time. This position is looking for an experienced, enthusiastic and proactive leader who will mentor and drive success for the City of Marion Outdoor Pool and the community.Applications open till 22 December.Find out more and apply at https://fal.cn/3kMq2#cityofmarion #councilcareers",9,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time (contract) Active Recreation Coordinator to join our team.The City of Marion has received grant funding from the Office of Recreation, Sports and Racing through the ‘Game On’ partnership grant program to create a range of programs and activities that help increase regular physical activity levels in the Cities of Marion, Mitcham and Holdfast Bay.You will be required to create strong and productive relationships by leading and coordinating the promotion, delivery and evaluation of a range of new programs in local parks, trails and reserves while utilising new technologies and innovations to ensure a successful outcome.Applications open till 20 December.Find out more and apply at https://fal.cn/3kKHq#cityofmarion #councilcareers",8,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time Property Maintenance Officer to join our team.As one of two Property Maintenance Officers with the City of Marion, you will be responsible for asset inspections, property condition reports, issuing work orders and completing quality of work inspections with internal and external contractors.Applications open till 17 December.Find out more and apply at https://fal.cn/3kGBO#cityofmarion #councilcareers",6,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time Property Officer to join our team.As the Property Officer for the City of Marion you will be responsible for the effective and efficient management of the City of Marion leased portfolio. This is inclusive of managing negotiations, documentation, compliance and invoicing.Applications open till 17 December.Find out more and apply at https://fal.cn/3kImP#cityofmarion #councilcareers",5,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time Neighbourhood Centres Coordinator Programs to join our team.As the Neighbourhood Centres Coordinator Programs you will be responsible for the planning, coordination and evaluation of programs and events in line with community needs.You will be required to work in partnership with the Team Leader Neighbourhood Centres and Coordinator Customer Experience & Operations to provide positive leadership, as well as coach and support the team in the neighbourhood and community centres.Applications open till 17 December.Find out more and apply at https://fal.cn/3kEq0 #cityofmarion #councilcareers",6,0
City of Marion,6mo,2022-06-06,"As a part of our digital transformation, it’s now even easier for our customers to request a service or report an issue - 24 hours a day, 7 days a week - using our new My Marion customer portal.The new online portal offers:• Simple navigation • Map view for pinpointing exact locations• Map view to see other requests • Option to follow the progress of other people’s requests• SMS or email notifications on the progress of requests, including expected timeframes for completion• Record of your interactions with CouncilTake a look now and visit https://lnkd.in/gBWnUwJc or find it from the home page of our website.#CityofMarion #MyMarion",43,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a part-time (casual) Customer Service Officer - Libraries to join our team. The Library Customer Service Officer – Casual contributes to the efficient delivery of Library Services across three branches by undertaking a range of activities which support general library operations, with a primary focus on delivering excellent customer experience. Applications open till 10 December.Find out more and apply at https://fal.cn/3kdLj#cityofmarion #councilcareers",11,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time Administration Assistant Civil Services to join our team. As the Administration Assistant reporting to the Civil Services and Infrastructure Audit Unit you will be responsible for providing a broad range of clerical and administrative support including managing workflows, support the management team, process improvements, frontline reception duties and general administration support.The key tasks in this role will include letter writing, coordinating contractors, resolving enquiries, data entry, records management and general office support.Applications open till 30 November.Find out more and apply at https://fal.cn/3k8PR#cityofmarion #councilcareers",10,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time WHS Training and Assessment Officer to join our team. As the WHS Training and Assessment Officer you will be responsible for planning, coordinating and delivering WHS training and ensuring staff understands policies and procedures to provide a safe workplace.Applications open till 1 December.Find out more and apply at https://fal.cn/3kaw4#cityofmarion #councilcareers",3,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time Community Safety Inspector to join our team. Reporting to and working with the Team Leader Community Safety, our next Community Safety Inspector will provide support to your immediate team members and provide information to the broader community by administering a range of legislation and by-laws through education, prevention and enforcement. Applications open till 29 November.Find out more and apply at https://fal.cn/3k7pK#cityofmarion #councilcareers",12,0
City of Marion,6mo,2022-06-06,"We have an exciting opportunity for a full-time Infrastructure Audit Officer to join our team. The Infrastructure Audit Officer will be responsible for inspecting the civil infrastructure of the council and assess damages, drafting costs estimates and identify causes.Our next Infrastructure Audit Officer will possess relevant experience in damage quotes particularly with civil knowledge.Applications open till 30 November.Find out more and apply at https://fal.cn/3k5eT#cityofmarion #councilcareers",6,0
City of Marion,7mo,2022-06-06,"Yesterday we did something a little bit different.We invited 100 community members from diverse backgrounds to come together and help shape the future of community engagement for the City of Marion.We'd like to extend a heartfelt thank you to all of you who volunteered your time on a Saturday afternoon to contribute your thoughts and ideas.The energy was amazing as members of our community, who may have otherwise never met, connected and shared their ideas, with us and each other.Thanks also to Mayor Kris Hanna, and elected members Maggie Duncan, Matthew Shilling and Bruce Hull for your contribution to the event.We look forward to sharing the outcomes of the summit with our community. Stay tuned!In the meantime, if you'd like to join the conversation online, visit https://lnkd.in/gXUxJSya#Marion100 #cityofmarion",48,0
City of Marion,7mo,2022-06-06,"What a turnout for Resilient South's Business and Climate Change Breakfast at Tonsley Innovation District this Wednesday.The panel of political and business leaders addressed ways in which how businesses can adapt to a changing climate landscape and not only sustain themselves through climate change, but take advantage of the opportunities it presents.Pictured presenting - Dominic Churchill, Head of Capital Markets at Smart Capital Group.",15,0
City of Marion,7mo,2022-06-06,"We have an exciting opportunity for a full-time Communications Officer to join our team.The Communications Officer is responsible for creating communications content with the aim of increasing civic participation, improving the Council’s identity, brand and presence in the community and strengthening two-way communication with internal partners and external stakeholders.A key output of the role is the coordination and publication of City Limits, the City of Marion’s community magazine.Applications open till 26 November.Find out more and apply at https://fal.cn/3jK6U#cityofmarion #councilcareers",13,0
City of Marion,7mo,2022-06-06,"We have an exciting opportunity for a full-time Senior Digital Transformation Program IT Manager to join our team.The Senior Digital Transformation Program IT Manager will lead your team to deliver a diverse range of digital transformation projects, and provide initiative and innovative thinking in the pursuit of best practice solutions, while maintaining a secure digital environment through effective governance and work practices. If you want to lead and deliver our digital transformation strategies across Council, apply now.Applications are open till 9 am Monday, 29 November.Find out more and apply at https://fal.cn/3jM81#cityofmarion #councilcareers",7,0
City of Marion,7mo,2022-06-06,"We have an exciting new opportunity for a full-time Risk Business Partner to join our team. The role will be responsible for building and implementing effecting organisational risk management for the Council, it’s staff and the broader community.Applications are open until 17 November.To find out more and apply: https://fal.cn/3jE33#cityofmarion #councilcareers",10,0
City of Marion,7mo,2022-06-06,"Nominations are now open for the 2022 City of Marion Australia Day Awards. The awards recognise Marion’s community achievers as part of Australia’s biggest annual celebration. Mayor Hanna will present the awards at a special community celebration.Award categories are:Citizen of the YearYoung Citizen of the YearCommunity Event of the YearSports Person / Team of the YearNominations are open until Friday, 26 November 2021.📷: Ines Patritti of Patritti Wines",11,0
City of Marion,7mo,2022-06-06,Resilient South and the City of Marion invite our business community to join us at the 'Resilient South presents Business and Climate Change Breakfast' as part of Future Energy Week.Learn more about the opportunities presented by climate change and 'future-proofing' your business. Join leaders in sustainable business by booking your place at the breakfast hosted at 8:30 am on the 17 November 2021 at the Tonsley Innovation Precinct.Tickets are $10 and can be purchased here: https://fal.cn/3jukC#cityofmarion #climatechange #localbusiness,10,0
City of Marion,7mo,2022-06-06,"We have an exciting new full-time role available for a Media & Engagement Advisor.The role is responsible for developing and implementing media strategies while playing a pivotal role in increasing civic participation and advancing the council’s brand. You will be identifying and creating media opportunities, tracking media trends to influence media strategy, and managing and responding to issues.Interested? Find out more and apply at https://fal.cn/3jlrIApplications are open until 10 November 2021.#cityofmarion #councilcareers",14,0
City of Marion,7mo,2022-06-06,"Every two months our council magazine, ‘City Limits’, shares local news and stories to keep you up-to-date with what’s going on in our community. You can read our latest issue online here: https://fal.cn/3jlpU #citylimits #october21 #cityofmarion",5,0
City of Marion,8mo,2022-06-06,"We have a great new role available for a full-time Engagement and Change Business Partner. The role will provide outstanding support to the organisation to foster a customer centric approach and to build a community engagement culture across the business.  The role will also support the business in managing the impacts of digital transformation and continuous improvement initiatives.If you're interested, find out more and apply at https://fal.cn/3iZcbApplications are open until 25 October 2021.#cityofmarion #councilcareers",17,0
City of Marion,8mo,2022-06-06,"We have an exciting new full-time role available for a Unit Manager Marketing and Events. The role is responsible for developing and implementing the marketing and communications strategies with the aim of increasing civic participation, improving the Council’s identity, brand and presence in the community whilst also strengthening two-way communication with internal partners and external stakeholders.Interested? Find out more and apply at https://fal.cn/3iXEzApplications are open until 25 October 2021.#cityofmarion #councilcareers",32,0
City of Marion,9mo,2022-06-06,"Mayor Kris Hanna recently visited a number of Edwardstown businesses to recognise them for long service, innovation or community spirit. The following businesses received:'Long Service Award'Festival Glass & Glazing – 33 yearsMulti Slide Industries Pty Ltd – 35 yearsNorbar Torque Tools - 40 yearsOilpath Hydraulics – 45 years'Innovation Award'Garon Plastics & SEAPAHigh Performance Diesel & Zero Automotive 'Community Spirit Award'Devon Clothing As a part of the celebration, the businesses gave the Mayor a special behind-the-scenes tour.Congratulations to all the businesses involved.Edwardstown. We're making it!#innovation #communityspirit #longservice kris hanna",24,0
City of Marion,9mo,2022-06-06,"We have a new role available for a full-time Graduate IT Helpdesk Advisor.The IT Graduate Helpdesk Advisor will be responsible for providing support across Marion’s ICT environments, end users and key stakeholders.  Applications are open until 9 am 17 September.To apply and find out more visit: https://fal.cn/3i80z#coucilcareers #cityofmarion",3,0
City of Marion,9mo,2022-06-06,"We have a new role available for a full-time Urban Aboriculture Officer. Reporting to the Coordinator Arboriculture, this role will be responsible for tree assessment and the monitoring and maintenance of the existing tree population.Applications are open until 15 September.To apply and find out more visit: https://fal.cn/3i6nb#coucilcareers #cityofmarion",21,0
City of Marion,10mo,2022-06-06,"The concept plan for Marion Cultural Centre Plaza is now open for your feedback. The area is set to become a space where people come together to enjoy live performances, markets and casual catch ups while providing a boost to surrounding businesses.The concept plan includes a recreation space with a stage, seating, shelter, lawn, trees, an almond grove, public artworks, picnic facilities, lighting and play equipment.We'd love for you to share your thoughts on the the concept plan and help shape this exciting development.To view the plan and join the conversation please visit our community consultation website, Making Marion.The consultation is open until 31 August.https://fal.cn/3hFlc#MakingMarion #HaveYourSay",9,0
City of Marion,9mo,2022-06-06,"We have an exciting opportunity for a Community Connections Manager to join our team. This role is responsible for leading a diverse, vibrant, innovative, and customer focused Division which consists of Marion Library Services and Community Wellbeing across multiple locations. To find out more and apply, please visit: https://fal.cn/3i4N5",15,0
City of Marion,10mo,2022-06-06,"Feeling overwhelmed, stuck on a study question or not sure where to even start with an assignment? Get help with your essay or report draft in less than 24 hours, or live, expert assistance with subjects like writing, maths, science, economics and more. City of Marion library members have free access to Studiosity, where friendly subject specialists are waiting online to help you, 3 pm to late, Sunday to Friday.Click here to get started. https://fal.cn/3hDIS📷: Surface via Unsplash",6,0
City of Marion,10mo,2022-06-06,"There’s one week to go. If you’ve been thinking about applying for a community or youth grant, now is the time to do it. If you need help, just reach out. We have someone on standby ready to help you. https://fal.cn/3hDGP#grants #funding #community #youth",3,0
City of Marion,10mo,2022-06-06,"So, you know the kitchen caddies are coming, but do you know why it is so important to save food waste from landfill? Food waste makes up more than 30% of our waste to landfill in City of Marion. Recycling food scraps in the green bin:Creates compost for farms and gardens Reduces harmful greenhouse gases Saves community waste management costs Reduces waste to landfill. Find out more about kitchen caddies here at https://fal.cn/3hAuE",13,0
City of Marion,10mo,2022-06-06,"A new website for the Southern Business Mentoring Program was recently launched - making it even easier for local businesses to access services. Here you can learn more about the program and book your free mentoring session with an independent consultant. Covering general business, HR, mental health and marketing, the mentoring team can help give you the insights and confidence to continue to grow your business.All residents and businesses operating within the Cities of Marion, Onkaparinga, Holdfast Bay and the District Council of Yankalilla are eligible to access the program.Find out more https://fal.cn/3hv1z",17,0
City of Marion,10mo,2022-06-06,"The Marion Cultural Centre Plaza is set to become the heart of our city - a space where people come together to enjoy live performances, markets and casual catch ups while providing a boost to surrounding businesses.The concept plan includes a recreation space with a stage, seating, shelter, lawn, trees, an almond grove, public artworks, picnic facilities, lighting and play equipment.The long-awaited development will connect residents and visitors to the nearby Oaklands Train Station, Marion’s major retail centre and local facilities.We'd love for you to share your thoughts on the the concept plan and help shape this exciting development.To view the plan and join the conversation please visit our community consultation website, Making Marion.The consultation is open until 31 August.https://fal.cn/3hmXi#MakingMarion #HaveYourSay",23,0
City of Marion,10mo,2022-06-06,"If you're in the market for a new job, the 'Adelaide South' Jobs Fair could have come at just the right time.It will be held at the Morphetville Racecourse, Wednesday 18 August with two sessions available:Session one: 10.30 am to 1.15 pmSession two: 2.15 pm to 5.00 pmThe fair includes:> 40+ employers with vacancies> Providers who can inform jobseekers about pathways to train or upskill for jobs> Information sessions from industry sectors> An employer panel who will provide information about what an employer wants from a new employee> Resume and Interview coaches available for 15 minute one on one assistanceRegistration is free, but essential. For more information and to register visit: https://fal.cn/3hq80",6,0
City of Marion,9mo,2022-06-06,"We are currently seeking Expressions of Interest from artists and creatives to design and create public art for public spaces within City of Marion.Council and Australian Gas Networks (AGN) are partnering on the Hydrogen Park South Australia (HyP SA) SA public art project.An opportunity exists for a South Australian artist/s to create an artwork/mural on the adjoining footpath at Quick Road Reserve.Expressions of Interest are open until 3 pm 13 September 2021. For more info, please refer to our website:https://fal.cn/3hSPI#localart #publicart #cityofmarion",12,0
City of Marion,10mo,2022-06-06,"The City of Marion recently held their Community Grants Cheque Presentation Ceremony. The ceremony and afternoon tea were an opportunity for the groups to learn about each other’s projects and to offer congratulations. 🤝A number of local organisations and clubs were successful in obtaining a Community Grant, with cheques presented by Mayor Kris Hanna.Funds received will go towards a number of community projects including Training and Accreditation programs, new equipment for Come and Try days, Wheelchair Friendly Garden Beds and a Cardiac Defibrillator, accessible 24/7.Congratulations to our successful recipients.The next round of Community Grants and our Youth Development Grants are now open https://fal.cn/3hiJ0.*This event was held prior to when the recent COVID-19 health restrictions were introduced.",11,0
City of Marion,10mo,2022-06-06,"The kitchen caddies are only weeks away from landing on your doorstep! Soon you’ll easily be able to pop all your food scraps into your benchtop caddy. But did you know you can also throw in paper towels, napkins, meat and seafood scraps, cheese and yoghurt?  Basically, if it grows, in it goes. Find out more about kitchen caddies here at https://fal.cn/3hg1O         ",17,0
City of Marion,10mo,2022-06-06,"The ball is still in your court!It's time to have a say on the final concept design for the upgrade of Tarnham Road Reserve in Seacombe Heights. Meet Community Facilities Planner, Sean, who will be on site tomorrow from 3 pm to 5 pm (Thursday 5 August) to share your feedback in person. Head over to Making Marion to find out more and provide feedback online by 6 August at https://fal.cn/3hcBy",11,0
City of Marion,10mo,2022-06-06,"Do you have a passion for community? We have unique committee positions available. For over twenty years the Living Kaurna Cultural Centre has been an integral cultural heritage site that Council is now pleased to be working alongside Kaurna community for their direct management of the site.   For Kaurna people of the Adelaide plains, this site is a traditional ceremonial meeting place that is still used today. Warriparinga is also an important part of the Tjilbruke Dreaming Track.The City of Marion has signed an agreement with Southern Cultural Immersion (SCI) for management of the Living Kaurna Cultural Centre.We are seeking expressions of interest for two members, as the City of Marion nominations to the Warriparinga Advisory Team (WAT).The WAT has four members, with the other two nominated by SCI.Applications are open until 5.00 pm, Thursday 12 August 2021.For more information and to apply please visit the City of Marion website: https://lnkd.in/gabr94fFImage: The Tjirbruki Gateway / Tjilbruki Narna arra",15,0
