post,reaction_count,repost_text,repost,company,post_time,date_retrived
⭐️🙌🏼,0,"Last chance to grab tix for _SOUTHSTART 2022 - I'll be joining Matt Bauerochse 🧢, Lyndsey Jackson, Dale Brett and Noelle Smit on DVLPR DAY to talk tech and team scaling.https://www.southstart.co/#SOUTHSTART #STARTUPAUS #STARTUPADL #SOUTHSTART22 #REVIVAL #AWS #STARTUPS",1,Southstart,3mo,2022-06-07
none,2,"The JP Media team attended the amazing _SOUTHSTART Growth Academy at Stone & Chalk, Lot Fourteen earlier this week.Growth Academy was all about how to 'future-proof' yourself and introduced us to new ways of thinking and being, and it absolutely did just that. The team learnt new skills and refined existing ones. The incredible sessions included dominating digital marketing by Neon Treehouse's Joshua White, creating a company culture in a distributed environment by Humanly Agile's Jamie Pride, and mastering your personal and professional brand by Brand True North's Nicole Hatherly.Thanks for having us.#JPMedia #Southstart #GrowthAcademy #Communications #LotFourteen",1,Southstart,3mo,2022-06-07
none,4,"""We need to launch the Climate Tech transition now!"" - Co-founder of Climate Salad, Mick Liubinskas Catch our Climate Tech companies and their founders _SOUTHSTART  today in the Demo Alley #climatetechIf you're in Melbourne catch the cation at our showcase http://ow.ly/4VFa50IgBUh",1,Southstart,3mo,2022-06-07
none,3,"_SOUTHSTART repping #impactsummit sponsored by Atlassian - featuring Moira Were AM, Sarah Gun, Lauren Black, Amy Orange, Guy Turnbull, Nader Ibrahim, Rachel Bertram, Ingrid Burkett, Louise Vidal (Nobes) Moira Were AM & Moira Were AM #southstart22",1,Southstart,3mo,2022-06-07
none,3,"Awesome to make it to _SOUTHSTART for 2022! Some solid progress in the Australian Innovation Ecosystem which Spacecubed, CORE Innovation Hub, Plus Eight and She Codes Australia are all contributing towards. Great to catch with so many people after 12 months without travel #southstart #innovation #startups #australia",1,Southstart,3mo,2022-06-07
none,2,"""We need to launch the Climate Tech transition now!"" - Co-founder of Climate Salad, Mick Liubinskas Catch our Climate Tech companies and their founders _SOUTHSTART  today in the Demo Alley #climatetechIf you're in Melbourne catch the cation at our showcase http://ow.ly/4VFa50IgBUh",1,Southstart,3mo,2022-06-07
none,4,"Join Jindou Lee, our CEO and Founder today at _SOUTHSTART in a lively discourse with top startup ecosystem voices from across Australia, as they share their thoughts on where we are as a community, as a nation, and as humans. In this session, they’ll take stock and discuss the challenge of navigating the shifting ground and tectonic shifts of building and scaling opportunities in the face of the unknown - not alone, but together. A celebration of Australian exceptionalism in the face of our only constant - change.",1,Southstart,3mo,2022-06-07
none,2,_SOUTHSTART Supper Party is GO 🎉,1,Southstart,3mo,2022-06-07
"“For us, it’s about creating a very focused setting for founders, investors and ecosystem supporters to come together and have some important conversations despite current conditions""We're humbled to have spoken to InnovationAus.com about what to expect at _SOUTHSTART (REVIVAL) 2022!Department of the Premier and Cabinet, Government of South Australia Hon. David Pisoni MP Department for Innovation and Skills - South Australia",0,"Despite the uncertainty of #COVID-19 restrictions, #startup festival _SOUTHSTART is going ahead with a full set of in-person events this March, under the theme of revival.SouthStart is a blend of networking experiences, masterclasses, panel discussions, and activities. Hosted in and around the National Wine Centre in South Australia (#SA) from March 9-11, the event to attract startup sector #leaders, field #experts, and #investors.This year’s event partners include the Royal Automobile Association, Amazon Web Services (AWS), the University of Adelaide, and venture capital fund Blackbird.",1,Southstart,3mo,2022-06-07
none,0,"Join us for a full-day immersive masterclass program set to educate, inspire and launch you into new ways of thinking on Day 1 of _SOUTHSTART!On 9 March, at the Growth Academy powered by Stone & Chalk, you'll get up close and personal amongst leaders and pioneers as you shift your perspective, plant seeds of opportunity and future-proof yourself with the skills, insights and knowledge to face the accelerated unknown. Here's the line up >>👩‍💻 Turning Heads and Changing Minds: what it takes to dominate digital in 2022 by Joshua White💰 Pitch Perfect: everything you've ever wanted to know about creating your first investor deck by Lauren Capelin🎤Future Proof Your Leadership Style: how do you create culture in a distributed environment? by Jamie Pride🎥 Master your Personal x Professional Brand by Nicole Hatherly 🚀🎨 Part Art, Part Science, Lots of Humans: What is product management? by Ben Colley, Sebastian Thiele & Theo NaickerGet in quick and secure your tickets today >>https://lnkd.in/g5yUWRhQ#FIXEeffect #SOUTHSTART22 #LotFourteen #Adelaide #SouthAustralia #Startup #StoneAndChalk #GrowthAcademy #Lean #Communications #Marketing #ProductManaging #Academy #Innovation #Technology #ThrivingSA #MakingADifference #InnovationDistrict #REVIVAL",1,Southstart,3mo,2022-06-07
⭐️⭐️,0,"Next week we're heading to _SOUTHSTART! We're co-presenting the 'State of the Startup' event alongside revelling in the good vibes, great people and thoughtful ideas that we know and love this event for 💜Blackbirds Tom Humphrey, Michael Tolo, Joel Connolly and Melia Rayner will be on the ground alongside Startmate legends like Lauren Capelin and many of our portfolio company founders and leaders. See you there? ✨👇",1,Southstart,3mo,2022-06-07
none,0,"If you have a Climate Tech start-up and want to get in front of Australia's leading Impact Investors and InnovatorsWe have an opportunity for you, with FREE tickets and FREE demo alley spots available, please get in touch if you'd like to be considered for this. March 9-11, Demo day is Friday March 11 in Adelaidehttps://www.southstart.co/#climatetech #startups #impact #innovations #opportunity",1,Southstart,3mo,2022-06-07
none,2,"Today, we're proud to share a bit about the work we’re doing at Blackbird to weave positive impact and ESG into everything we do.This work is led by our new Head of Impact Kate Glazebrook, but undertaken by all of us at Blackbird ✨ Kate is not new to Blackbird - you might know her as the co-founder Applied, which joined our portfolio in 2018 and has helped us hire more diversely. Her experience as a founder and a leader in the impact space will help us maximise impact and ESG at Blackbird. 💪We are also making our Impact and ESG Policy public. We know that the best learning comes from exposing your thinking to others and hope that you will let us know what you make of our approach - we’re not perfect, of course, but we are committed 💜",1,Southstart,3mo,2022-06-07
Wonderful news from our friends at evokeAG!,6,"Huge news today, with Adelaide being selected to host evokeAG in February 2023! 🎉EvokeAg will bring more than 1500 people from the global AgriFood Tech eco-system to Adelaide, to discuss the future of food and agriculture over two full days (and nights 🥂)This is an incredible win for the AgriTech community in South Australia, and is the result of many people working together to build the momentum of AgriTech initiatives in our state. It is going to be an exciting year ahead in preparation for evokeAG 2023! 🚜#agriculture #agtech #agritech #foodtech #agribusiness",1,Southstart,4mo,2022-06-07
Congratulations HappyCo!!,5,The cash will be used to develop new services and hire more Australian staff as co-founders Jindou Lee and Andrew Mackenzie-Ross look towards to emerging build-to-rent market locally alongside global acquisition ambitions. 🌎HappyCo Camber Creek #realestatesoftware #realestate #property #propertysoftwaremanagement #startups #startupaus,1,Southstart,4mo,2022-06-07
"It was fantastic to celebrate the year that’s been, as we move into a future of opportunity with a wonderful bunch of humans!",8,South Australia is Covidly Safely opening up to the world and investment is coming into Adelaide. A very Merry Mixmas thanks to _SOUTHSTART SA Angels and Adelaide Botanic High School Steve Testar SA Great Max Mason Stephen Patterson Steven Marshall Catriona Boyd Benjamin Hodgson James Packham Andrew Nunn David Trim CA RITP #thepowerofconnections #MERRYMIXMAS #SOUTHSTART22 #founderinstitute #investment,1,Southstart,6mo,2022-06-07
none,4,"Fantastic networking this evening at the _SOUTHSTART Merry Mixmas event. A celebration of bringing together members from the South Australian startup community. Great to represent AusIndustry at the gathering alongside Alistair Carlton, Accelerating Commercialisation Delivery Manager, Entrepreneurs’ Programme.#SOUTHSTART #SOUTHSTART2022 #STARTUPADL #STARTUPAUS #MERRYMIXMAS #AusIndustry",1,Southstart,6mo,2022-06-07
none,2,"A great writeup today about young talent moving to South Australia to take up work in cyber security. There is growing demand for employment opportunities in this sector, right here in South AustraliaCommittee for Adelaide HerTechPath Department of the Premier and Cabinet, Government of South Australia Deb Blair The Advertiser _SOUTHSTART#futureadelaide #growthstate #adelaideconnected #cybersecurityhttp://ow.ly/nHWQ50Hf6xL",1,Southstart,5mo,2022-06-07
"This is a story you won’t want to miss!Our very own Craig Swann chats about all things _SOUTHSTART, tech and innovation on the latest Adelaide Connected podcast 🙌After being involved in technology events around the world, discover what led him to South Australia’s start-up community. Find out more here >> https://bit.ly/3cS6WLjListen here >> https://bit.ly/310czEw#SOUTHSTART #STARTUPADL #STARTUPAUS",1,"Adelaide Connected Podcast Episode #7 We heard from Craig Swann who has run many festivals all over world. Since arriving in South Australia, he has helped build and drive _SOUTHSTART into the nation’s leading innovation festival hosting technology, impact and investment leaders from across the country and beyond. This is a podcast not to be missed!To listen search for 'Adelaide Connected' on Spotify and Apple Podcasts or go to https://lnkd.in/g_YcJVzfPeta St Clair CPM Grant Law Committee for Adelaide#AdelaideConnected #ichoosesa #liveinadelaide #workinadelaide #startup",1,Southstart,6mo,2022-06-07
Big news!!,2,"BREAKING: South Australia will be home to Australia’s first dedicated space manufacturing hub – the Australian Space Park 🚀 The Australian Space Park is a partnership between the South Australian Government and four local companies: Fleet Space Technologies, Q-CTRL, ATSpace Pty Ltd, and Alauda Aeronautics. This further cements our reputation as the Space State and provides a purpose-built facility for collaboration and a vital manufacturing link to the local space industry.https://lnkd.in/eDCEhEmq",1,Southstart,6mo,2022-06-07
none,4,"It's taken me almost a week to listen to my own podcast on the 'gamechangers' series. Not because I forgot, but because Adriano D. & Dr Phil Cummins asked the deep questions and I wasn't sure I wanted to listen to it. I'm so glad I did and proud to share. Listening to it again has helped me to 'maybe' tell myself that I have been brave! I was prepared to sacrifice it all! And my actions may have a deep and lasting impact. I also love how they called me out more then once....stop the 'we' and recognise your acts of courage. It's not in everyone's DNA to set off on a life of purpose, prepared to risk it all for a greater sense of Justice. I naively think its just normal....what normal people do. But of course I know thats my own protection, to think that way, so I can keep going in the toughest of times. Thank you for taking me there....I bravely listened to it and wasn't too bad 🤣🙏🙏  #podcast #gamechangers #risktaking #lifeofpurpose #brave #legacy",1,Southstart,7mo,2022-06-07
Fantastic news from our friends at Blackbird 💫👏,6,Excited to share what's been happening at Blackbird in more detail 💜,1,Southstart,6mo,2022-06-07
none,4,"A few (months? where has the time gone?) now, the ever-imaginative Josh Garratt announced ""I've got a crazy idea .. wadya think?"" Turns out the orbits were in alignment some of our  _SOUTHSTART plotting Craig Swann A few magic moments with other awesome people (see pic) later .. ""A MERRY MIXMAS"" came to life. Between you and I .. the numbers are looking like we'll have to cap it pretty soon. So if you want to join us, snap up your ticket & come boogie with your community on the 15th.",1,Southstart,7mo,2022-06-07
What better way to kick start your Monday! Streaming Now: https://lnkd.in/gZiJBdiU,0,"Who's tuning in for our Semi-Finals today?!It's a little over an hour until the first of our eight live Semi-Finals kick-off! We have four one-hour 'shark tank' like pitching events today at 9 am, 10:30 am, 12 pm & 1:30 pm AEST.Tune in and check out our incredible teams pitching for a 'golden ticket' through to our Grand Final. With a People's Vote at the end, these make great viewing for your classes, so feel free to stream it live.Register a free 'virtual' seat for today (or Thursday's events) here:https://lnkd.in/gZiJBdiU",1,Southstart,8mo,2022-06-07
Fantastic News for SA 👏,1,"Welcome to South Australia Cognizant 👏The global consultancy firm will create 1,600 local jobs to help clients solve their business challenges through digital technologies. Cognizant joins a growing list of global tech companies who are calling SA home, thanks to our skilled workforce, investment in emerging technologies and our liveability. #SAStrong Find out more ➡️ https://lnkd.in/gvqD2vPY",1,Southstart,7mo,2022-06-07
"It’s happening...“Social media giant Facebook is moving to put its past behind it, instead focusing on the virtual future with a company-wide rebrand to Meta” Thoughts? Do you see yourself “working, living & playing” in a virtual world in the near future?",1,"Was up at 4am to cover this! Thoughts on this change?Social media giant Facebook is moving to put its past behind it, instead focusing on the virtual future with a company-wide rebrand to Meta.Amid a slew of recent controversies and tussles with regulators about its market power and how it treats its users, Facebook said it was time for a new brand to bring together its various apps, which include Instagram, WhatsApp, Messenger, along with futuristic new virtual reality and augmented reality offerings.“We’re now looking at and reporting on our business as two different segments, one for our family of apps, and one for work on future platforms,” chief executive Mark Zuckerberg said at the company’s Connect conference early Friday morning (AEST).“And as part of this, it is time for us to adopt a new company brand to encompass everything that we do to reflect who we are and what we hope to build.“I am proud to announce that starting today, our company is now Meta.”",1,Southstart,7mo,2022-06-07
🙌,0,"“To get 1 million people employed in tech sector jobs by 2025, we need an additional 286,000 workers to join the sector.” - Tech Council of AustraliaThis is exactly why The Startmate Fellowship exists. To create net gain of talent. And to make technology the #1 contributor to local GDP. 🚀 To date 72% of our women alumni are now in jobs - having translated their skills and careers from outside of the startup world in (i.e. we have helped 175+ women land their dream role in the tech industry, we are very much just getting started). We are seeking to create a net gain. Through fast-tracking your skills translation + network build. The more alumni we have, the faster the flywheel turns. We are building a platform to be able to serve 100s of tech companies in Australia & New Zealand, and be able to launch multiple programs a year at scale to further accelerate this net gain. Our goal? In 10 years, 20% of all A/NZ startup employees have been through a Fellowship program. Note: net gain = you have to think more creatively about where your talent comes from. No more obvious box-ticking hiring, think bigger - beyond previous startup brand experience or really any experience at all (hire students!). Poaching from other startups in a zero sum game. https://lnkd.in/gZ7Bzfv3Kate Pounder Alex McCauley Kate Cornick Michael Batko James Tynan Robyn Denholm Niki Scevak Samantha Wong Lauren Capelin Sascha Kerbert Cristabel Gekas Cameron Ensor Tom Richardson Paul Bassat Hannah Field Casey Flint Kiya Taylor Katherine McConnell Kirstin Hunter Amit Verma Chris Breidahl",1,Southstart,8mo,2022-06-07
Come and forge new links for systems change at #impactchains2021 💫,0,"The moment we have all been waiting for is here - Tickets are now on sale for Impact Chains 2021! If you want to contribute to a better world but aren't quite sure where to start, or how to go about it, or perhaps you just want to amp up your impact work - then Impact Chains is for you!Head to https://lnkd.in/eAtfFNA to:📢 Check our our amazing program, co-created with community📢 Meet the activators who will guide our thinking and practice to shift systems which no longer serve people and planet📢 Grab your ticket before they sell out!📢 Download our Partner Prospectus to become our event partner📢 Read our Impact Chains Blog series to find out more about systems changeBe part of our systems change revolution - the journey starts on 11 November at the Old Adelaide Gaol!#impactchains #systemschange #activators #event #impact",1,Southstart,9mo,2022-06-07
Very proud of our 2021 squad member Isabella McCulloch! We are absolutely positive that her energy and enthusiasm will see her achieve great things 🌟🌟,61,"Have you seen Isabella in the Jobs For You campaign? Not only is she on our TVs at the moment, she's a #SpaceScience and #Astrophysics graduate who is also studying Professional Science Honours in Science Innovation. Talk about impressive! 🤩Discover her journey into the space industry here. 👉  https://lnkd.in/dQF5-vs2#WomenInSpaceWSW #WSW2021 #SpaceCareers #SASIC",1,Southstart,8mo,2022-06-07
Congratulations Alex Grant and team!,5,Adelaide space startup Myriota has signed a $5.48 million contract with the federal government to expand its Defence satellite network.,1,Southstart,8mo,2022-06-07
🙌🙌,4,"“For females, this is a wonderful time to be a founder. The power is no longer with the investors and it’s now with the founder to set prices, to get the right partners on board, and to close rounds.“And so it’s a little disappointing that this is such an exciting time for start-ups, and such an exciting time to be deploying capital, but the number of female founders has just plummeted. It’s just kind of gone off a cliff.""I spoke with Rachael Neumann, Lauren Capelin, Mina Radhakrishnan, Kristen Phillips, Laura Keily, Gabrielle Munzer, Alex Sinickas about the current state of play for women founders and raising capital.",1,Southstart,7mo,2022-06-07
Good luck Southern Launch!! Lloyd Damp Elisha Buckley,50,"Winner of the best stand at the Australian Space Forum today :)Wishing Lloyd Damp, Elisha Buckley and team clear skies for today. #Space #australia",1,Southstart,9mo,2022-06-07
Melissa Ran serving up the goods! 😍,0,"🤔 What’s the fastest way to get clued up on tech startups? Read this ONE book 👇👀 As voted by my wise Linkedin friends, the ONE book someone new to startups should read to understand the culture and mindset is….1️⃣ The Lean Startup by Eric RiesOther classics:  ✅ Zero to One by Peter Thiel: great for understanding how the startup game is played and what founders should focus on first ✅ The Hard Thing About Hard Things by Ben Horowitz: Gives a super real and relatable account of what being a startup founder is like, I found the wartime vs peacetime CEO part particularly illuminating. ✅ Running Lean & Scaling Lean by Ash Maurya: builds on The Lean Startup with more practical and nuanced guidance. A MUST READ! ✅ Venture Deals by Brad Feld & Jason Mendelson: AirTree gives this book to our new starters. ✅ The Art of the Start by Guy Kawasaki: The first startup book I read 🎁 BONUS 🎁 The MUST READ for anyone building a business or a product - don’t even bother doing anything until you’ve mastered the art of getting truthful feedback from customers and users! 1️⃣ The Mom Test by Rob Fitzpatrick: people are lying to you, and you are lying to yourself! This is a quick, practical guide that will save you time, money, and heartbreak. And more from Linkedin friends...✅Grit by Angela Duckworth suggested by Tashi Dorjee✅Delivering Happiness by Tony Hsieh suggested by Prashant Bhaskar Bhaskar✅Why Startups Fail by Thomas Eisenmann suggested by Zach Selch✅The Zoo After Dark by Stacey Kelly suggested by Dean Kelly✅The Innovation Stack by Jim McKelvey suggested by Josh Davey ✅Crossing the Chasm by Geoffrey A. Moore suggested by Tracy Tyrrell Van Heer Heer✅The Founder’s Dilemmas by Noam Wasserman suggested by Ross Hardy ✅ The Hungry Caterpillar by Eric Carle suggested by Sung (成) Lee#startup #books #bookrecommendations #TTV28",1,Southstart,9mo,2022-06-07
none,9,"This week's announcement that Microsoft & Nokia will be joining Amazon and  Google at Lot Fourteen in the City of Adelaide, will create thousands of new jobs for #SouthAustralia. This is due to the Marshall Government's success in supporting #innovation for our state.",1,Southstart,9mo,2022-06-07
none,1,Really excited to see TaskPod out in the wild at _SOUTHSTART  with Adam Morgan. More great spots to work coming to Westfield and Airports soon!,1,Southstart,3mo,2022-06-07
"It's your last chance to apply for Pitch Perfect! Startup Daily. is looking for early-stage or mature startups, already in market, with 10 to be chosen as finalists for the pitch night in late September. The winner of Pitch Perfect will score $200,000 in Microsoft Azure credits 😮",0,"We’re putting the spotlight on 10 of Australia’s most exciting startups. Are you going to be one of them?Time to brush up on that elevator pitch, because Startup Daily and Microsoft ANZ are opening up the mic for 10 startups from Australia and New Zealand in a pitching comp like no other.Not only is there more than $200k in Azure credits up for grabs, but you’ll also be pitching to some of Australia’s most influential tech experts and investors, as well as getting plenty of promotion for your startup here on Startup Daily.If you are a startup with a product in market or in development and want a chance to take centre stage, register here and tell us why you should be chosen. The top 10 will be invited to pitch live at our Pitch Perfect virtual event in September in front of a panel of expert judges as well as an audience of investors, partners, startup legends.If you’re a founder and want to throw your hat in the ring, complete your details below to get involved.Register Here: https://lnkd.in/gt-se5rpApplications close on September 6, 2021.#startup #startups #innovation #founders #entrepreneurs #venturecapital #development #entrepreneurship #vc #funding #australia #fintech #microsoft #tech #event #azure, Microsoft",1,Southstart,10mo,2022-06-07
none,2,"What a great week of conferences at _SOUTHSTART #RevivalFestival in #Adelaide! Inspiring talks, great conversations with entrepreneurs, investors, ecosystem builders, industry leaders... All of us with the same passion and purpose of supporting the innovation ecosystem of Australia. Representing #NorthQueensland and connecting the region with the national and international ecosystem 🚀Stone & Chalk Seppeltsfield Matthew Steine Stuart King Smart Precinct NQ Advance Queensland Townsville City Council  #innovation #entrepreneurs #leaders #australia #ecosystembuilding #startups #investment #accelerators #highgrowth",1,Southstart,3mo,2022-06-07
none,6,Really excited to see TaskPod out in the wild at _SOUTHSTART  with Adam Morgan. More great spots to work coming to Westfield and Airports soon!,1,Southstart,3mo,2022-06-07
From strength to strength! 😍,23,"Big congratulations to Canva's co-founders today.The company's valuation has soared to $US40bn ($54.6bn) after it raised a $US200m funding round, with its young billionaire co-founders – now some of Australia’s wealthiest executives – detailing plans to give their money away.The funding round cements Canva as Australia’s fastest growing software company. CEO and co-founder Melanie Perkins said the company now has more than 60 million people using its online technologies every month across 190 countries.“Mel and I are committed to giving away all our money to make the world a better place,” co-founder Cliff Obrecht. “I think with running such a large company with such a significant valuation now, it’s an obligation on us to use that to be a force for good and make the world a better place, rather than just hoard shit.""",1,Southstart,9mo,2022-06-07
Congratulations Martin Cole!,1,"Wine Australia welcomes the appointment of its new CEO Dr Martin Cole, commencing 15 November 2021. Read more: https://lnkd.in/gwGHuxAS",1,Southstart,8mo,2022-06-07
So many good memories! 😍,4,💃  Throwback Monday  💃I'm currently going through the thousands of photos we have of previous iterations of _SOUTHSTART .. feeling very humbled to have created so many memories with you awesome people!Can't wait to do it all again next year! 9 - 11 March ⚡⚡Add to your calendar >> bit.ly/3CqVqBsGet involved >> bit.ly/3nMVN5o,1,Southstart,9mo,2022-06-07
"Congratulations Anastasia Volkova, PhD 🌱 🛰️ !",2,"Congrats team Regrow Ag Anastasia Volkova, PhD 🌱 🛰️  on raising US$17m Series A funding to scale carbon market Monitoring & verification “Implementing and scaling responsible, #sustainable #agricultural practices is the most actionable strategy we can take to reverse #climatechange” https://lnkd.in/g_JHEVvz",1,Southstart,10mo,2022-06-07
"Making waves Steve Baxter, Stew Glynn, An Vo, Doug Oliver & team! 👏👏👏",3,"🗞️  Hot of the press 🗞️ Thanks to Simon Thomsen and Startup Daily for the write-up about our recent adventures and ambitious future plans for TEN13. Reflecting back on the crazy last ~18 months or so: 🗺️  It's been truly humbling to work with some of the best founders like Andrew Barnes and Ham Serunjogi across Africa, North America, SE Asia, and not least, Australia. 💗  Thank you to the hundreds of investors who've joined us across Australia and New Zealand for the ride so far. The TEN13 team and I tap dance to work each day to bring you the best founders and investment opportunities! 😇  Thanks also to the TEN13 team for all the growth opportunities, support, and mentoring over the years. Working at TEN13 is really my dream job - can't wait to 10x the platform and network from here!  #startup #investment #founders Steve Baxter Stew Glynn",1,Southstart,9mo,2022-06-07
"After 18 months in the making, StartupAUS has announced its shift in direction with the inception of the Tech Council of Australia - to be chaired by Robyn Denholm  👏",19,"BIG NEWS: The nation’s leading tech companies – including Afterpay, Atlassian, Canva, Google Australia, Airtasker and Microsoft Australia – will launch the Tech Council of Australia today. #Tech #Technology",1,Southstart,10mo,2022-06-07
A must read piece from David Swan in today’s The Australian. We’ll always be in your corner Elaine Stead 👏,4,"When venture capital investor Elaine Stead came under sustained attack from a gossip columnist, she felt there was only one way out: she would take on her tormentor. In the wake of the successful defamation case that transfixed the tech and business world, she talks to David Swan. #venturecapital #defamation",1,Southstart,11mo,2022-06-07
It's great to see so many familiar faces on this list.. making waves right here in Aus!,8,"These tech superstars have worked with over 150 start-ups with a collective portfolio value of more than $1 billion, and they’re only just getting started. Startmate # #startup #tech #innovation",1,Southstart,10mo,2022-06-07
"The International Space University Adelaide Conference is returning this Feb, outlining the most important space issue of our time: Space Junk and Overcrowding of the Skies!  🔭 🛰  🪐 bit.ly/3gcCGfS",0,"ISU Adelaide Conference on #SpaceJunk and Overcrowding of the Skies 4-5 February ONLINE, students sign-up for FREE#spacetech #spaceindustry #spacenews #SpaceSustainability #SpaceX #Starlink #JoinUsToday 🌏 🏡 🌲 🌴 🌻 🙏Thank you to Astroscale Amazon Web Services (AWS)South Australian Space Industry Centre SpaceTec Partners Stone & Chalk French Embassy in Australia for partnering with us to draw attention to the most important space issue of our time. #goosebumps -> sign up here https://lnkd.in/g8kUfbu7",1,Southstart,4mo,2022-06-07
"We're humbled to have played a role in supporting Australia's (Succesful!!) bid to host the 2023 Global Entrepreneurship Congress. If you are interested in joining the upcoming delegation to Riyadh this March, register for the Q&A Briefing Session below:https://lnkd.in/g8FYGYYh",9,"The Global Entrepreneurship Congress is coming to Australia in 2023! To prepare, we are inviting innovators, leaders, and entrepreneurs to consider joining us in March for GEC Riyadh 2022.I attended GEC 2019 in Bahrain. It was pivotal in my professional and personal journey. The value I have received far exceeds the investment made. I expect others who are involved in innovation or entrepreneurship in Australia who take advantage of the opportunity to share a similar experience. If you are interested or just want to know more, register for an information session and Q&A this Thursday at noon, Brisbane time. Links in the article.  Thank you so much to the many who supported the nation-wide collaborative bid process, including Mark Gustowski Philippe Ceulen Adam Mostogl Maxine Sherrin Wayne G. Laura Thurlow Petr Adámek Paula Taylor Andrew Lanigan Leslie Delaforce Katie Liddicoat 🌱 Judy Anderson-Firth Phil Callaghan Cindy-Lee Bakos Renee Whelan George Hedon, Enabler of Awesome, Pause Fest and Awards Judy Halliday Lea Diffey Pauline Fetaui Rohan A. Kate Cornick Chandra Sundareswaran",1,Southstart,5mo,2022-06-07
"Are you a talented project manager, with 2-3 days a week to spare between Dec & March? Let's chat! hello@southstart.co",4,"Last night, _SOUTHSTART gathered a group of program managers & talent recruiters, to explore how we align forces to address the skills shortage in SA - with a lense on the technology sector. Ideas flowed, intentions aligned, and action-focused conversations arose.  But why am I sharing this post? Well, we understand that collaboration grows through an evolving web... and many people weren't in the room who could/should be. So if this is a conversation that you can contribute to, let us know here:  https://lnkd.in/ghPYiff4I'm also on the hunt for a talented project manager who likes to run fast, lean & creatively - and wants to grow with this conversation. If that's you, please reach out.Watch this space. Alison Lloydd-Wright Kayla Johnson Department of the Premier and Cabinet, Government of South Australia Jade Henschke David Slama Business SA, Bruce Djite Peta St Clair CPM Committee for Adelaide Showcase SA Mitch Pinnegar Sine - A Honeywell company Phil Williams Tic:Toc Sophia Siegele Chamonix IT Solutions Hatch Creations Christopher Kirk Stuart Austin Stone & Chalk Ben Kirchner Adelaide Economic Development Agency Bridget Johns Showcase SA Max MasonVid: Founder & Investor Dinner, 2020. Shot + edited by Solomon Scopazzi.",1,Southstart,6mo,2022-06-07
none,6,It’s an absolute joy to work alongside the problem solvers and possible people building Adelaide”s entrepreneurial ecosystem. Last night we celebrated the end of 2021 with the Stone & Chalk crew delivering their grooves at _SOUTHSTART #merrymixmas Congratulations to Craig Swann and DANIELLE SEYMOUR for uniting our community yet again. Love your work! #community #impactinvesting #femalefounders #entrepreneurs #startuplife #adelaide #adelaidebusiness,1,Southstart,6mo,2022-06-07
none,1,"Nothing like a brilliant challenge for the #Radelaide #SouthAustralian Startup, Investment and Impact community for 2022…SA has led the way before… let’s show the world how it’s done! Moira Were AM and Louise Vidal (Nobes) .. showing us all it’s possible and setting the challenge 🙌🌟All good things happen at _SOUTHSTART #mixmasparty #impact #equity #inclusion #diversity #aplaceforeveryoneDANIELLE SEYMOUR Craig Swann Josh Garratt Amy Orange Vicki Saunders (She/Her) SheEO™  Judy Halliday Andrew Nunn Andre Eikmeier Marion VIGOT Stone & Chalk",1,Southstart,6mo,2022-06-07
A big congratulations to our friends on the delivery of such a wonderful experience for our startup community. Here’s to 2022! Join the spark collective today: https://lnkd.in/gNRNVMF,2,"We draw the final curtain on another year and we want to say THANK YOU 💡✨⚡️⚡️100+ events ⚡️6500+ registrations ⚡️20,000+ interactions on socials ⚡️Many many emails ⚡️Many many many LAUGHS 😝 🥁🥁🥁🥁It’s all because of you, this amazing community and more importantly meeting and supporting new founders into our family. We may draw a close on Spark Fest 2021, however it’s not over, with the launch of Spark Collective a membership scheme for service providers, hubs, incubators, accelerators, big corporates and SMEs anyone in the business of helping Aussie startups grow and prosper.This membership gives you the opportunity to promote your events & activities to a wider audience, support Spark Festival, and be part of the grassroots, independent network for people growing Australia's startup ecosystem.Let me know if you’ve got any questions at all, and check out the ‘Rockets’ and ‘Sparklers’ who have already joined the collective on our supporter page. [link in the comments]WE LOVE YOU ALL and we have already started counting down the days to see you all next year for another slam dunk. ❤️⚡️ - Maxine#SparkFestivalAU2021 #SparkFestAU #LightYourSpark",1,Southstart,7mo,2022-06-07
Thank you Gilmour Space Technologies for having us! Always a pleasure to catch up with the team.We look forward to the next steps ! 🚀 🛰 #australianspace,36,"Great to have our customer Space Machines Company visit us in QLD last month. We’re looking forward to integrating their prototype in-space orbital transport vehicle #Optimus on our #Eris launch vehicle, and then launching it from an Australian launch site at #Bowen later this year. 🚀🛰#fullstack #sovereign #accesstospace 🇦🇺",1,Space Machines Company Pty Ltd.,1w,2022-06-07
Thank you Torsten Kriening for featuring our Optimus platform #OTV and upcoming SpaceX launch. SpaceWatch.Global is an unmissable digital magazine and portal for those interested in #space and the far-reaching impact that space developments have.,18,"Space Machines secures launch services  deal with SpaceXAustralian in-space transportation and logistics startup Space Machines Company (SMC), announced it has secured SpaceX as a launch provider to carry its Optimus Orbital Transfer Vehicle (OTV) to space as part of its April 2023 rideshare mission.BAE Systems Lockheed Martin #NewSat #OptimusOrbitalTransferVehicle #OTV #RedarcElectronics SITAEL Australia Space Machines Company SpaceX Thales Alenia Space Helene Baron",1,Space Machines Company Pty Ltd.,2w,2022-06-07
