post,reaction_count,repost,company,post_time,date_retrived
"⚡️ 2 WEEKS TO GO! ⚡️  Get those entrepreneurial juices flowing bright and early with our Scaling For Growth Breakfast Salon, powered by Think & Grow ☕️Join founders of Think & Grow Anthony Sochan and Jonathan Jeffries (JJ) for an intimate and interactive breakfast session filled with inspiring and candid conversations. You’ll share insights and strategies of transforming from startup to scale-up and learn about the hows and the whys of going global 💬 🌏Connect with Anthony and Jonathan and discover how they are helping solve the ever-changing challenges associated with growth! 📈🎟 Tickets are limited, so join us while you can >> https://bit.ly/3ubp2lk#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",12,0,Southstart,3mo,2022-06-07
"Are you joining us at our Impact Summit on 11th March? ✍️This will be an afternoon of exploration and experiential learning as we look to understand how we can improve the state of our collective humanity - both in theory & practice!From the theory to unlocking change to (literally) building your toolkit let’s learn from leading voices in the social enterprise sphere! 🎟️ Session deets & tickets here >>https://bit.ly/33P5itl⚡ Powered by Atlassian Foundation🎤  Featured Speakers >> Sarah Gun, Lauren Black,  Amy Orange, Moira Were AM, Nader Ibrahim, Guy Turnbull, Ingrid Burkett, Louise Vidal (Nobes), Tom Dawkins & Rachel Bertram #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",5,0,Southstart,3mo,2022-06-07
"🚨 DON'T SLEEP ON THIS SPECIAL OFFER 🚨Join our GROWTH ACADEMY on the 9th of March & dive into a host of interactive masterclasses with Startmate, #humanlyagile, Neon Treehouse, General Assembly and #goodproduct 🌟From #marketing, #storytelling, #branding and #product - to #pitching, #investment, #leadership & #culture - there are endless learning opportunities! We have unlocked a special $99 FRENZY super bundle (instead of $150)- so don't miss out...use code: 99FRENZY at checkout! 🎟️  Get Tickets >> https://bit.ly/3r4c07r ⚡ Powered by Stone & Chalk🎤 Featured speakers >> Lauren Capelin, Joshua White, Jamie Pride, Theo Naicker, Sebastian Thiele, Ben Colley & Nicole Hatherly 🚀 #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",10,0,Southstart,3mo,2022-06-07
"Joining #SOUTHSTART22 is CEO and Co-Founder of VentureCrowd and former PWC partner, Steven Maarbani 📣VentureCrowd is Australia's first multi-asset class equity crowdfunding platform, with over 64,000 members and $190M in raised revenue for various purpose-driven projects.Steven specialises in venture capital funds management and has advised on the establishment of many of Australia's leading venture capital funds.Connect with Steven at the Founders and Funders Summit powered by Amazon Web Services (AWS)⚡️ Don’t pass up this opportunity, purchase tickets  >> https://bit.ly/35rZ8jc#SOUTHSTART #SOUTHSTART22 #STARTUPADL #STARTUPAUS #REVIVAL",3,0,Southstart,3mo,2022-06-07
"Co-founder of Tribe Global Ventures, Aaron Birkby is joining us this March 📣As a human transformation architect at Tribe Global, Aaron delivers programs to amplify impact and strengthen leadership skills, working closely with scale-up founders as well as global giants like Google, YouTube and Novartis.Aaron is also an Entrepreneur in Residence at the Queensland University of Technology and was previously named Entrepreneur of the Year in 2016 after successfully building multiple technology companies.Adding to his list of impressive achievements, Aaron has also led 17 trade missions to Silicon Valley, Israel, Germany and the UK and remains a passionate contributor to the Australian innovation ecosystem.Connect with Aaron at the State of Startup Event powered by Blackbird ⚡️Lock in your spot & purchase tickets >> https://bit.ly/3IFlRGH#SOUTHSTART #SOUTHSTART22 #STARTUPADL #STARTUPAUS #REVIVAL",0,0,Southstart,3mo,2022-06-07
"Shoutout to our Media Partners who are helping us bring REVIVAL to life ✨The wait is almost up...and we can’t wait to share this festival with you all! If you haven’t saved yourself a seat then what are you waiting for ?!? >> https://bit.ly/3ghdSni🤝  Media Partners >> Digital Noir, Neon Treehouse, Michele D'Aloia, #CityGuide & Rhianna Dickson",6,0,Southstart,3mo,2022-06-07
"Learn how to create sustainable, impactful growth at our Social Capital Breakfast Salon ☕Join us as we deep dive into the hows, whys and what of social capital for entrepreneurs over a morning croissant! Through conversations, connection & exploration - come and explore what your next steps are...or could be.🎟️  Get your tickets >> https://bit.ly/3r4uk0k⚡ Powered by SBE Australia 🎤 Featured Speakers >> ⚡️ Jeanette Cheah, Paul Edginton, Sarah Curtis-Fawley, Susan Evans & Felicity Hamilton#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",3,0,Southstart,3mo,2022-06-07
"⌛ ONLY 2 HOURS LEFT TO GET YOUR _SOUTHSTART REVIVAL TICKETS ⌛It’s down to the wire, don’t miss out on this epic three day experience!!!!Get your tickets >> https://bit.ly/3ghdSni#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",2,0,Southstart,3mo,2022-06-07
"Speaking at this year’s Founders and Funders Summit powered by Amazon Web Services (AWS) is Kylie Frazer! 📣She is co-founder and partner of Flying Fox Ventures, an early-stage investment firm supporting Australian and New Zealand founders with global ambition.Passionate about introducing more investors to the joys of early stage tech investing, Kylie is a regular contributor at Australia’s leading investor education providers: Wade Institute’s VC Catalyst; The Australian Graduate School of Management’s Angel Education Program and Airtree Ventures’ Explorer Program.Kylie will be speaking to founders and investors about alternate ways of funding and growing start-ups, whether the rules for who can and can’t invest should be reconsidered, and how we can broaden access to capital.For those attending the event next Thursday - we’ll see you there!#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",5,0,Southstart,3mo,2022-06-07
"The incredible Sarah Gun, Co-Founder of Collab4Good and Founder of GOGO Events Pty Ltd joins us this March! 📣Sarah is an international award-winning innovator for setting new standards for socially and environmentally sustainable events in South Australia. ⭐️  Her entrepreneurial spirit, tenacity and desire to match innovation with social impact have made Sarah a social enterprise leader across the country.🎟  Catch her at our Impact Summit Powered by Atlassian Foundation >> https://bit.ly/33P5itl#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",131,0,Southstart,3mo,2022-06-07
"Have you asked your loved ones, colleagues, friends and acquaintances if they're ok lately? While R U OK? Day happens once a year, we're hoping it sparks people to do more listening, encouraging action and checking in, especially in challenging times like these 💛Resources for #ruokday2021 are more accessible than ever, with translations into multiple languages and specific material to support demographics and communities at risk.",3,0,Southstart,9mo,2022-06-07
"🚨 Ticket sales CLOSE in 22 hours🚨We’ve opened up a few more spots at some of our events...so check it out!!!We’re not kidding, the countdown is on and we want to see YOU there.🎟️  Tickets here >> https://bit.ly/3ghdSni#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",6,0,Southstart,3mo,2022-06-07
"⭐️ Overcome proximity and create an empowering remote work experience! ⭐️With over 20 years of experience in the tech industry, join Emma Pudney for this session at DVLPR DAY powered by Sine - A Honeywell company⚡️Emma has created and driven teams to deploy and build web platforms at scale. Drawing on this experience, Emma will explore how to overcome the challenges of creating a truly empowering remote work experience. Will you join us?🎟  Get your tickets >> https://bit.ly/3H5dnIL#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",1,0,Southstart,3mo,2022-06-07
"Judy Halliday, Chief Operating Officer at the Office of the SA Chief Entrepreneur, is coming to #SOUTHSTART2022! 🎉 Judy is responsible for supporting the Chief Entrepreneur and the Entrepreneurship Advisory Board, as well as delivering on the Government’s commitment to growing entrepreneurship and supporting startup and scale up businesses in South Australia.Judy has more than 25 years’ executive and management experience in entrepreneurship and innovation as an inventor, founder, investor, academic, and industry professional in the private and public sectors.Don't miss Judy at the Founders & Funders Summit powered by Amazon Web Services (AWS).🎟 Ticket sales closed. #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",16,0,Southstart,3mo,2022-06-07
"Head of Government Relations & Advocacy at Stone & Chalk Jed Horner, PhD joins our epic speaker lineup for #SOUTHSTART2022! ✨Jed's experience spans successful advocacy for law reform, policy development in innovative areas, research and analysis, governance and management (companies, NGO Boards, and programs) and media management (proactive and reactive, global and local)! ⚡️Catch Jed at FUTURE SHOCK powered by RAA. 🎟 Ticket sales closed#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",108,0,Southstart,3mo,2022-06-07
"Principal at Blackbird, Tom Humphrey is coming to #SOUTHSTART2022 👋Tom is an investor with Blackbird Ventures, a venture capital fund supercharging Australia and New Zealand's most ambitious founders.Tom started his career as a management consultant with Booz & Company. In 2010, he joined an e-commerce startup, OurDeal, as COO and helped to rapidly scale the company to 80 FTEs and an exit to News Corp over 12 months. Since then, he has been a part of investment journeys headed in San Francisco and Denver, USA.Join Tom at our Founders & Funders Summit, powered by Amazon Web Services (AWS).🎟  Join the waitlist >> https://bit.ly/35rZ8jc#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,4mo,2022-06-07
🚨 1 HOUR LEFT TO GET YOUR TIX!!! DON’T MISS OUT 🚨You know what to do >> https://bit.ly/3ghdSni#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS,4,0,Southstart,3mo,2022-06-07
"Jindou Lee, CEO and co-founder of HappyCo is joining the speaker lineup at #SOUTHSTART22 📣 Jindou and his team at HappyCo builds mobile and cloud solutions to enable real-time property operations. Prior to this role, he worked at Midway Games where he led the UI team to work on classic titles such as Mortal Kombat, Gauntlet and Dukes of Hazzard. 🔥Want to bond with Jindou over your love for tech? 📱Catch him at our State of the Startup powered by Blackbird >> https://bit.ly/3IFlRGH#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",158,0,Southstart,3mo,2022-06-07
"Joining us this March is Wine Architect and business owner, Natasha Mooney! 📣Natasha started winemaking in Australia and began travelled around the world as a consultant before settling down in the Adelaide Hills and Barossa Valley regions🍷She now has her own vineyard in the village of Greenock on the mighty Western ridge of the Barossa. Being continually affected by climate, politics and natural disasters, Natasha believes that diversity has been one of the keys to running her successful business. 🌏#SOUTHSTART #SOUTHSTART22 #STARTUPADL #STARTUPAUS #REVIVAL",1,0,Southstart,3mo,2022-06-07
"Joining the speaker lineup this March is FinTech innovator, Shantell Williams! 📣 Shantell is passionate about building team capability and scaling businesses through technology, with an outstanding track record in IT scale-ups and software development.Shantell joined Tic:Toc as CTO in July last year to lead the company’s technology delivery function, driving a rapid scaling programme built on Tic:Toc’s technical vision and its proprietary Al-based lending platform. Connect with her at our DVLPR DAY powered by Sine - A Honeywell company ⚡️ 🎟  Get your tickets >> https://bit.ly/3H5dnIL #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",13,0,Southstart,3mo,2022-06-07
"Joining the speaker lineup this March is...Rachel Bertram! 📣Rachel is a social impact and evaluation specialist based at the University of Technology Sydney. She is also the co-founder and manager of the Social Impact Toolbox – a project aimed at democratising access to social impact measurement, education and resources. Rachel’s outstanding contributions were recognised when she was awarded the Mark Lyons Award for excellence in Not-for-Profit and Social Enterprise Management + Order of Australia Certificate of Commendation. ⭐️Connect with Rachel at our Impact Summit powered by Atlassian ⚡️ 🎟  Get your tickets >> https://bit.ly/33P5itl#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,3mo,2022-06-07
"Director of MOD, Dr Kristin Alford is coming to #SOUTHSTART22! 📣 Dr Kristin Alford is a globally recognised futurist and the inaugural Director of MOD., an award-winning future-focused museum at the University of South Australia. She is committed to several senior advisory roles that further the pursuit of science, art, learning and foresight. From a mixed background that includes post-graduate qualifications in engineering and strategic foresight experience in sectors such as mining, aviation, agriculture, education and emerging technologies, Kristin actively works across a range of sectors to help people create sustainable, prosperous, and equitable futures.Come along and re-enter a state of Future Shock powered by RAA ⚡️ 🎟  Get your tickets >> https://bit.ly/3AAvxiY#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,3mo,2022-06-07
"2020 Young Citizen of the Year Recipient, Monu Chamlagai, will be at #SOUTHSTART22 📣 Born and raised in a Bhutanese refugee camp in Nepal, Monu came to Australia in 2011. She is currently studying for her honours degree in Psychology at the University of Adelaide.In 2020 Monu was the recipient of the Young Citizen of the Year Award + the Channel 7’s Young Achievers Award, both for her service in the community 💫 Meet the amazing Monu at our Bright Ideas Summit, as she inspires the next generation of leaders.💡🎟  Save your virtual spot >> https://bit.ly/3KGAhs5⚡️ Powered by Future Anything. #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,3mo,2022-06-07
"Explore the opportunities of a digitally entangled future! 📱Join us for a number of mind-blowing immersive sessions that delve into the Solarian Myth, what our planet will look like in 2050, the world of quantum computing, the future with tech, and the ownership in the metaverse! 🪐🎟️  Get your tickets >> https://bit.ly/3AAvxiY⚡ Powered by RAA🎤 Featured speakers Alison Kershaw Anna El Tahchy Anton Andreacchio Caroline McMillen Phil Morle Michelle Price Tegan Nock Kristin Alford Mick Liubinskas Michael Biercuk Peter Siebels #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",8,0,Southstart,3mo,2022-06-07
"Joining us this March is business, operations and people enthusiast...Shelley Cox! 📣 Shelley identified the need for a collaborative space for the region’s freelancers and small businesses and so the co-working solution of Workspace Barossa was born in July 2019. Since then, Workspace Barossa has fostered Barossa’s entrepreneur ecosystem, reaching 90% capacity, with 48 members and servicing over 100 businesses within & surrounding the region.Her mission is to help consolidate costs and minimise risks for product-based businesses! ⭐️#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",3,0,Southstart,3mo,2022-06-07
"Joining the speaker lineup this March is Sebastian Thiele 📣Sebastian is currently a Product Director at HappyCo. He has held product management and product design roles in fintech, enterprise SaaS, media-tech, and telecommunications. ⭐️He is a strong supporter of tech communities! Sebastian is also co-founder of the Sydney DesignOps Meetup and Adelaide’s first community for Product Managers- GOOD Product- and has mentored startups around the world sharing his passion for product and design craft. 🔥🎟  Don’t miss Sebastian at our Growth Academy >> ⚡ Powered by Stone & Chalk#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",48,0,Southstart,3mo,2022-06-07
"Program Manager at SBE Australia Sarah Curtis-Fawley will be bringing her passion for female entrepreneurship to #SOUTHSTART22 📣Following a successful career in government policy and research, Sarah founded and scaled a specialty food manufacturing and hospitality company in the US, which was acquired by investors in 2018. ⭐️  Sarah believes that entrepreneurs can change the world for the better through innovation.🎟  Connect, share and exchange stories with Sarah at this year's Social Capital Breakfast Salon powered by SBE Australia >> https://bit.ly/3r4uk0k#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",67,0,Southstart,3mo,2022-06-07
"Nicole Dyson, Founder and Director of Future Anything returns to #SOUTHSTART22 this March ⭐Once referred to as having 'super hype hair' by a fourteen-year-old workshop participant, Nicole is a globally recognised expert in project-based learning and student entrepreneurship. Nicole is also the founder of YouthX, Australia’s first purpose-built accelerator program for school-aged entrepreneurs! ⭐️With a passion for youth-led ideas, Nicole believes students will shape the future and this is why she has dedicated herself to providing students (and their educators) with the support needed to take learning outside of the classroom. Catch her at this year's Bright Ideas Summit powered by Future Anything  ⚡️#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",2,0,Southstart,3mo,2022-06-07
"Adam Gilmour, Founder & CEO of Gilmour Space Technologies is joining us this March 📣Adam specialises in the development of small, low-cost rockets purpose-built for today’s small satellites.Curious about space tech? 🚀 🛰  Hear Adam speak at our State of the Startup event powered by Blackbird. ⚡️ 🎟  Get your tickets >> https://bit.ly/3IFlRGH #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,3mo,2022-06-07
"⭐  Humans, Meet (and become friends with) Technology ⭐As CTO of FinTech startup Tic:Toc, Shantell is leading the company's technology delivery function, driving a rapid scaling programme built on Tic:Toc’s technical vision and its proprietary AI-based lending platform. With a host of other leadership roles like VP: Software Development behind her belt, Shantell will draw on her knowledge to dive into the intersection between humanity and technology - and how to navigate through the soft & hard skills required to embrace an exponential future.💫Connect with Shantell Williams at our DVLPR DAY powered by Sine - A Honeywell company ⚡️🎟  Get your tickets >> https://bit.ly/3H5dnIL#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,3mo,2022-06-07
"Joining the speaker lineup is Emma Pudney, CTO at Rackspace Technology 📣Emma is a tech superstar who has over 20 years worth of experience in the industry! She has built and driven teams to deploy and support at scale web platforms, build cloud management software (back before cloud in Australia was a even thing) and provide cloud consulting to some of Australia’s largest organisations. 💫Emma created and locally developed Rackspace Technology’s Service Blocks™  which offered organisations around the world a new way of consuming cloud services for better ROI and less wastage ☁️She was recognised for her innovation when awarded the ARN Women in ICT, Winner Innovation, 2019.Connect with Emma at our DVLPR Day powered by Sine - A Honeywell company >> https://bit.ly/3H5dnIL#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",1,0,Southstart,4mo,2022-06-07
"Shoutout to our Impact Partners for helping us create the _SOUTHSTART REVIVAL magic ✨The festival kicks off in less than a week, so get ready to immerse yourself in the world of the startup community. We can’t wait to see you there 🎉. Impact Partners >> Adelaide Economic Development Agency, Collab4Good, Startmate, #RegionalDevelopmentAustralia, SBE Australia, Innovation Bay, General Assembly, Artesian (Alternative Investments), Future Anything, ThincLab, Main Sequence #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",20,0,Southstart,3mo,2022-06-07
"Raise your hand if you live and breathe startups? ✋  Powered by Blackbird, join us in a lively discourse with top startup ecosystem voices from across Australia! We’ll take stock and discuss the challenge of navigating the shifting ground and tectonic shifts of building and scaling opportunities in the face of the unknown - not alone, but together. A celebration of Australian exceptionalism in the face of our only constant element - CHANGE. 🌏Will we see you there? 🎟️ Get your tickets (limited!) >> https://bit.ly/3IFlRGH⚡ Powered by Blackbird🎤 Featured speakers >> Holly Cardew, Aaron Birkby, Chad Renando, Julie Trell,  Ajay Prakash, Lauren Capelin, Phoebe Gardner, Michael Tolo, Adam Gilmour, Michael Bromley, Simon Thomsen, Jason Atkins & Jindou Lee.#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPAUS #STARTUPADL",25,0,Southstart,4mo,2022-06-07
"Tom Dawkins, Co-Founder and CEO of StartSomeGood is joining us this March! 📣StartSomeGood is a social enterprise helping people design, launch and grow social impact businesses and projects. Tom was previously the founder of youth non-profit Vibewire, first Digital Communications Director for Ashoka in Washington DC, and the founding Director of the Australian Changemakers Festival.Tom has created dance parties and film festivals, conferences and co-working spaces, fundraising platforms and Burning Man theme camps! 🎉  He has spoken at numerous global events including SXSW, SOCAP, Purpose, Progress and The Social Enterprise World Forum and has worked with nonprofits, social enterprises and major corporates to better refine their purpose, communicate their story and build their community.Tom is ready to share his knowledge at our Impact Summit powered by Atlassian ⚡️🎟  Get your tickets >> https://bit.ly/33P5itl #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",3,0,Southstart,3mo,2022-06-07
"Joining the speaker lineup this year is Lead Technologist at Code Like a Girl, Sarah Brown! 📣Sarah has worked as a web developer over the past decade on projects ranging from simple sites to large SaaS platforms. She is now a Lead Technologist at Code Like a Girl and is working to develop software products for the CLG team and community including an online learning platform that delivers coding education in languages like Python, JavaScript and C#. ⭐️Sarah is passionate about making space for others with diverse backgrounds and empowering them to learn technical skills as a means to amplify their social impact!Connect with Sarah at DVLPR DAY powered by Sine - A Honeywell company ⚡️🎟  Get your tickets >> https://bit.ly/3H5dnIL#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",10,0,Southstart,3mo,2022-06-07
"Joining us for _SOUTHSTART 2022 is Phoebe Gardner, Co-founder and CEO of Bardee 📣Phoebe is helping reshape the global food system by transforming food waste into protein and fertiliser with insects. 🐜  The Bardee Melbourne facility can divert up to ten tons of food waste from landfills per day - an Olympic swimming pool of food waste every month. 🌏 Catch her at the State of The Startup powered by Blackbird 🎟  Get your tickets >> https://bit.ly/3IFlRGH#SOUTSHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",1,0,Southstart,3mo,2022-06-07
"Nicole Hatherly 🚀, Founder & Director of Brand True North is joining us this March 📣Nicole has over 28 years worth of experience delivering award-winning brand and growth strategies for global brands, entrepreneurs, business leaders, and thought leaders.She has successfully built iconic brands such as Commonwealth Bank, CommSec, Subaru, Foxtel, JCPenney, Acer and Leo Burnett before launching her own Brand Design Agency – Brand True North!With a focus now firmly on creating impact for entrepreneurs, experts and executives in her unique Brand Your Way Method, Nicole leverages valuable brand strategies to position professional experts by helping align their vision, articulate their value, and amplify their voice to create impact and legacy.Want to learn how to master your personal x professional brand?Don’t miss Nicole’s masterclass at our Growth Academy!🎟️. Get your tickets (limited!) >> https://bit.ly/3r4c07r⚡ Powered by Stone & Chalk#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,4mo,2022-06-07
"⚡️ Jeanette Cheah, Founder & CEO of HEX is coming back to #SOUTHSTART22! 📣Jeanette is globally in-demand corporate keynote speaker and panelist! Jeanette has represented Australia at the G20 Young Entrepreneurs Alliance in Argentina, was a Telstra Business Women’s Awards finalist, and in 2021 was named a 40 Under 40 Most Influential Asian-Australian and category winner for Entrepreneurship! ✨Want to connect with Jeanette? Then catch her over coffee at our Social Capital Breakfast Salon powered by SBE Australia >> https://bit.ly/3r4uk0k#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",4,0,Southstart,4mo,2022-06-07
"Joining us at #SOUTHSTART2022 is Tegan Nock from Loam Bio 🙌What started as a career in beef and grains farming has evolved to the co-founder and CPO of a biotech startup. With a team of talented microbiologists, soil scientists and agronomists, Tegan is harnessing the power of the microbial world to develop new carbon sequestration technology for farmers to use in agricultural soils. 🌾She is dedicated to providing the tools for farmers to build and monetise natural assets, creating value in the paddock and driving impact at a global scale.Catch Tegan at Future Shock 👉  powered by RAA. Get your tickets here >> https://bit.ly/3AAvxiY#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",34,0,Southstart,4mo,2022-06-07
"⭐️  Master your personal x professional brand ⭐️ Join Global Brand Strategist Nicole Hatherly 🚀  as she guides you through the process of positioning your brand value for a maximum impact. Over the course of the afternoon you’ll learn how to build a meaningful brand and how a powerful profile connects, influences and inspires. 💫Don’t miss this immersive session at our Growth Academy Event powered by Stone & Chalk ⚡️ 🎟  Get tickets >> https://bit.ly/3r4c07r#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPAUS #STARTUPADL",0,0,Southstart,4mo,2022-06-07
"⭐️  Pitch Perfect - Everything you’ve ever wanted to know about creating your first investor deck ⭐️ When Kicking off the fundraising process, a well structured pitch deck does a lot of the heavy lifting to attract investor attention. Knowing what to highlight and what to leave on the cutting room floor can make all the difference. In this session Lauren Capelin will share how to craft a solid pitch, give insight into what investors are looking for and raise some of the more common red flags 🚩Have your pens at the ready and don’t miss this session at our Growth Academy.🎟  Get your tickets >> https://bit.ly/3r4c07r⚡️  Powered by Stone & Chalk#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPAUS #STARTUPADL",4,0,Southstart,4mo,2022-06-07
"⭐️  Turn heads and change minds! Know what it takes to dominate Digital in 2022  ⭐️ In the prehistoric days, ads on facebook - no matter how bad they were - could translate to sales so long as they were technically correct. In 2022, that's clearly not the case anymore... In this session we will be diving deep into the technical requirements to running effective ads and dressing your message in a way that will turn heads (lots of them)! 🚨 Calling all marketers, brand owners, and everyone with an ad account! Save yourself a seat and learn how to dominate digital with Joshua White! ✍🏼🎟  Get your tickets >> https://bit.ly/3r4c07r⚡️ Powered by Stone & Chalk #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPAUS #STARTUPADL",6,0,Southstart,4mo,2022-06-07
"CEO of Climate Salad, Mick Liubinskas will be joining us this March! 📣 Mick has helped build 100’s of technology companies with Pollenizer, Startmate, muru-D and Austrade.  He co-founded Climate Salad to help scale climate tech startups and help the world get to and beyond net-zero carbon emissions by 2050.Join Mick at Future Shock Powered by RAA as we explore our digitally entangled future! 🎟  Get your tickets >> https://bit.ly/3AAvxiY#SOUTHSTART #SOUTHSTART22 #STARTUPADL #STARTUPAUS #REVIVAL",0,0,Southstart,3mo,2022-06-07
"Who’s coming for a feed at our supper party? 🍝There is no greater way than breaking bread with friends old and new while sharing stories on successes, failures and flaming visions in the startup community 🔥With great food travelling the room, overheard snippets of conversations on space travel, the web, technology and humanity, what’s not to enjoy? ⭐️We can't wait to see you soon! #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",1,0,Southstart,3mo,2022-06-07
"Joining us this March is Tic:Toc Product Manager and Good Product co-founder, Theo Naicker 📣 From customer facing roles and running Operations to autonomous vehicle Agritech at Fiat, and Fintech at Commbank, Theo discovered the value of asking ‘Why?’ ❓This moved him towards Products where he found the sweet spot of connecting the ‘why’ for an organisation, their employees, and their customers.Theo will run the masterclass “Part Art, Part Science, Lot’s of humans. What is product Management?” at our Growth Academy.🎟  Get your tickets >> https://bit.ly/3r4c07r⚡️ Powered by Stone & Chalk #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPAUS #STARTUPAD",6,0,Southstart,4mo,2022-06-07
"Joining the speaker lineup is founder and CEO of Alyra Biotech Pty Ltd, Associate Professor Susan Evans 📣She's is a gynaecologist, pain physician and lifetime believer in the abilities of women! Fostering equal opportunity for women takes many forms, and her life focus has been in the management of female predominant neuroimmune conditions such as pelvic pain, endometriosis, chronic fatigue and central pain sensitisation.  👩 Not to mention, she is a Member of Australia’s National Action Plan for Endometriosis Advisory Group + has co-developed the school program PPEPTalk, which educates and supports students who experience pelvic pain and endometriosis. Don’t miss her at our Social Capital Breakfast Salon powered by SBE Australia >> https://bit.ly/3r4uk0k#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS",0,0,Southstart,4mo,2022-06-07
"⚡️ 2 WEEKS TO GO! ⚡️  Spicing up #SOUTHSTART22 is our new program DVLPR DAY, powered by Sine - A Honeywell company ⚡️The program is a half-day experience that strives to connect developers and technology-minded individuals to the trends, tools and stories of scaling both technology and team.Connect and learn from experienced and war-torn CTOs and developers from across the country and as they guide you through the growing pains, tips and tricks and the larger overarching lifestyle and philosophy of a coded reality 💻🎤 Keep your eyes peeled for our incredible speakers >> Dale Brett, Yann Frizenschaf, Lachlan Harris,  Matt Bauerochse 🧢 Sarah Brown, Lyndsey Jackson, Emma Pudney & Shantell WilliamsWe will see you there? 🎟 Tickets are still available >> https://bit.ly/3H5dnIL#SOUTHSTART #SOUTHSTART #REVIVAL #STARTUPADL #STARTUPAUS",8,0,Southstart,3mo,2022-06-07
"Joining us at #SOUTHSTART22 is Michelle Price, CEO of AustCyber - The Australian Cyber Security Growth Network Ltd! 📣Did you know Michelle was the first Senior Adviser for Cyber Security at the National Security College at The Australian National University? She has held various strategy and risk management roles across the Australian Government, including at the Department of the Prime Minister and Cabinet (PM&C), where she was instrumental in the delivery of the Government’s 2015 Cyber Security Review and 2016 Cyber Security Strategy! She's a champion of Australia’s cyber security sector enabling all Australian organisations to grow and take advantage of the cyber world! 🌎Don't miss her at  ⚡️ Future Shock powered by RAA! 🎟 Limited tickets >> https://bit.ly/3AAvxiY#SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPAUS #STARTUPADL",3,0,Southstart,4mo,2022-06-07
