company,post_time,date_retrived,post,reaction_count,repost_text,repost
CORE Innovation Hub,3mo,2022-06-06,Love seeing Auto-mate featured in InvestMETS as a recipient of the 2022 #Hot30 Awards. Check out the full list here: https://lnkd.in/d8x4z-G,2,There are some very smart and innovative technologies supporting a better way of mining. Auto-mate is honoured to be named by #Hot30Awards as one of three finalists in the WA Innovation Award.Read more in the article from InvestMETS below:#innovation #mining #safetyatwork https://lnkd.in/gujrabAr,1
CORE Innovation Hub,2mo,2022-06-06,So good to be back traveling and to have Renu Kannu representing CORE at the Austmine Innovation Roadshow in Newcastle this week.,5,"""Innovation is simply good business' said Frank Fulham, Executive GM Tech Support & Projects from Yancoal Australia Ltd and ""Innovation is not just digital technology, it's also about measuring your carbon footprint and working towards what the future of work looks like"" said Darren Hadfield, Manager of Digital Technology – East Coast, South32. These were just two quotes amongst many, during what was an engaging one-day conference in sunny Newcastle, for the Austmine Innovation Roadshow. There were a combination of case study presentations, panel sessions and tech talks from companies including BHP, Yancoal Australia Ltd, South32, Glencore Coal, Orica, Hexagon Mining, Bengalla Mining Company Pty Limited, ABB, MyPass Global, Dendra Systems and more. A highlight for me was definitely the discussion roundtables where the audience was split into 6 different topic areas based on their role/focus for the business. It was a fantastic opportunity for everyone to contribute and to learn from one another. We then reported back 3 key takeaways from our discussion to the rest of the conference attendees. Great job on facilitating this to ensure it was a seamless process Sheldon Varcoe!Networking (in-person!) is intrinsic to the success of events like this, and it also gave me the opportunity to catch up with some of our partners, and Hot30 companies as part of CORE Innovation Hub including Camila Cáceres Tapia from BHP, Justin Bain from 3ME Technology and Tim Snell from Pitcrew AI. Great to connect with new businesses too - am already looking forward to Austmine 2023 on May 9-11 in Adelaide!",1
CORE Innovation Hub,3mo,2022-06-06,Well done Soft Rigging Solutions! #Hot30Awards,0,"We are very proud & honored to make it onto the CORE Innovation Hub’s Hot 30 awards list. A curated list of technologists and entrepreneurs driving innovation across some of Australia’s most important industries: mining, energy, resources, oil & gas, space and defense. These companies are the next generation of businesses who are successfully developing technology and using innovation to shape the future of their industries.#COREInnovationHub #Hot30Awards CORE Innovation Hub #mining #energy #resources #innovation #inclusión #womeninmining #furtureofmining",1
CORE Innovation Hub,3mo,2022-06-06,Celebrating the #Hot30Awards last night in #Adelaide,6,"Congratulations to the CORE Innovation Hub Hot 30 winners. Also well done to Renee Hakendorf and the team at Core for their tireless efforts to recognise and support #innovation  and #entrepreneurship in mining, energy and resources sectors",1
CORE Innovation Hub,3mo,2022-06-06,A big shout out to For Blue team for their recent grant from the WA Government to further their work on the Blue Gravity Program.,1,"Today the WA State Government announced a grant that adds momentum to the 'Blue Gravity' program for growing local ocean innovations and the state's marine industries.Andrew Outhwaite, For Blue Managing Director and convenor of the alliance said: “Our shared vision is of WA being the leading Blue Economy in the Indian Ocean by 2030. More than economic activity, the vision is includes stewardship of marine ecosystems and good relationships with neighbouring nations. The State’s commitment to supporting the partnership validates the leadership already shown by the cities of Cockburn and Fremantle and adds to the gathering momentum towards that vision.”For interested companies, full details of the services will be released on 1st March 2022 and will include:- up to $10,000 of support for individual ventures,- scholarships to startup incubation programs,- forums to bring connect key leaders, investors and talent,- access to new forms of investment for high-impact ventures. Full details here: https://lnkd.in/gNr4B6Qf and big shout-out to our collaborators on this initiative City of Cockburn City of Fremantle The Hub on SX Impact Seed CORE Innovation Hub CERI - Centre for Entrepreneurial Research and Innovation Fremantle Chamber of Commerce Innovation Cluster Spacecubed #forblue #blueeconomy #oceaninnovation",1
CORE Innovation Hub,3mo,2022-06-06,Exciting update from Unearthed's #ThinkingCriticalChallenge,0,"We would like to welcome Dr Judy Halliday as a judge for Thinking Critical South Australia in collaboration with the Department for Energy and Mining, South Australia!Dr Judy Halliday is the Chief Operating Officer of the Office of the South Australian Chief Entrepreneur in the Department for Innovation and Skills. In this role, she is responsible for supporting the Chief Entrepreneur and the Entrepreneurship Advisory Board, as well as delivering on the Government’s commitment to growing entrepreneurship and supporting start-up and scale-up business in South Australia.  Judy is currently a member of several Advisory Boards and has been a member of venture fund investment committees for the Medical Research Commercialisation Fund and Uniseed.Thank you Judy for sharing your expertise, and for supporting Thinking Critical South Australia.To learn more about Judy and our extraordinary panel of judges, visit https://lnkd.in/gTwARrXkThinking Critical South Australia closes on 28th February 2022. Register now: https://lnkd.in/gv3fgSS7#entrepreneur #startup #scaleup #innovation #skill #southaustralia #growth",1
CORE Innovation Hub,3mo,2022-06-06,A little #Hot30 behind-the-scenes action. See who made the list here: https://lnkd.in/d8x4z-G,4,"The action has not stopped at CORE Innovation Hub in 2022. Last night, we revealed the 30 hottest #innovators across #Australia in the mining, resources and energy sectors - at our 2nd Annual Hot30 Awards. The event was hosted live from the beautiful Ayres House in Adelaide, and was live streamed here in Perth - at an event specially for our Perth #finalist companies, sponsors and special guests. I also got the opportunity to meet and catch up with a number of our finalists a couple of weeks ago at their Hot30 company photoshoot - and captured a couple of behind the scenes shots amongst the fun! We can't wait to see what's in store for all of our finalists in 2022, and a special shout out to our award winners - Diptek, Cheeditha Energy Pty Ltd, Greatcell Energy, GreaseBoss, Wildfire Energy, and 1414 Degrees Ltd!The Awards would not have been possible without the support of our amazing sponsors METS Ignited Australia Ltd Wrays | Intellectual Property Department for Energy and Mining, South Australia Department of Jobs, Tourism, Science and Innovation, Unearthed and Spacecubed. #innovation #hot30 #mining #energy #BTS",1
CORE Innovation Hub,3mo,2022-06-06,"Fantastic to be part of the launch of #BlueGravity yesterday with For Blue and The City of Fremantle.Blue Gravity is a #partnership led by local governments and industry aimed at attracting #investment and talent to innovative #blueeconomy companies and technologies.The blue economy includes food and materials harvested from the sea; robots, software and technology that operate in the ocean; and even new approaches to restoration of kelp forests and coral reefs.",11,"Today the Mayor of City of Cockburn of Fremantle City of Fremantle, Hannah Fitzhardinge launched Blue Gravity, to increase support and investment in marine innovations.Whether you're working on subsea autonomous robots or regenerative seaweed aquaculture, this is open to all new ventures and investors across WA's blue economy: https://lnkd.in/eB_CmmUqThis initiative is unique nationally, with a dozen diverse partners aligned behind the vision of WA being the leading blue economy in the Indian Ocean by 2030, including Department of Jobs, Tourism, Science and Innovation CERI - Centre for Entrepreneurial Research and Innovation Spacecubed CORE Innovation Hub The Hub on SX Impact Seed Innovation Cluster Fremantle Chamber of Commerce #forblue #oceaninnovation #blueeconomy #bluegravity #NewIndustries #xtend",1
CORE Innovation Hub,3mo,2022-06-06,Always an insightful day with the WA Mining Club,0,"A thought-provoking session on the 'market outlook for 2022 and beyond at the WA Mining Club monthly luncheon yesterday, at Optus Stadium. It was great to attend this event with members from CORE Innovation Hub - and a great opportunity to catch up with both familiar and new faces. Nicki Ivory from Deloitte, Liam Twigger from Argonaut Resources NL and Natalia Streltsova covered a range of issues including the role of inflation, labour shortages in the market, the focus on safety and how much the industry has achieved in the last 50 years, the role and pace of technology adoption, as well as the promising results achieved by companies in WA so far - despite challenging market conditions and having to navigate uncertainty.Looking forward to the next one already - thanks for coming along Michelle Rhodes Cameron Edwards 北极熊 Chris Lund Brenton Welford Shane Clark Bernard Cecchele Allan SantosPS. And all three panellists concluded with citing critical minerals as the ones to watch!",1
CORE Innovation Hub,3mo,2022-06-06,"Always amazing to see our CORE members kicking goals and using technology and innovation to shape the future of mining. SafeAI, Inc. #mining #autonomousvehicles #innovation",7,We're excited about the completion of our autonomous haulage proof of concept trial with MACA Ltd. that involved retrofitting and operating a 180 ton Hitachi truck in Western Australia for 6 months. The successful POC has been approved to advance to a wider rollout involving multiple autonomous haul trucks.Check out this coverage from International Mining for additional details and stay tuned for more to come!https://hubs.la/Q014Ly0X0,1
CORE Innovation Hub,4mo,2022-06-06,"""...a multi-billion dollar opportunity exists for Australian governments and industry alike to drive investment in the upstream and downstream critical minerals sectors, especially given that they will forge our economy’s path for generations to come"".Insightful read highlighting the opportunity for #crititicalminerals thanks to our Foundation Partner & Hot 30 Awards sponsor Unearthed and Elizabeth Brookman.",3,"""Australia, you’re standing on it!""Elizabeth Brookman lays out the opportunity for #criticalminerals and the #technology value chain in Australia in this piece in Resources Review.https://lnkd.in/g_ghHHyB",1
CORE Innovation Hub,3mo,2022-06-06,So pleased to be able to welcome Decarbonology to the #Hot30 #innovation #carbonzero,3,"We are thrilled to be a recipient of the Core Innovation Hot 30 Award for 2022. These awards showcase the next generation of businesses who are successfully developing technology and using innovation to shape the future of their industries, today. Sustainability is at the forefront of most businesses and organisations, and we are grateful for the acknowledgement of the role that Decarbonology plays in helping businesses achieve Net Zero Carbon.The CORE Innovation Hub has been incredibly supportive of our business, and we look forward to continuing our success in providing Complete Carbon Reduction Strategies in One Place. https://lnkd.in/gxzxw_Jc #COREInnovationHub #Hot30Awards #netzerocarbon",1
CORE Innovation Hub,3mo,2022-06-06,"Our #Perth space is back in full (covid-safe) swing! We were so excited and grateful to host some of our #members events this week and welcome people back into our space.Check out more great events in Perth, Adelaide and Newman on our website: https://lnkd.in/dsC45T8D#communitycoffee #techtalks #mining #energy #technology",4,"CORE Innovation Hub were thrilled to launch the first 'tech talk' as part of our Tech Talk Tuesdays Series, earlier this week. We were fortunate to be joined by Jean Ferreira from RaptorTech who delivered insightful content on the power of distributed computing using microcontrollers in mining. This series is an interactive, members-only event (monthly) featuring a different mining technology professional each month, discussing innovation and technology within their business and impacts on the broader industry. This content will also be recorded and made available on demand for CORE members - so stay tuned for details! We were also delighted to welcome our newest member Decarbonology to our fortnightly Community Coffee session on Wednesday - an opportunity for CORE members to catch up, connect and learn from one another #community #mining #energy #technology #innovation Fancy checking out CORE Innovation Hub? If you work in the mining, energy and resources sectors, we would be happy to chat through options for co-working, collaboration and more - book your trial day here: https://lnkd.in/gS_zDjvF",1
CORE Innovation Hub,4mo,2022-06-06,"The Thinking Critical Challenge is still on! This exciting initiative will see up to $250,000 in cash prizes awarded and the opportunity to become part of the CORE community, nationally. Find out more below!",2,"The Thinking Critical SA challenge, in partnership with Unearthed, is well underway. We are seeing great submissions come through, but there is still time to be in with a chance of winning part of the $250,000 cash prize and some great support and assistance from our incentive partners. The incentive partners offer our winners great experiences, advice, consultancy and training opportunities.  To see a full list of the prizes, and to find out more about the challenge => https://fal.cn/3luC2",1
CORE Innovation Hub,7mo,2022-06-06,A huge congratulations to #Hot30 winner Genéne Kleppe on her recent inauguration into the South Australian Women's Honour Roll.Genene's work has seen her forge an impressive career in technology across multiple industries and most recently inspire the next generation of young women bringing digital twinning technology into the classroom at St Mary's Girls College in Adelaide.  Well deserved.,8,Genéne Kleppe - congratulations on your inauguration into the South Australian Women's Honour Roll in 2021.Your team at DTA is very proud of you! #femalefounders #femaleleaders #womeninmining #womeninstem #inspirationalwomen #greatboss #crackopenthebubbly #digitaltwin,1
CORE Innovation Hub,7mo,2022-06-06,A great list to get you thinking more about #CriticalMinerals,0,"Interested in Critical Minerals? Want to know more?Listen to these podcasts episodes discussing critical minerals with different representatives of the industry: https://bit.ly/3nrh9n3🎙Australia has among the world’s largest recoverable reserves of the #criticalminerals used in advanced #technologies, such as #renewableenergy, #aerospace, #defence, #automotive and #electricvehicles in particular, #telecommunications and #agri-tech. The Government of South Australia is committed to support critical minerals innovators establish their business through a new Initiative. Watch this space, this might be the opportunity for you!#resources #thinkcritical #SouthAustralia #Sustainability #funding #processing #innovation #support",1
CORE Innovation Hub,7mo,2022-06-06,"Fantastic to have Natalie Carter back in the #Pilbara connecting with local businesses, government and community. Nat is heading up our newest Innovation Hub in #Newman, powered by BHP. FInd out more about the project here: https://lnkd.in/dvC3FMM",2,Thanks Port Hedland Chamber of Commerce Inc for having me along to your business breakfast De Grey Mining Ltd Bronwyn Campbell great presentation with informative content North Regional TAFE always great to know what’s upcoming to spread the word #mining #goldmine #trainingcourses #capabilitybuilding,1
CORE Innovation Hub,7mo,2022-06-06,Brodie McCulloch and Natalie Carter spent some time in #Newman this week and were lucky enough to present at the C-Res Newman Chamber of Commerce and Industry Business After Hours event to share updates and insights on our Newman Hub.,3,"Last night C-Res hosted the Newman Chamber of Commerce and Industry Business After Hours where we spoke to the positive impacts the BHP Local Buying Program was having specifically here in Newman. Grateful to Austmine for joining us to discuss the METS WA Export Hub and BHP Supplier Innovation Program. Thanks to CORE Innovation Hub for providing an update on the Newman METS Hub, powered by BHP and Wirra Hub for attending to bring further awareness to the support they can provide. Thank you to all who attended, there were so many great conversations and what looked to be the beginnings of many potentially successful collaborations!Congratulations to Karen Lou Lockyer for winning the lucky door prize, a $200 voucher to spend at Martumili Artists, to Newman Hotel and Cellarbrations Newman for catering and Sarah Stampfli Serene Bedlam Photography  for the photos a huge thank you to all these proud suppliers within the BHP  Local Buying Program.#localbuyingprogram #mets #newman #connectingpeople #smallbusinessnetworking",1
CORE Innovation Hub,7mo,2022-06-06,"Find out more about our #ThinkingCriticalChallenge partnership with Unearthed and Department for Energy and Mining, South Australia",1,"We are excited to be partnering with CORE Innovation Hub for the Thinking Critical South Australia Challenge! 🤩 🎉CORE is Australia’s first innovation hub specially for the resources and energy industry. They have established a national ecosystem for suppliers, researchers, entrepreneurs and industry to connect and #collaborate on innovative #solutions across #mining, #resources, #energy, #defence and #space sectors. 🤝For more information, check out their website: https://www.corehub.com.auThinking Critical South Australia is a ground-breaking global online crowdsourcing challenge aimed at fostering the growth of a world-class, critical minerals sector in prosperous South Australia. CORE wants to support finalists with #networking opportunities and #connections to kick start their operations. They are offering a comprehensive service including 3 months complimentary access to CORE Innovation Hub, entry into the CORE Welcome Program and access to the supplier directory. Read more here: https://bit.ly/3mWL47xDon't miss out on this opportunity. Register here: https://bit.ly/3weN6Tx#partner #innovation #critialminerals #sustainability #initiative #opportunity #southaustralia",1
CORE Innovation Hub,7mo,2022-06-06,"We are very proud to be partnering with Unearthed and Department for Energy and Mining, South Australia on this exciting new initiative designed to help grow #SouthAustralia's Critical Mineral processing and manufacturing capability.",2,"📣 7 days before the official launch of Thinking Critical South Australia 📣The Department for Energy and Mining, South Australia is investing in the future, growing the state’s critical minerals processing and manufacturing capabilities. Focused on the sector's growth, they want to support the most innovative individuals and companies from across the globe in setting up operations in South Australia to enhance their contribution to the critical minerals sector.If you are in the critical minerals sector, this is the opportunity for you.Come watch the live launch to get information, ideas and insights about this exciting new initiative!Register here: https://bit.ly/3pv7tupThank you to our challenge partners:Hughes PRInternational Mining and Resources Conference (IMARC) Austmine CORE Innovation Hub#resources #mining #efficiency #criticalminerals #thinkingcritical #SouthAustralia #Sustainability #funding #processing #innovation #support #launch",1
CORE Innovation Hub,8mo,2022-06-06,Don't miss the Space Apps Challenge happening this Saturday & Sunday! Register now: https://lnkd.in/gAc_5vNq,0,"#SpaceAppsPerth is this weekend. Wondering what the prizes are for local teams? They include NASA merchandise, JB Hi-Fi vouchers, bluetooth speakers, casual co-working membership at CORE Innovation Hub and more! Of course, you're also eligible to win one of 10 global NASA awards!METS Ignited Australia Ltd, Department of Jobs, Tourism, Science and Innovation, Curtin University, The University of Western Australia #InternationalSpaceCentre, Pawsey Supercomputing Centre, Startup News, Spacecubed, Kool Kreative, CORE Innovation Hub #prizes #spaceapps #space #innovation #STEM #perth #westernaustralia #spaceindustry #spaceappsperth #futureworkforce Australian Space Agency, NASA International Space Apps Challenge",1
CORE Innovation Hub,4mo,2022-06-06,Get to know the amazing #women behind Indigenous Women in Mining and Resources Australia We love to see such a great initiative helping bring more awareness to our #indigenouswomen who are some great things in #mining. Go on! Get behind them!,7,We are IWIMRA 🖤💛❤️💚💙🖤 #iwimra #community #mining #resources #australia #westernaustralia #perth #wamining #indigenous #aboriginal #torresstraitislander #empower #strongwomen,1
CORE Innovation Hub,8mo,2022-06-06,none,0,"The Space Apps Perth 2021 winners were announced today. They all used or were inspired by NASA space data:1st place - Landslide Detection Squad (using forest canopy movement)2nd place - Earth Observers (predicting mental health decline with satellites)3rd place - Astro Hearts (provide critical resources to communities)Landslide Detection Squad advance to the NASA global nominee round.Astro Hearts also won the School Award for Space Apps Perth 2021.Congratulations to our winners and to all of the teams that participated. Find out more about their projects here: https://lnkd.in/gDq-MNUXThank you to our judges Kylah Morrison  MEM  GAICD, James Yuen, Fred Jourdan, Mark Stickells FAICD FAIM, David Gozzard, Charlie Gunningham, Holly Bridgwater & Peter Rossdeutscher.  FAICD. IDP-C (INSEAD).Thanks to our mentors Alan Fenelon, Gareth Dean, Fergus Downey, Chris Andrawes, Rebecca Wheadon, Brendon McAtee, Chayan Chatterjee, Renu Kannu & Conrad Pires.Thanks to the Space Apps Perth team members Renu Kannu, Brendon McAtee, Chayan Chatterjee, Felix King, Ovik Choudhury and Conrad Pires.Finally, a big thank you to our sponsors and partners METS Ignited Australia Ltd, Department of Jobs, Tourism, Science and Innovation, Curtin University, The University of Western Australia #InternationalSpaceCentre, Pawsey Supercomputing Centre, Startup News Kool Kreative, Spacecubed.",1
CORE Innovation Hub,8mo,2022-06-06,Another #AFR #MostInnovativeListing! This time for CORE's Foundation Partner Spacecubed. CORE Co-Founder and Director Brodie McCulloch also heads up Spacecubed. Brodie has built not just an amazing company but also a world-class team that delivers way more than just co-working space. They are committed to building the entrepreneurial ecosystem in Perth and beyond.,2,"Spacecubed is excited to announce our Top 10 Ranking in the property and construction category for The Australian Financial Review Most Innovative Companies in Australia and New Zealand. Congratulations to our amazing team for their passion for doing things differently, as we focus on increasing #innovation throughout #Australia. More than just locally owned and operated #coworking spaces, Spacecubed focuses on putting money back into the important things like actively supporting businesses in WA, upskilling individuals and providing pathways for growth, as well as directly reinvesting in our local ecosystem.We are proud to have been listed on the AFR #mostinnovative2021 List thanks to Inventium and The Australian Financial Review.Brodie McCulloch Ophelie Cutier Chandra Sundareswaran Ashleigh O'Meara Dicey Bergic Kate Kirwin Lauren Quinn Kate Bushell (she/her) Amilia Bakhtiar Holly Keogh Hayley van Waas Shanille Gundry Chris Tan Jordan Sitaram Amandine Trouillet Isidora Apsari Megan Humble Natalie Carter Kate McLaughlin",1
CORE Innovation Hub,10mo,2022-06-06,"National Innovation Hub Lead, Renee Hakendorf is representing CORE over the next two days at Global Maintenance USG (GMUSG) in South Australia's beautiful #Whyalla. Make sure you say hi and catch her speaking tomorrow afternoon on #innovation in #resources.",16,And off we go 🚀 #gmusgexpo2021 #upperspencergulf,1
CORE Innovation Hub,1yr,2022-06-06,#JobOpportunity for a Geotechnical Engineer looking to work across a diverse portfolio. Reach out to MEC Mining to find out more. #engineer #hiring #work #jobs,3,"Looking for a new role? Solidify your portfolio of mining experience across a diverse range of projects with MEC Mining! We are currently seeking a Geotechnical Engineer in both Open Cut and/or Underground. Reporting to the WA Manager of Technical Services, you will work with our Principal Geotechnical Engineer to provide geotechnical support for our clients both locally and internationally.Interested? Apply here? https://lnkd.in/dyXVUMX#joinourteam #WeareMECMining #geotechnicalengineer",1
CORE Innovation Hub,1yr,2022-06-06,"Last week our National Innovation Hub Lead, Renee Hakendorf visited #Newman in WA to meet with industry and business leaders ahead of the launch of our new #regional hub in partnership with BHP. Find out more about the project and register your interest here >> https://lnkd.in/dvC3FMM",3,"Last week I visited #Newman, WA - the first of many trips for our team to the #Pilbara - where CORE Innovation Hub have partnered with BHP to launch a METS Hub. The landscape was amazing, a must see if you get the opportunity. Special thanks to Shanna Stroud, Jessica Barker, Gerry Parsons, Anthony Carroll and Terry Hill for welcoming me.",1
CORE Innovation Hub,1yr,2022-06-06,"Time is running out! Make sure you get your application in for the chance to pitch at the Energy and Mining Technology Investment Summit in Sydney! This is a huge opportunity, open to start ups across the country. Make sure you're in with a chance and apply today. Unearthed Energy Conference Network Mining Innovation Network",2,"5 Reasons to compete for a chance to pitch at the Energy and Mining Technology Investment Summit (#EMTIS21) by Energy Conference Network and Mining Innovation Network in Sydney, Australia!🤝 Connect with customers, investors and other emerging start-ups.👔 Win an exclusive one-on-one meeting with key industry investors.😎 Learn about the industry's latest trends and disruptive innovation.🚨 Your business will be profiled by Unearthed & promoted to our global network of 1000s of industry leaders.Submission date is 30 June, don't miss this chance! The summit and the pitches will take place on 18 and 19 August in Sydney, Australia. http://ow.ly/qUTf50F1HtJ#EMTIS21 #innovationchallenge #decarbonisation #miningandenergy #miningtechnology",1
CORE Innovation Hub,3mo,2022-06-06,"Our #Perth #Hot30 event last week honouring our WA winners. We were very grateful to be able to host this event in Perth - although a lot smaller than originally planned, it was great to celebrate with the 2022 winners. See the full list here: https://lnkd.in/d8x4z-G",2,"Great afternoon yesterday with the CORE Innovation Hub Hot 30 awards celebrating some amazing innovators in the resources and energy sector. Well done to all the category winners and a big thank you to our the award sponsors Department for Energy and Mining, South Australia Department of Jobs, Tourism, Science and Innovation Wrays | Intellectual Property METS Ignited Australia Ltd Unearthed Spacecubed",1
CORE Innovation Hub,1yr,2022-06-06,Are you a founder wanting to raise your profile with global industry leaders and investors?The Energy Conference Network and Mining Innovation Network together with Unearthed are offering five startups the opportunity to pitch to an online and in-person audience at the Energy and Mining Technology Investment Summit in Sydney later this year!Applications are open until June 30 to any startup across the globe with a technology that has the potential to deliver disruptive or significant impact and innovation to the mining and energy sectors.Find out more here: https://bit.ly/3z0Qgv4,2,"💥 Does your start-up deliver disruptive or significant impact and innovation to the mining and energy sectors?Digital transformation in these sectors is driving efficiencies, decarbonisation and profitability. Many of these innovations, ideas and solutions are coming from start-ups and early-stage technology companies. 💪 That's why this is the perfect time to pitch at the Energy and Mining Technology Investment Summit by Energy Conference Network and Mining Innovation Network in Sydney, Australia. Speak to industry leaders, investors, and experts from around the world plus meet potential customers and investors to scale your startup. Applications are open to any Australia-based startup so register today to learn more!The summit takes place on 18 and 19 August. We hope to see you there!http://ow.ly/pnUi50EXl7y#innovationchallenge #EMTIS21 #decarbonisation #miningandenergy #startups",1
CORE Innovation Hub,1yr,2022-06-06,A huge welcome to Strata Products Worldwide LLC who have officially joined our Perth Hub.,5,"STRATA OPENS NEW OFFICE IN PERTH, WESTERN AUSTRALIATrent Jackson Tony Lobbhttps://lnkd.in/dxER623 #mining #hardrockmining #perth #westernaustralia #westernaustraliamining #minesafety",1
CORE Innovation Hub,1yr,2022-06-06,We are excited to host the Commercialisation Studies Centre's next Let's Talk Commercialisation event  at CORE to focus on a critical element of commercialising: Developing Awesome Teams in a Competitive Global Market. From 5:00-6:30pm on Thurs 22 July with #networking and refreshments. Register now to hear the latest #research and #entrepreneur insights.,4,"You are invited to join us for our next Let’s Talk Commercialisation event hosted by CORE Innovation Hub, with leading #academic and #industry experts, Q&A, networking and refreshments. Time & Date: 5:00-6:30pm, Thurs 22 JulyVenue: Basement, FLUX, 191 St Georges Tce, Perth 6000 Georgia Hay, PhD from the Future of Work Institute at Curtin University will share the latest research on building high performing teams with access to a global talent pool. Followed by insights and advice from two of Australia's leading technology entrepreneurs Bill Withers and Glenn Butcher, who are actively engaged in creating, retaining and managing high performing technical teams across sectors, drawing on their experiences, failures and successes in practice with opportunity for Q&A. Register at the link below to be part of this timely discussion. Tim Mazzarol Dr Antoine Musu Natalie Milne Greg Riebe Madeleen Rousseau Sheryl Frame#networking #commercialisation #smebusiness #technology #digitaltransformation",1
CORE Innovation Hub,8mo,2022-06-06,A huge congratulations to one of CORE's newest members 3ME Technology. We are proud to support innovative companies across the mining and energy sector who are using technology to find new solutions to some of the world's biggest challenges and shape the future of mining.,2,"#1 Most Innovative Company for Agriculture, Mining & Utilities is 3ME Technology Currently Australian miners use large diesel powered machines to operate their underground mines which produce diesel particulate matter, a class 1 carcinogen.3ME Technology's Bladevolt is a high performance lithium-ion/polymer battery system designed to power heavy-duty electric vehicles and improve safety in underground mines. The Bladevolt battery system will be the first large-format lithium-ion battery globally to be certified 'intrinsically safe' meaning the design has eliminated the risk of lithium-ion battery fire.#AFR #mostinnovative2021 #innovationawards #inventium #financialreview #bossmagazine",1
CORE Innovation Hub,11mo,2022-06-06,"The South Australian Core Reference Library is much more than an impressive building, housing a remarkable collection of geological samples spanning more than 130 years of mineral and energy exploration. #DrillCore #energy #minieral #innnovation #SouthAustralia",1,"We are proud to present to you, The South Australian Core Reference Library, which hosts geological samples recovered from 130 years of mineral and energy exploration. These well catalogued samples of #drillcores can provide essential clues about the geological history of #SouthAustralia, as well as indicators for new mineral and energy resource discoveries that will support the future prosperity of South Australia.Learn more here > https://bit.ly/2SPLq3HDepartment for Trade and Investment #minerals #energy #innovation #discoveries #geology #mining #exploration #research #technology",1
Defence Science & Technology Group.,1w,2022-06-06,none,2,"CALL FOR PROPOSALS - Health Security Systems Australia (HSSA), a division of DMTC Ltd, is currently seeking Expressions of Interest (EOI) for #collaborative project proposals focused on the following priority themes:- Anti-infective therapeutics, including against antimicrobial resistance- Vaccine products or platform technologies for infectious disease threats- Medical Countermeasures against chemical threatsAll information about the EOI process and submission requirements can be found on our website. EOI submissions must be made by 11:59pm AEST on 30 June 2022, and an information session and Q&A will be presented as a webinar at 12:00pm AEST on Thursday 9 June. Registration for the webinar is available on our website or via the following link: https://lnkd.in/dFw3ZvZFPlease direct any questions to: mcm.eoi@dmtc.com.au",1
Defence Science & Technology Group.,1mo,2022-06-06,"Hurry, applications for D.Start Spark close 11:59pm AEST Fri Apr 15! This fast-paced two-day program gives you the skills, frameworks and mindset to demonstrate the value of your research project and how it addresses a problem in the #defence market.",3,Are you working on something with the potential to shape Defence and national security? This fast-paced 2-day program will help you to understand the customer and market for your idea. Applications are now open for D.Start Spark!https://lnkd.in/g6kz7jPw#NextGenTechFund #DStart #DefenceScience #CSIRO,1
Defence Science & Technology Group.,2mo,2022-06-06,There's only one week left to submit your EOI. Don’t miss out! https://lnkd.in/gEVRu_ih,3,Join the CADRE! Australian Department of Defence is seeking #university partners for a Centre for Advanced Defence Research & Enterprise (CADRE) to enhance the ability of #YourADF to operate safely in #CBRN environments.Submit an expression of interest by 11 April. Visit https://lnkd.in/gEVRu_ih,1
Defence Science & Technology Group.,3mo,2022-06-06,"We cannot wait to see Professor Dame Angela McLean (Chief Scientific Advisor for the UK Ministry of Defence), Professor Tanya Monro (Australia's Chief Defence Scientist), and Ms Heidi Shyu (Under Secretary of Defense for Research and Engineering for the U.S. Department of Defense) together at ADSTAR, as they share their expertise in July.Book your tickets today! https://lnkd.in/gbrEdQc9#ADSTAR2022",60,"Spent a wonderful evening with my AUKUS counterparts, Ms Heidi Shyu (US) and Dame Angela McLean (UK) #IWD2022 #defencescience",1
Defence Science & Technology Group.,3mo,2022-06-06,"“The aims of this five-year program are twofold – first, to stimulate a robust national research program, and secondly to translate that research into a sovereign industrial capability in the manufacture and application of single crystal piezoelectric materials. In the space of five years, we expect measurable outcomes for industry and for academia, and we certainly expect to see the manufacture of single crystal piezoelectrics at scale and under industrial conditions. Together, the NGTF and the StaR Shot missions are about ensuring the national S&T enterprise is strengthened and leveraged to achieve scale and focus resources on Defence’s highest S&T priorities, supporting the transition of good technological ideas into capability.” - Professor Emily Hilder, Chief Maritime",28,"Today's announcement confirms our collaboration with Australian industry, researchers and Defence scientists to pursue #technology gains in the specialist area of #piezoelectric materials, supported by #NGTF and #StaRShot funding.Our APMA Program extends along the entire pipeline from education and training, to research and development, to providing Australian industry with world-leading capability. It extends long-running partnerships with Thales Australia, ANSTO and Defence Science and Technology (DST).",1
Defence Science & Technology Group.,4mo,2022-06-06,none,29,"This warhead represents the next step in Australian Defence Industry supplying sovereign manufactured weapons for use by current and future #AusAirForce Air Combat platforms, the BLU-111(AUS)B/B - a new 500lb High Explosive bomb warhead.This provides us with improved safety characteristics, while delivering comparable performance to traditional Mk82 500lb warheads. BLU-111(AUS)B/B has been developed and manufactured collaboratively between Capability Acquisition and Sustainment Group, Defence Science and Technology (DST), Australian Munitions and the US Government.Read more: https://bit.ly/3FLlmsX",1
