index,link,tech,person,nationality,building,organization,country,location,product,event,money,date_
2710,https://www.proquest.com/anznews/docview/2526894700/6318A2DF6E4C4591PQ/843?accountid=14649,renewable energy,"sanjeev gupta, alex manners, manners, arrium, penny alboini, alboini, squirrel, john chapman, carter, gupta, whyalla, wes fisher, elpida vlachoulis, eddie hughes, hughes, sanjeev gupta s, lex greensill, peter lamps, barbara derham, derham","greensill, turkish, australian, british, south australian","port pirie, the foreshore motor inn","whyalla, arrium, gfg, the whyalla steelworks, gupta s, nyrstar, gfg s, greensill capital, greensill, credit suisse, australian workers union sa, oz minerals","whyalla, australia, bundaberg, us bn",the upper spencer gulf,,,"a billion us dollars, an estimated bn","May 13, 2021"
2711,https://www.proquest.com/anznews/docview/2569336773/6318A2DF6E4C4591PQ/844?accountid=14649,renewable energy,"joee aganetti fraser, chris taylor, will elsworth, elsworth, mccain, joee, leah, kieran rooney",australian,"the western victoria transmission network, mt prospect, the western highway, the ballarat processing facility","ausnet services, mccain, ausnet, the herald sun, the department of environment land water and planning, singapore power, the western victoria economic and cultural group, ees, mccain s","melbourne, stawell, ballarat, victoria, marysville, smeaton",,,,,"Sep 5, 2021"
2712,https://www.proquest.com/anznews/docview/2474719167/6318A2DF6E4C4591PQ/845?accountid=14649,renewable energy,"dan van holst pellekaan, van holst pellekaan, peter malinauskas, andrew harpham, tom koutsantonis, koutsantonis, malinauskas",australian,the mw electricity station,"the liberal examination, csiro","united states, florida, cape canaveral, australia",south australia s,,,more than a billion dollars,"Jan 2, 2021"
2713,https://www.proquest.com/anznews/docview/2545202425/6318A2DF6E4C4591PQ/846?accountid=14649,renewable energy,"sam heathershaw, david sutton, sam nitschke, ruby liptak, martina theodorakakos, greta matthias, constance kilkenny jones, filbert christone, olivia walker, paras stefanopoulos, gianni bergamin, silas hansch maher, will hunter, sidhaarath sellvakumaran, kate mckay, mckay, shreyans sinhal, trent heaver, kilkenny jones, oliver kleinig, matthias",australian,,"sa, the sace board, woodville high, xavier college, loxton high, westminster school, walford anglican school, modbury high, heathfield high, portside christian college, walford anglican school for girls, st michael s college, rostrevor college, st ignatius college, kadina memorial school, loreto college, st peter s, king s baptist grammar school, st peter s college","australia, westminster, sa s",,camaro,,,"Jun 25, 2021"
2714,https://www.proquest.com/anznews/docview/2521890705/6318A2DF6E4C4591PQ/847?accountid=14649,renewable energy,"bandt, morrison, joel fitzgibbon, anthony albanese, albanese, barnaby joyce, julia gillard, bob brown, gillard, fitzgibbon, scott morrison, abbott, tony abbott","greens, independents, albanese, nationals, australians",,"the parliamentary library, the weekend australian, labor, rabble, parliament, crossbench, senate, the upper house, greens","richmond griffith, macnamara, ryan, brisbane","the beetaloo basin, australia",,newspoll,,"May 4, 2021"
2715,https://www.proquest.com/anznews/docview/2527368507/6318A2DF6E4C4591PQ/848?accountid=14649,renewable energy,"hunt, kerry schott, schott, liz westcott",australian,"loy yang a, yallourn, mt piper station","esb, energy security board, agl, primeco, new agl, aer","australia, nsw, victoria, bayswater, liddell, torrens island, south australia, nsw s",hunter valley,,,,"May 14, 2021"
2716,https://www.proquest.com/anznews/docview/2462419791/6318A2DF6E4C4591PQ/849?accountid=14649,renewable energy,"cameron england, daniel gannon, jacqui mcgill, fausimm jeremy conway, aest defence, brendan nicholson, richard price, audra mccarthy, john davis, perry williams, attilio pigneri, neoen craig de laine, nick ryan, andrew bullock, ray borda, kathy drogemuller","australian, south australian, australians",,"property council of australia, naval group, the hydrogen utility, australian gas infrastructure group, macro group, paracombe wines, australian s","australia, south australia, megan ward","swampland, western australia",,,,"Nov 18, 2020"
2717,https://www.proquest.com/anznews/docview/2486430403/6318A2DF6E4C4591PQ/851?accountid=14649,renewable energy,"dave burgess, michelle etheridge",,sa nsw interconnector,"the state planning commission, origin, sa nsw, electranet","morgan, mid murray",stuart km,,,,"Feb 4, 2021"
2718,https://www.proquest.com/anznews/docview/2526827648/6318A2DF6E4C4591PQ/852?accountid=14649,renewable energy,"ron owers, morrison, taylor, martin thomas, ching ang, jennie george s, elon musk, george, ron hobba camberwell vic",,,"tesla electric car, vw, gm","france, australia, china japan, south korea, south australia s",,,,,"May 13, 2021"
2719,https://www.proquest.com/anznews/docview/2506718590/6318A2DF6E4C4591PQ/853?accountid=14649,renewable energy,"cameron england, daniel gannon, jacqui mcgill, fausimm jeremy conway, aest defence, brendan nicholson, richard price, perry williams, nick ryan","australian, south australian",,property council of australia,"australia, south australia, aest",,,,,"Mar 29, 2021"
2720,https://www.proquest.com/anznews/docview/2470105877/6318A2DF6E4C4591PQ/854?accountid=14649,renewable energy,"peter wright, ross pelligra, morris iemma, iemma, dan van holst pellekaan",south australian,"lionsgate business park, lionsgate, ha, lionsgate battery","cep energy, cep, levett engineering genis steel sonnen, centina cep, pelligra group","lionsgate, nsw, victoria, pelligra, holden",the hunter valley,,,,"Dec 15, 2020"
2721,https://www.proquest.com/anznews/docview/2582223072/6318A2DF6E4C4591PQ/855?accountid=14649,renewable energy,"anil nangia, nangia, markus brokhof, brokhof",australian,"the wandoan south bess, wandoan south bess, wandoan south, mw",agl,"queensland, australia, south australia","wandoan south, the western downs, tailem bend",mw mwh,,,"Oct 14, 2021"
2722,https://www.proquest.com/anznews/docview/2558955395/6318A2DF6E4C4591PQ/856?accountid=14649,renewable energy,thinus keeve,"australian, aussie",,"coles, coles woolworths, aldi, woolworths","nsw queensland, victoria, australia",,,,,"Aug 6, 2021"
2723,https://www.proquest.com/anznews/docview/2537125347/6318A2DF6E4C4591PQ/857?accountid=14649,renewable energy,"angus taylor, schott, ross rolfe, ross, kerry schott, chris corrigan, eddie obeid, victoria","australian, south australian","the yallourn coal power station, the kurri kurri gas plant","the weekend australian, esb, coal generator delta electricity, australia alinta energy, origin energy, sydney water","australia, canberra, iberdrola, victoria, queensland, south australia, tassie, nsw, tallawara, glasgow",,,,,"Jun 4, 2021"
2724,https://www.proquest.com/anznews/docview/2569909621/6318A2DF6E4C4591PQ/858?accountid=14649,renewable energy,"lizzie haydon runcorn qld, grant king, zali steggall, wally mccoll, scott morrison, albanese, morrison, barbara fraser burwood, salvador dali, mordecai bromberg, the great greta, henry ergas, ashley georgeson","anthony albanese, victorian, chinese",,,"abc, australia, canada, china, whitehaven",earth,,,,"Sep 7, 2021"
2725,https://www.proquest.com/anznews/docview/2580401792/6318A2DF6E4C4591PQ/859?accountid=14649,renewable energy,"heather holmes ross, andrew nunn, mitcham, lydia kellner",,,mitcham council,mitcham,south australia,,,,"Oct 9, 2021"
2726,https://www.proquest.com/anznews/docview/2551572965/6318A2DF6E4C4591PQ/860?accountid=14649,renewable energy,"scott morrison s, bob katter, craig kelly, campbell newman, barnaby joyce, morrison, peta, credlin","french, greens",,"national press club, the national party, the labor party, sky news","britain, morrison, liddell, china, glasgow, queensland, australia, us, new zealand, canada","the hunter valley, the east coast s",,,,"Jul 14, 2021"
2727,https://www.proquest.com/anznews/docview/2450026450/6318A2DF6E4C4591PQ/861?accountid=14649,renewable energy,"anna collyer, collyer, daniel westerman, westerman",australian,,"the australian energy market commission, distributor sa",,,,,,"Oct 13, 2020"
2728,https://www.proquest.com/anznews/docview/2469400762/6318A2DF6E4C4591PQ/862?accountid=14649,renewable energy,"leon stephens, stephens",south australians,spencer gulf uni hub,the spencer gulf cities association,"whyalla, port pirie, south australia, australia, adelaide, wakefield","the upper spencer gulf, south australia, gulf, australia, the upper gulf, new south wales, the uppezr gulf",,,"multi billion dollar, billions of dollars","Dec 13, 2020"
2729,https://www.proquest.com/anznews/docview/2578153393/6318A2DF6E4C4591PQ/863?accountid=14649,renewable energy,"craig de laine agig, de laine, garth heron, megan ward neoen, south australia, ward, heron, attilio pigneri, pigneri, dr pigneri","australian, south australian, south australians, asian","crystal brook energy park, crystal brook, goyder","australian gas networks, agig, neoen, h u","south australia, adelaide, australia, agn, neoen australia s, south australia s, japan, yorke, cultana, barngarla","hydrogen park south australia, tonsley innovation district, the mitchell park area, crystal brook, mid north, the hornsdale power reserve, tesla battery, eyre peninsula, upper spencer gulf",,,,"Oct 2, 2021"
2730,https://www.proquest.com/anznews/docview/2578157988/6318A2DF6E4C4591PQ/864?accountid=14649,renewable energy,"josh frydenberg, barnaby, kerry schott, steven marshall, marshall, covid, tony abbott, abbott, gillard, sanjeev gupta, gupta, greensill capital, ross garnaut, scott morrison s, joe biden, morrison, peter hartcher","south australian, british, australian",lot,"the federal government s, amazon, microsoft, nokia, bhp, the federal government, eu, the labor party","canberra, south australia s, south australia, adelaide, australia, whyalla, nsw, japan, south korea, singapore, us, victoria, glasgow",,,the global climate summit,"billions of dollars, us billion","Oct 2, 2021"
2731,https://www.proquest.com/anznews/docview/2459463649/6318A2DF6E4C4591PQ/865?accountid=14649,renewable energy,"josh frydenberg, barnaby, kerry schott, steven marshall, marshall, covid, tony abbott, abbott, gillard, sanjeev gupta, gupta, greensill capital, ross garnaut, scott morrison s, joe biden, morrison, peter hartcher","south australian, british, australian",lot,"the federal government s, amazon, microsoft, nokia, bhp, the federal government, eu, the labor party","canberra, south australia s, south australia, adelaide, australia, whyalla, nsw, japan, south korea, singapore, us, victoria, glasgow",,,the global climate summit,"billions of dollars, us billion","Nov 12, 2020"
2732,https://www.proquest.com/anznews/docview/2516100634/6318A2DF6E4C4591PQ/866?accountid=14649,renewable energy,"richard day, day, de laine, neoen australia, neoen",,"crystal brook energy park, mw hydrogen superhub","hyp sa, sa department for energy and mining, the m hyp sa, boc, neoen, hydrogen sa gov au","adelaide, south australia s, south australia, japan, south korea, whyalla","hyp sa, south australia s, the eyre peninsula, asia",,,multi billion dollar,"Apr 21, 2021"
2733,https://www.proquest.com/anznews/docview/2499774282/6318A2DF6E4C4591PQ/867?accountid=14649,renewable energy,"scott morrison, morrison, angus taylor, taylor, matt kean, aemo, shinsei, frank smith, george ensor, celoni",,,"agl, energy australia, accc, smith s, pepsico, pepsi, greengrocer smith s","canberra, australia, south australia, nsw, victoria, liddell, wagga, pepsi, sydney, surry hills, adelaide, brisbane",,red rock deli,,,"Mar 10, 2021"
2734,https://www.proquest.com/anznews/docview/2623882605/6318A2DF6E4C4591PQ/868?accountid=14649,renewable energy,"hagger, forrest, michael cannon, george s, azupay hagger, john hartman, virgin hagger, paul slaughter, boyer, malcolm turnbull, nick warner, hagger minderoo, jay weatherill, nicola, adrian turner, minderoo, mark barnaba, andrew thorburn hagger, barnaba, pam, forrests, andrew, hartman, hugh jackman, rm williams, haggar, michael cannon brookes, tattarang","tattarang, australian, south australian, australians, canadian","the old swan brewery, the nsw eastern gas pipeline","rm williams, tattarang, fortescue metals, atlassian co, national australia bank, the hayne royal commission, forrest, tattarang s, louis vuitton, l catterton, minderoo, the paul ramsay foundation, the harvest road group, the australian operations of food company, mrs mac s, squadron energy, windlab, sun cable solar energy project, harvest road, leeuwin coast, fortescue, abc, fortescue future industries, fmg, the australian secret intelligence service, the department of defence, ffi, thrive by five, csiro, the reserve bank, nab, the olivia newton john cancer centre, the wheeler centre for books writing and ideas and christian schools australia, the melbourne international jazz festival board, wyloo, noront resources, orford mining, jemena","canada, port kembla, australia, perth, sydney, adelaide, tattarang, australia singapore, indonesia, moora, kimberley, albany, iron ore, melbourne, tatterang, ontario, west raglan, quebec, kembla","the nsw east coast, australia, hill river, the east coast of nsw",sun cable,,,"Sep 30, 2021"
2735,https://www.proquest.com/anznews/docview/2555294693/6318A2DF6E4C4591PQ/869?accountid=14649,renewable energy,"rob stokes, matt kean, stokes, kean",victorian,,,"new south wales, nsw, south australia s, wagga wagga, robertstown, sa, victoria, australia, buronga",,,,,"Jul 26, 2021"
2736,https://www.proquest.com/anznews/docview/2519825777/6318A2DF6E4C4591PQ/870?accountid=14649,renewable energy,"italiano, brian salter, salter, brett redman, cath tanna, daniel westerman",australian,,"transgrid, amp in, energyconnect, humelink, western power, wesfarmers hbf, agl, spark infrastructure utilities trust, bn, spark, kkr, ontario teachers pension plan board, lumea","energyaustralia, queensland, canada, nsw, south australia, australia, victoria","western australia s, gigawatts",,,,"Nov 24, 2020"
2737,https://www.proquest.com/anznews/docview/2536923586/6318A2DF6E4C4591PQ/871?accountid=14649,renewable energy,"russell robertson, anthony albanese, richard marles, murray watt, watt, robbo, alp o rourke, adani, keith pitt, joel fitzgibbon, pitt, mark butler, mark dreyfus, landry, matt canavan","northern australia, australian",,"labor, lnp, cq, labor s, the labor party, greens, the labor party s","capricornia, adani, rockhampton, queensland, collinsville, north queensland, the hunter valley, adelaide, melbourne, sydney, canberra","northern australia, new acland",,,,"Jun 5, 2021"
2738,https://www.proquest.com/anznews/docview/2595223468/6318A2DF6E4C4591PQ/872?accountid=14649,renewable energy,"louis de sambucy, acil allen, dan van holst pellekaan, tom koutsantonis, charles rattray, kori law","australian, french, sa","km, project energyconnect, goyder south project, goyder north, tailem bend solar project","sa s electranet, neoen, sa neoen, transgrid, electranet s board, sa, vena energy, solar river","nsw, france, singapore, spain, sa, hornsdale, jamestown, burra, broken hill, balranald, robertstown, wagga wagga, sa s, queensland, tailem bend, australia","south australia, crystal brook, goyder renewables zone",,,billions of dollars,"Nov 10, 2021"
2739,https://www.proquest.com/anznews/docview/2510958686/6318A2DF6E4C4591PQ/873?accountid=14649,renewable energy,"hitting jab target, kate, sa kate, matilda, kate trescowthick, alphington, victoria, darwin, katherine, david jamieson, downs, roger bates, glories, rory dredge, stewart martin, salisbury, michael prus, chas barter, ross garnaut, jim allen panorama, david sherwen, whyalla, richard house","south aussie, sa, south australian",mawson lakes interchange,,"melbourne, darwin, adelaide, tonsley, china","barossa valley, heywood park",,,,"Apr 12, 2021"
2740,https://www.proquest.com/anznews/docview/2644782582/6318A2DF6E4C4591PQ/874?accountid=14649,renewable energy,"gus nathan, nathan, sanjeev gupta, marshall, dan van holst pellekaan",australian,,"adelaide university, centre for energy technology, whyalla steelworks, hitemp","australia, us germany, sa, victoria","mid north, europe",,,,"Dec 11, 2020"
2741,https://www.proquest.com/anznews/docview/2522956008/6318A2DF6E4C4591PQ/875?accountid=14649,renewable energy,csiro,australian,,"the federal government, csiro, the international renewable energy agency, aurecon, entura, csiro analysis","australia, talbingo, shoalhaven, wivenhoe, brisbane, queensland, new south wales, victoria, tasmania, south australia","new south wales, the hornsdale power reserve",,,,"May 8, 2021"
2742,https://www.proquest.com/anznews/docview/2450665121/6318A2DF6E4C4591PQ/876?accountid=14649,renewable energy,"steven marshall, alan joyce, marshall, das nobel",,"an embraer e s base, adelaide airport","qantas, mtx group, texan mtx group, the australian institute for machine learning, mit big data living lab","adelaide, us, australia, south australia",south australia,,,,"Oct 14, 2020"
2743,https://www.proquest.com/anznews/docview/2449765487/6318A2DF6E4C4591PQ/877?accountid=14649,renewable energy,"steven marshall, dan van holst pellekaan, marshall, van holst pellekaan, fernando santamaria, catherine way",australian,"the port augusta renewable energy park, the lincoln gap wind farm, port augusta, the port augusta renewable energy highway","nexif energy, energy, vestas, longi, elecnor, wilson","augusta, iberdrola, spencer gulf, south australia, new south wales, south australia s, australia, port augusta, iberdola","new south wales, the southern hemisphere",,,,"Oct 10, 2020"
2744,https://www.proquest.com/anznews/docview/2644577459/6318A2DF6E4C4591PQ/878?accountid=14649,renewable energy,"steven marshall, dan van holst pellekaan, marshall, van holst pellekaan, fernando santamaria, santamaria, catherine way",australian,"the port augusta renewable energy park, the lincoln gap wind farm, port augusta, port augusta project","nexif energy, dp energy, iberdola, vestas, longi, elecnor, wilson","augusta, iberdrola, spencer gulf, south australia, new south wales, south australia s, australia, port augusta","new south wales, the southern hemisphere",,the covid pandemic,,"May 26, 2021"
2745,https://www.proquest.com/anznews/docview/2581587336/6318A2DF6E4C4591PQ/879?accountid=14649,renewable energy,james ha,australian,,the grattan institute,"australia, victoria, south australia, act, tasmania",,,,,"Oct 14, 2021"
2746,https://www.proquest.com/anznews/docview/2581587563/6318A2DF6E4C4591PQ/880?accountid=14649,renewable energy,"kane thornton, angus taylor, taylor, thornton, stedman ellis, tony abbott, andrew dyer inset, dyer",australian,,"the federal government, the clean energy council, the future battery industries co operative research centre, a minerals council of australian forum, the australian renewable energy agency arena, the australian energy market commission, solar citizens","australia, tasmania, queensland, nsw, south australia, sydney, victoria",,,,,"Oct 14, 2021"
2747,https://www.proquest.com/anznews/docview/2551882470/6318A2DF6E4C4591PQ/881?accountid=14649,renewable energy,"kane thornton, angus taylor, taylor, thornton, stedman ellis, tony abbott, andrew dyer inset, dyer",australian,,"the federal government, the clean energy council, the future battery industries co operative research centre, a minerals council of australian forum, the australian renewable energy agency arena, the australian energy market commission, solar citizens","australia, tasmania, queensland, nsw, south australia, sydney, victoria",,,,,"Jul 15, 2021"
2748,https://www.proquest.com/anznews/docview/2645146845/6318A2DF6E4C4591PQ/882?accountid=14649,renewable energy,"rick francis, francis, kerry stokes, doug mctaggart",finnish,dinawan,"spark, kkr, ontario, macquarie capital, dataroom, australian shareholders association, bn, boral, caruna, queensland investment corp, optus, australian telecommunication tower portfolio, australian s, ceo, lazard asset management, franklin resources legg mason asset management, maple brown abbott, transgrid, the australian energy market commission","western victoria, the melbourne cbd, southwest nsw, australia, sydney, nsw, south australia",,,,,"Dec 17, 2021"
2749,https://www.proquest.com/anznews/docview/2534763913/6318A2DF6E4C4591PQ/883?accountid=14649,renewable energy,madeline taylor,victorian,hazelwood power station,"macquarie university, the nsw government, the climate council","australia, canberra queensland, wagga, greater hume, queensland, victoria, helios volta, dubbo, kidston, acola","the south riverina, new south wales, the darling downs, latrobe valley",,,,"May 31, 2021"
2750,https://www.proquest.com/anznews/docview/2486685694/6318A2DF6E4C4591PQ/884?accountid=14649,renewable energy,"macquarie barrenjoey, morgan stanley, morgan stanley s, barrenjoey, paul italiano, angus taylor, josh frydenberg, frydenberg, kerry schott, paul broad, renato moto, moto",,the hume link,"pexa, carapiet, nuix, cba, lazard, investec, transgrid, the clean energy finance corporation, cefc, aer, esb, agl origin, energyaustralia, asx, chix, nsx, the chicago board of options, the singapore stock exchange, mlc","australia, nsw, sydney, wagga, marinus, tasmania, victoria, wagga wagga, south australia, queensland, singapore",,,,,"Feb 5, 2021"
2751,https://www.proquest.com/anznews/docview/2491606368/6318A2DF6E4C4591PQ/885?accountid=14649,renewable energy,"sanjeev gupta, covid, gupta, sanjeev gupta s, andrew forrest, boyer, twiggy, trump, stra tegy",australian,the dri plant,"gfg alliance, whyalla, green steel, biden, cn, thyssenkrupp s","dubai, australia, china, america","europe, pilbara",,the roaring twenties,,"Feb 21, 2021"
2752,https://www.proquest.com/anznews/docview/2521778438/6318A2DF6E4C4591PQ/886?accountid=14649,renewable energy,"andrew barr, barr, frank jotzo, jotzo, david schlosberg, schlosberg, scott morrison, sam johnson","nsw, tasmanian, victorian, australian",the northern power station,"australian national university, act, nsw, the sydney environment institute, the university of sydney, alinta energy","canberra, jerrabomberra, australia, south australia, new england, illawarra, nsw, tasmania, port augusta, south australia s, victoria, queensland s, palaszczuk government, queensland","north america, europe, south west, the wild west",,,,"May 5, 2021"
2753,https://www.proquest.com/anznews/docview/2578902466/6318A2DF6E4C4591PQ/887?accountid=14649,renewable energy,"steven marshall, marshall, bob easton","south australian, australian, japanese",lot fourteen creative innovation and technology park,"accenture, oracle sap splunk, salesforce, mitsubishi heavy industries, the h u group","sydney, sa, south australia, adelaide, japan, south korea, australia, tonsley, whyalla",,,covid lockdown,,"Oct 5, 2021"
2754,https://www.proquest.com/anznews/docview/2563030621/6318A2DF6E4C4591PQ/888?accountid=14649,renewable energy,"rex jory, jim allen, roger campbell","catholic, australian, south australians, south australian",,csiro,"cheltenham, adelaide",,,,,"Aug 21, 2021"
2755,https://www.proquest.com/anznews/docview/2458201650/6318A2DF6E4C4591PQ/889?accountid=14649,renewable energy,"hugh possingham, barbara hardy, barbara, hardy, susannah eliott, sandy carruthers, sandy pitcher, possingham, dr barbara hardy, thomas hardy, winemaking, dr hardy, chris daniels, daniels, david paton, vicki jo russell, katherine moseby, moseby, john read, dr read, monica oliphant, michael, mark oliphant, oliphant, parry agius, sarah sutter, sutter, craig wilkins, wilkins, mark parnell, natasha davis, davis, david speirs, martin haese, haese, peter owen, peter owen s, owen, sarah hanson, hanson, young, robert hill, clarke, burbidge, patrick o connor, john schutz, schutz, tony circelli, circelli, simon goldsworthy sardi, simon goldsworthy, goldsworthy, duncan mackenzie, elaine bensted, peri coleman, peter copley, allan holmes, tim jarvis, jon lamb, bunna lawrie, karlene maywald, jeffrey newchurch, susan close, peggy rismiller, neville bonney, bev langley, vaughan levitzke, john phillips, isobelle campbell, john o brien, sophie thomson, andrew stock, anita nedosyko, rodney fox","australian, west australian, east asian, greens, sa, south australian","kingston house, cleland wildlife park director, grote street business precinct, o halloran hill s, o halloran hill recreation park, the mount lofty botanic garden, clovelly park","the university of adelaide s environment institute, the environment and water department s, the university of adelaide s, csiro, the australian heritage commission, the national parks foundation, the nature foundation protecting the environment, the sa government, unisa, the barbara hardy institute, citizen science projects, university of adelaide, bior, the order of australia, vjconsults, the nature festival co, nature of sa project, the thylation foundation, the university of adelaide, the electricity trust of sa, the international solar energy society, the new alinytjara wilurara landscape board, the alinytjara wilurara natural resources board, nature play sa ceo, nature play sa, the conservation council of sa craig wilkins, the premier s, climate change council, the adelaide parklands authority, the sa nature alliance, business sa, the council of capital city lord mayors, the wilderness society, the great australian bight alliance, senate, federal parliament, the nature conservation society of sa, environment and water department, national parks co, epa, the epa board, sa s","adelaide, south australia, green adelaide, australia, london, greater adelaide s, paris, singapore, sa","coorong, the murray river, murray river, coorong ecology, australia s, tetepare island wild deserts, middleback alliance, australia, glenthorne, hallett cove, marino, happy valley reservoir, field river valley, the great australian bight, the arkaroola mountains, marine parks, murray, the murray darling basin, the adelaide hills, mount lofty, kangaroo island, south australia s",felixer,"the united nations climate change conference, the world cities summit",,"Nov 7, 2020"
2756,https://www.proquest.com/anznews/docview/2540008617/6318A2DF6E4C4591PQ/890?accountid=14649,renewable energy,jim whalley,australian,"lot fourteen, tonsley and, mawson lakes, asc, olympic dam mine, oz minerals prominent hill project","western australia innovation lot, the australian cyber collaboration centre, australian institute of machine learning, bn, the new australian space agency, southern launch, resources sa, bhp s, thomas foods international","south australia, us, victoria, adelaide, darwin, perth, sydney, melbourne, sa, australia, brisbane, nsw victoria, cbd, state, osborne, america, koonibba, ceduna, santos, sa s, coonawarra","asia europe, the eastern seaboard, moon, mars sa, the cooper basin, kangaroo island, the barossa valley, clare valley, mclaren vale",,,,"Jun 12, 2021"
2757,https://www.proquest.com/anznews/docview/2539990662/6318A2DF6E4C4591PQ/891?accountid=14649,renewable energy,"steven marshall, marshall, barry, edna conry, conry, ethelton, susan close, peter malinauskas",,"semaphore rd s exeter hotel, adelaide railway station",largs bay sailing club,"ethelton, adelaide, labor heartland, port adelaide, alp, south australia",,,,,"Jun 12, 2021"
2758,https://www.proquest.com/anznews/docview/2581935447/6318A2DF6E4C4591PQ/892?accountid=14649,renewable energy,"steven marshall, marshall, barry, edna conry, conry, ethelton, susan close, peter malinauskas",,"semaphore rd s exeter hotel, adelaide railway station",largs bay sailing club,"ethelton, adelaide, labor heartland, port adelaide, alp, south australia",,,,,"Oct 15, 2021"
2759,https://www.proquest.com/anznews/docview/2459464178/6318A2DF6E4C4591PQ/893?accountid=14649,renewable energy,"jennifer purdie, purdie, ross rolfe, rolfe","spanish, australian",olympic dam,bhp,"iberdrola, south australia s, olympic dam s, australia, queensland, chile",,,,,"Nov 12, 2020"
2760,https://www.proquest.com/anznews/docview/2581935862/6318A2DF6E4C4591PQ/894?accountid=14649,renewable energy,"kris lloyd, catherine sayer, mike press, judy, kris lloyd s, lloyd, paech, anthony paech, beerenberg, nick whiting, whiting, pendleton","sa, australian, south australian, german, saudi",madison square garden,"ingham s, industry association, sa, foodland, drakes, pendleton olive estate","australia, sa, south australia, adelaide hills, japan, china, hong kong, us, beerenberg, russia, arabia, california, indonesia, adelaide","the adelaide hills, australia, eastern states, the limestone coast",,,multibillion dollar,"Oct 15, 2021"
2761,https://www.proquest.com/anznews/docview/2580702136/6318A2DF6E4C4591PQ/895?accountid=14649,renewable energy,"jennifer purdie, purdie, ross rolfe, rolfe","spanish, australian",olympic dam,bhp,"iberdrola, south australia s, olympic dam s, australia, queensland, chile",,,,,"Oct 10, 2021"
2762,https://www.proquest.com/anznews/docview/2562638900/6318A2DF6E4C4591PQ/896?accountid=14649,renewable energy,"morrison, byron albury, renate egan, stephanie gray","aussie, australian",,"the australian photovoltaic institute, apvi board, apvi, unsw, the solar citizens organisation","australia, sydney, canberra, melbourne, adelaide perth, kirribilli",,,,,"Aug 20, 2021"
2763,https://www.proquest.com/anznews/docview/2583099399/6318A2DF6E4C4591PQ/897?accountid=14649,renewable energy,steven marshall,"south australians, south australian, australian","royal adelaide hospital, lot fourteen","google, sahmri sa health sa nt datalink, the australian institute for machine learning and, mit bigdata","south australia, adelaide, south australia s, australia, sydney, melbourne, hong kong, london",,"centauri, the alauda mk",,,"Oct 20, 2021"
2764,https://www.proquest.com/anznews/docview/2644643797/6318A2DF6E4C4591PQ/898?accountid=14649,renewable energy,"jennifer purdie, dan van holst pellekaan, ross rolfe",south australian,olympic dam,"windfarm, iberdrola renewables australia, bhp, bhp iberdrola","iberdrola, port augusta, australia, queensland, chile, south australia s, olympic dam s",,,,,"May 6, 2021"
2765,https://www.proquest.com/anznews/docview/2592683004/6318A2DF6E4C4591PQ/899?accountid=14649,renewable energy,"tim nelson, joe biden s, howard, rudd, morrison",victorian,,"au, griffith university, cleanco, the clean energy regulator, the federal government s","victoria s, us, south australia, australia, tasmania, australia s",,difference cfds,the biden climate summit,,"Nov 4, 2021"
2766,https://www.proquest.com/anznews/docview/2597680410/6318A2DF6E4C4591PQ/901?accountid=14649,renewable energy,"brett redman, redman, paul italiano, jerry maycock, metal maycock, brett s, jerry mayock, maycock, brookfield, rick francis, francis","australian, nsw, victorian, canadian",,"transgrid, redman, agl, bn, ausnet, kkr, spark infrastructure group, bn spark s, victoria s powercor, citipower, sa power spark, spark, transgrid shareholders utilities trust of australia, cdpq, omers, nsw transgrid s, electranet, lumea","agl, nsw, australia, abu dhabi s, victoria, brookfield, south australia",,,,,"Nov 15, 2021"
2767,https://www.proquest.com/anznews/docview/2634864363/6318A2DF6E4C4591PQ/902?accountid=14649,renewable energy,"annastacia palaszczuk, palaszczuk, dave copeman, copeman",,,"bn queensland, queensland conservation council","south australia, queensland, nsw, victoria, tasmania",,,,,"Mar 3, 2022"
2768,https://www.proquest.com/anznews/docview/2511966875/6318A2DF6E4C4591PQ/903?accountid=14649,renewable energy,"eddie hughes, hughes, tom antonio, tom, adani, antonion, frank pangallo, pangallo","south australian, chinese",,"australian workers union, australian manufacturing workers union, whyalla council, infrastructure sa department of energy and mining department of infrastructure and transport sa water environment protection authority, cultana, upper house, the legislative council, the house of assembly, parliament, the office of ageing well","whyalla, giles, sa, barngarla",,,,half a billion dollar,"Apr 14, 2021"
2769,https://www.proquest.com/anznews/docview/2488098004/6318A2DF6E4C4591PQ/904?accountid=14649,renewable energy,"kahli lock, kahli, brown, thomas playford","south australians, south australian",,"the university of adelaide, the national space camp, the national youth science forum, playford trust","adelaide, canberra, brisbane, australia, south australia",south australia,,,,"Feb 11, 2021"
2770,https://www.proquest.com/anznews/docview/2488113560/6318A2DF6E4C4591PQ/905?accountid=14649,renewable energy,"gina rinehart, andrew forrest, sanjeev gupta, forrest, gupta, gus nathan, nathan, elizabeth gaines",,"lot fourteen, adelaide university","adelaide university, adelaide green research hub, fortescue metals group, roy hill company, liberty steel group, adelaide university s, centre for energy technology, the hilt crc, federal crc, crc, alcoa boral, csiro, australian national universities, adbri south, the federal government, fmg, fortescue","adelaide, australia, south australia, japan, south korea, tasmania, wa, sa, queensland, sa nsw, curtin",,,,,"Feb 11, 2021"
