title,links_,publised_date_,company
Breakingviews - Green hydrogen revolution risks dying of thirst - Reuters,https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2JyZWFraW5ndmlld3MvZ3JlZW4taHlkcm9nZW4tcmV2b2x1dGlvbi1yaXNrcy1keWluZy10aGlyc3QtMjAyMi0xMC0wNS_SAQA?oc=5,"Tue, 04 Oct 2022 07:00:00 GMT",renewable energy
Hong Kong's Gaw Capital targets Australian renewable energy - Nikkei Asia,https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vYXNpYS5uaWtrZWkuY29tL1Nwb3RsaWdodC9EZWFsU3RyZWV0QXNpYS9Ib25nLUtvbmctcy1HYXctQ2FwaXRhbC10YXJnZXRzLUF1c3RyYWxpYW4tcmVuZXdhYmxlLWVuZXJnedIBAA?oc=5,"Thu, 20 Oct 2022 07:00:00 GMT",renewable energy
Australia’s Queensland to Spend $40 Billion to Develop Renewable Supply Chain - Mercom India,https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vbWVyY29taW5kaWEuY29tL3F1ZWVuc2xhbmQtc3BlbmQtYTYyLWJpbGxpb24tZGV2ZWxvcC1yZW5ld2FibGUtc3VwcGx5LWNoYWluL9IBAA?oc=5,"Tue, 04 Oct 2022 07:00:00 GMT",renewable energy
Can supermarkets be Australia's renewable energy secret weapon? - ARENAWIRE,https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vYXJlbmEuZ292LmF1L2Jsb2cvY2FuLXN1cGVybWFya2V0cy1iZS1hdXN0cmFsaWFzLXJlbmV3YWJsZS1lbmVyZ3ktc2VjcmV0LXdlYXBvbi_SAQA?oc=5,"Thu, 13 Oct 2022 09:28:01 GMT",renewable energy
Solar powers up at Australia’s biggest hybrid renewables park - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9zb2xhci1wb3dlcnMtdXAtYXQtYXVzdHJhbGlhcy1iaWdnZXN0LWh5YnJpZC1yZW5ld2FibGVzLXBhcmsv0gFdaHR0cHM6Ly9yZW5ld2Vjb25vbXkuY29tLmF1L3NvbGFyLXBvd2Vycy11cC1hdC1hdXN0cmFsaWFzLWJpZ2dlc3QtaHlicmlkLXJlbmV3YWJsZXMtcGFyay9hbXAv?oc=5,"Tue, 11 Oct 2022 07:00:00 GMT",renewable energy
There’s only one real way to tackle rising power prices - Adelaide Advertiser,https://news.google.com/__i/rss/rd/articles/CBMiswFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvbmV3cy9vcGluaW9uL3RoZXJlcy1vbmx5LW9uZS1yZWFsLXdheS10by10YWNrbGUtcmlzaW5nLXBvd2VyLXByaWNlcy1pbnZlc3QtaW4tcmVuZXdhYmxlcy1taWNoYWVsLW1jZ3VpcmUvbmV3cy1zdG9yeS83M2IyYTZjMDllZmU0ZWFmMDczMTM3MTI2NDM5YTI1YtIBAA?oc=5,"Mon, 31 Oct 2022 05:03:07 GMT",renewable energy
Iron Flow Batteries To Be Built In Queensland - CleanTechnica,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vY2xlYW50ZWNobmljYS5jb20vMjAyMi8xMC8yNy9pcm9uLWZsb3ctYmF0dGVyaWVzLXRvLWJlLWJ1aWx0LWluLXF1ZWVuc2xhbmQv0gFXaHR0cHM6Ly9jbGVhbnRlY2huaWNhLmNvbS8yMDIyLzEwLzI3L2lyb24tZmxvdy1iYXR0ZXJpZXMtdG8tYmUtYnVpbHQtaW4tcXVlZW5zbGFuZC9hbXAv?oc=5,"Thu, 27 Oct 2022 06:02:33 GMT",renewable energy
Australia's first solar-powered cryptocurrency-mining center to combat curtailment - pv magazine International,https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LnB2LW1hZ2F6aW5lLmNvbS8yMDIyLzEwLzA2L2F1c3RyYWxpYXMtZmlyc3Qtc29sYXItcG93ZXJlZC1jcnlwdG9jdXJyZW5jeS1taW5pbmctY2VudGVyLXRvLWNvbWJhdC1jdXJ0YWlsbWVudC_SAQA?oc=5,"Thu, 06 Oct 2022 07:00:00 GMT",renewable energy
WA takes next big step towards Made-in-WA turbine industry ahead of wind energy boom - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS93YS10YWtlcy1uZXh0LWJpZy1zdGVwLXRvd2FyZHMtbWFkZS1pbi13YS10dXJiaW5lLWluZHVzdHJ5LWFoZWFkLW9mLXdpbmQtZW5lcmd5LWJvb20v0gF1aHR0cHM6Ly9yZW5ld2Vjb25vbXkuY29tLmF1L3dhLXRha2VzLW5leHQtYmlnLXN0ZXAtdG93YXJkcy1tYWRlLWluLXdhLXR1cmJpbmUtaW5kdXN0cnktYWhlYWQtb2Ytd2luZC1lbmVyZ3ktYm9vbS9hbXAv?oc=5,"Mon, 31 Oct 2022 02:10:02 GMT",renewable energy
CEFC gets $8.6 billion in new funding to connect renewables to the grid - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9jZWZjLWdldHMtZmlyc3QtZXZlci1uZXctZnVuZGluZy1hZnRlci1mZWRzLWluamVjdC1hbm90aGVyLTgtNmJuL9IBYWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9jZWZjLWdldHMtZmlyc3QtZXZlci1uZXctZnVuZGluZy1hZnRlci1mZWRzLWluamVjdC1hbm90aGVyLTgtNmJuL2FtcC8?oc=5,"Thu, 27 Oct 2022 04:50:38 GMT",renewable energy
Gaw Capital forays into renewable energy in JV with Australia's Maoneng Group - DealStreetAsia,https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vd3d3LmRlYWxzdHJlZXRhc2lhLmNvbS9zdG9yaWVzL2dhdy1jYXBpdGFsLWZvcmF5cy1pbnRvLXJlbmV3YWJsZS1lbmVyZ3ktaW4tanYtd2l0aC1hdXN0cmFsaWFzLW1hb25lbmctZ3JvdXAtMzEyNTk00gEA?oc=5,"Wed, 19 Oct 2022 11:24:10 GMT",renewable energy
Can we turn green to gold? How the insurance industry can best support the energy market transition - Clyde & Co,https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LmNseWRlY28uY29tL2VuL2luc2lnaHRzLzIwMjIvMTAvY2FuLXdlLXR1cm4tZ3JlZW4tdG8tZ29sZC1ob3ctdGhlLWluc3VyYW5jZS1pbmR1c3TSAQA?oc=5,"Thu, 06 Oct 2022 07:00:00 GMT",renewable energy
Australia’s biggest states have set stunning renewable plans. Now we need a national strategy - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMieGh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9hdXN0cmFsaWFzLWJpZ2dlc3Qtc3RhdGVzLWhhdmUtc2V0LXN0dW5uaW5nLXJlbmV3YWJsZS1wbGFucy1ub3ctd2UtbmVlZC1hLW5hdGlvbmFsLXN0cmF0ZWd5L9IBfGh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9hdXN0cmFsaWFzLWJpZ2dlc3Qtc3RhdGVzLWhhdmUtc2V0LXN0dW5uaW5nLXJlbmV3YWJsZS1wbGFucy1ub3ctd2UtbmVlZC1hLW5hdGlvbmFsLXN0cmF0ZWd5L2FtcC8?oc=5,"Sat, 29 Oct 2022 00:49:22 GMT",renewable energy
CATL's all-scenario energy storage solutions take center stage at All Energy Australia - PR Newswire,https://news.google.com/__i/rss/rd/articles/CBMijQFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2NhdGxzLWFsbC1zY2VuYXJpby1lbmVyZ3ktc3RvcmFnZS1zb2x1dGlvbnMtdGFrZS1jZW50ZXItc3RhZ2UtYXQtYWxsLWVuZXJneS1hdXN0cmFsaWEtMzAxNjYwMjY3Lmh0bWzSAQA?oc=5,"Wed, 26 Oct 2022 17:06:00 GMT",renewable energy
South Australia set to be first big grid to run on 100% renewables - Climate Home News,https://news.google.com/__i/rss/rd/articles/CBMic2h0dHBzOi8vd3d3LmNsaW1hdGVjaGFuZ2VuZXdzLmNvbS8yMDIyLzA5LzE2L3NvdXRoLWF1c3RyYWxpYS1zZXQtdG8tYmVjb21lLWZpcnN0LWJpZy1ncmlkLXRvLXJ1bi1vbi0xMDAtcmVuZXdhYmxlcy_SAQA?oc=5,"Fri, 16 Sep 2022 07:00:00 GMT",renewable energy
"Going for “green gold:” WA mine taps solar, wind and battery to reach 100 pct renewables - RenewEconomy",https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9nb2luZy1mb3ItZ3JlZW4tZ29sZC13YS1taW5lLXRhcHMtc29sYXItd2luZC1hbmQtYmF0dGVyeS10by1yZWFjaC0xMDAtcGN0LXJlbmV3YWJsZXMv0gF1aHR0cHM6Ly9yZW5ld2Vjb25vbXkuY29tLmF1L2dvaW5nLWZvci1ncmVlbi1nb2xkLXdhLW1pbmUtdGFwcy1zb2xhci13aW5kLWFuZC1iYXR0ZXJ5LXRvLXJlYWNoLTEwMC1wY3QtcmVuZXdhYmxlcy9hbXAv?oc=5,"Mon, 03 Oct 2022 07:00:00 GMT",renewable energy
NSW hits go on Australia’s biggest shift from coal to renewables - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9uc3ctbGF1bmNoZXMtZmlyc3Qtc3RhZ2Utb2YtYXVzdHJhbGlhcy1iaWdnZXN0LXNoaWZ0LWZyb20tY29hbC10by1yZW5ld2FibGVzL9IBbWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9uc3ctbGF1bmNoZXMtZmlyc3Qtc3RhZ2Utb2YtYXVzdHJhbGlhcy1iaWdnZXN0LXNoaWZ0LWZyb20tY29hbC10by1yZW5ld2FibGVzL2FtcC8?oc=5,"Tue, 04 Oct 2022 07:00:00 GMT",renewable energy
Energy policy: What direction now for the NEM? - The Australian Financial Review,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LmFmci5jb20vcG9saWN5L2VuZXJneS1hbmQtY2xpbWF0ZS93aGF0LWRpcmVjdGlvbi1ub3ctZm9yLXRoZS1uZW0tMjAyMjEwMjUtcDVic24w0gEA?oc=5,"Tue, 25 Oct 2022 01:09:00 GMT",renewable energy
"Beach Energy, which counts billionaire Kerry Stokes as its largest shareholder, pushes carbon capture plan - The Australian",https://news.google.com/__i/rss/rd/articles/CBMi1wFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9idXNpbmVzcy9yZW5ld2FibGUtZW5lcmd5LWVjb25vbXkvYmVhY2gtZW5lcmd5LXdoaWNoLWNvdW50cy1iaWxsaW9uYWlyZS1rZXJyeS1zdG9rZXMtYXMtaXRzLWxhcmdlc3Qtc2hhcmVob2xkZXItcHVzaGVzLWNhcmJvbi1jYXB0dXJlLXBsYW4vbmV3cy1zdG9yeS8yNjU4ZDkyODc5YWMzOWUxY2M4ODA0MzJlNTY2OWJiNtIBAA?oc=5,"Wed, 12 Oct 2022 07:00:00 GMT",renewable energy
[+] Road to Carbon Sobriety Paved with Opportunity - The Urban Developer,https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LnRoZXVyYmFuZGV2ZWxvcGVyLmNvbS9hcnRpY2xlcy9yZW5ld2FibGUtZW5lcmd5LXNvbGFyLXdpbmQtZmFybXMtcHJvcGVydHktdmFsdWVzLWF1c3RyYWxpYS1wcmTSAQA?oc=5,"Thu, 27 Oct 2022 21:00:00 GMT",renewable energy
"Electricity prices and renewable energy: Chris Bowen, Jeff Dimery, Anna Collyer's road to net zero as coal-powered stations close - The Australian Financial Review",https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmFmci5jb20vY29tcGFuaWVzL2VuZXJneS9hdXN0cmFsaWEtcy13aGl0ZS1rbnVja2xlLXJpZGUtdG8tbmV0LXplcm8tMjAyMjEwMTMtcDVicGhv0gEA?oc=5,"Fri, 14 Oct 2022 07:00:00 GMT",renewable energy
Hysata: Alan Finkel joins hydrogen tech hopeful in hiring coup - The Australian Financial Review,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LmFmci5jb20vY29tcGFuaWVzL2VuZXJneS9hbGFuLWZpbmtlbC1qb2lucy1oeWRyb2dlbi10ZWNoLWhvcGVmdWwtMjAyMjEwMjktcDVidTEz0gEA?oc=5,"Sun, 30 Oct 2022 23:35:00 GMT",renewable energy
‘Disaster coming’: SA businesses face collapse as bills surge - Adelaide Advertiser,https://news.google.com/__i/rss/rd/articles/CBMiywFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvbmV3cy9zb3V0aC1hdXN0cmFsaWEvc21hbGwtYnVzaW5lc3Nlcy1hY3Jvc3Mtc2EtYXQtcmlzay1vZi1jb2xsYXBzaW5nLW92ZXItdGhlLW5leHQtdHdvLXllYXJzLWFzLXllYXJseS1wb3dlci1iaWxscy1yaXNlLWJ5LTI1MDAvbmV3cy1zdG9yeS8wY2Q4MWI5ZDcwYzkxYjFmNzg0MGZiNzE1ZTExMmJkMNIBAA?oc=5,"Thu, 27 Oct 2022 21:11:15 GMT",renewable energy
"A mixed bag - Overview of Energy, Infrastructure and Housing Measures in Federal Budget 2022-2023 - Lexology",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmxleG9sb2d5LmNvbS9saWJyYXJ5L2RldGFpbC5hc3B4P2c9ZjE2MmU2ZmUtY2YxOS00YTNlLWFiNWUtZjY5MjZjNjIzYjNj0gEA?oc=5,"Wed, 26 Oct 2022 04:57:14 GMT",renewable energy
Report shows South Australia on path to 100% renewables - pv magazine Australia,https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LnB2LW1hZ2F6aW5lLWF1c3RyYWxpYS5jb20vMjAyMi8wNy8xNS9yZXBvcnQtc2hvd3Mtc291dGgtYXVzdHJhbGlhLW9uLXBhdGgtdG8tMTAwLXJlbmV3YWJsZXMv0gEA?oc=5,"Fri, 15 Jul 2022 07:00:00 GMT",renewable energy
"Wind and solar smash production records, but old fossils keep energy prices high - RenewEconomy",https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS93aW5kLWFuZC1zb2xhci1zbWFzaC1wcm9kdWN0aW9uLXJlY29yZHMtYnV0LW9sZC1mb3NzaWxzLWtlZXAtZW5lcmd5LXByaWNlcy1oaWdoL9IBAA?oc=5,"Wed, 26 Oct 2022 13:08:01 GMT",renewable energy
What South Australia can teach us about renewable energy - World Economic Forum,https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIxLzA2L3JlbmV3YWJsZS1lbmVyZ3ktc291dGgtYXVzdHJhbGlhLWNsaW1hdGUtY2hhbmdlL9IBAA?oc=5,"Mon, 14 Jun 2021 07:00:00 GMT",renewable energy
"Sunshine, My Frenemy - CleanTechnica",https://news.google.com/__i/rss/rd/articles/CBMiOWh0dHBzOi8vY2xlYW50ZWNobmljYS5jb20vMjAyMi8wMS8xNy9zdW5zaGluZS1teS1mcmVuZW15L9IBPWh0dHBzOi8vY2xlYW50ZWNobmljYS5jb20vMjAyMi8wMS8xNy9zdW5zaGluZS1teS1mcmVuZW15L2FtcC8?oc=5,"Mon, 17 Jan 2022 08:00:00 GMT",renewable energy
How significant is the Victorian government’s plan to revive the State Electricity Commission? - Red Flag,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vcmVkZmxhZy5vcmcuYXUvYXJ0aWNsZS9ob3ctc2lnbmlmaWNhbnQtdmljdG9yaWFuLWdvdmVybm1lbnRzLXBsYW4tcmV2aXZlLXN0YXRlLWVsZWN0cmljaXR5LWNvbW1pc3Npb27SAQA?oc=5,"Sun, 23 Oct 2022 10:21:24 GMT",renewable energy
"Threaten Australian gas companies with export limits to rein in domestic prices, former ACCC boss says - The Guardian Australia",https://news.google.com/__i/rss/rd/articles/CBMinAFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vYXVzdHJhbGlhLW5ld3MvMjAyMi9vY3QvMjcvdGhyZWF0ZW4tYXVzdHJhbGlhbi1nYXMtY29tcGFuaWVzLXdpdGgtZXhwb3J0LWxpbWl0cy10by1yZWluLWluLWRvbWVzdGljLXByaWNlcy1mb3JtZXItYWNjYy1ib3NzLXNheXPSAQA?oc=5,"Wed, 26 Oct 2022 15:01:00 GMT",renewable energy
South Australia breaks record by running for a week on renewable energy - Sydney Morning Herald,https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL3d3dy5zbWguY29tLmF1L2Vudmlyb25tZW50L2NsaW1hdGUtY2hhbmdlL3NvdXRoLWF1c3RyYWxpYS1icmVha3MtcmVjb3JkLXJ1bm5pbmctZm9yLWEtd2Vlay1vbi1yZW5ld2FibGUtZW5lcmd5LTIwMjIwMTE2LXA1OW9taS5odG1s0gEA?oc=5,"Sun, 16 Jan 2022 08:00:00 GMT",renewable energy
Canberra community invited to deep dive into proposed big battery - Riotact,https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vdGhlLXJpb3RhY3QuY29tL2NhbmJlcnJhLWNvbW11bml0eS1pbnZpdGVkLXRvLWRlZXAtZGl2ZS1pbnRvLXByb3Bvc2VkLWJpZy1iYXR0ZXJ5LzYwNjM1MtIBAA?oc=5,"Thu, 27 Oct 2022 18:00:36 GMT",renewable energy
Thermal Energy Storage Market Size to Hit USD 53.4 Bn by 2030 - GlobeNewswire,https://news.google.com/__i/rss/rd/articles/CBMihQFodHRwczovL3d3dy5nbG9iZW5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2UvMjAyMi8xMC8yNi8yNTQyMjA3LzAvZW4vVGhlcm1hbC1FbmVyZ3ktU3RvcmFnZS1NYXJrZXQtU2l6ZS10by1IaXQtVVNELTUzLTQtQm4tYnktMjAzMC5odG1s0gEA?oc=5,"Wed, 26 Oct 2022 20:00:00 GMT",renewable energy
Telstra underwrites Australia’s biggest wind farm in PPA with Ark Energy - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS90ZWxzdHJhLXVuZGVyd3JpdGVzLWF1c3RyYWxpYXMtYmlnZ2VzdC13aW5kLWZhcm0taW4tcHBhLXdpdGgtYXJrLWVuZXJneS_SAWhodHRwczovL3JlbmV3ZWNvbm9teS5jb20uYXUvdGVsc3RyYS11bmRlcndyaXRlcy1hdXN0cmFsaWFzLWJpZ2dlc3Qtd2luZC1mYXJtLWluLXBwYS13aXRoLWFyay1lbmVyZ3kvYW1wLw?oc=5,"Tue, 04 Oct 2022 07:00:00 GMT",renewable energy
South Australia sets smashing new renewables record in final days of 2021 - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9zb3V0aC1hdXN0cmFsaWEtd2luZHMtdXAtMjAyMS13aXRoLXNtYXNoaW5nLW5ldy1yZW5ld2FibGVzLXJlY29yZC_SAWJodHRwczovL3JlbmV3ZWNvbm9teS5jb20uYXUvc291dGgtYXVzdHJhbGlhLXdpbmRzLXVwLTIwMjEtd2l0aC1zbWFzaGluZy1uZXctcmVuZXdhYmxlcy1yZWNvcmQvYW1wLw?oc=5,"Wed, 12 Jan 2022 08:00:00 GMT",renewable energy
South Australia Leads the World on Grid-Scale Renewables (Again!) - CleanTechnica,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vY2xlYW50ZWNobmljYS5jb20vMjAyMS8xMi8wOC9zb3V0aC1hdXN0cmFsaWEtbGVhZHMtdGhlLXdvcmxkLW9uLWdyaWQtc2NhbGUtcmVuZXdhYmxlcy1hZ2Fpbi_SAWhodHRwczovL2NsZWFudGVjaG5pY2EuY29tLzIwMjEvMTIvMDgvc291dGgtYXVzdHJhbGlhLWxlYWRzLXRoZS13b3JsZC1vbi1ncmlkLXNjYWxlLXJlbmV3YWJsZXMtYWdhaW4vYW1wLw?oc=5,"Wed, 08 Dec 2021 08:00:00 GMT",renewable energy
VIC Libs Pledge To Pause Electric Vehicle Tax - Solar Quotes,https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3d3LnNvbGFycXVvdGVzLmNvbS5hdS9ibG9nL3ZpYy1saWJlcmFscy1ldi10YXgtbWIyNjg4L9IBAA?oc=5,"Mon, 24 Oct 2022 20:32:09 GMT",renewable energy
"Australia could be the Saudi Arabia of clean energy, powering the world - Sydney Morning Herald",https://news.google.com/__i/rss/rd/articles/CBMihwFodHRwczovL3d3dy5zbWguY29tLmF1L2J1c2luZXNzL3RoZS1lY29ub215L2F1c3RyYWxpYS1jb3VsZC1iZS10aGUtc2F1ZGktYXJhYmlhLW9mLWNsZWFuLWVuZXJneS1wb3dlcmluZy10aGUtd29ybGQtMjAyMjA4MjUtcDViY25rLmh0bWzSAQA?oc=5,"Tue, 30 Aug 2022 07:00:00 GMT",renewable energy
Green hydrogen in South Australia: will it win out by 2025? - Cosmos,https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3RlY2hub2xvZ3kvaHlkcm9nZW4tc291dGgtYXVzdHJhbGlhLW1hcmF0aG9uL9IBSGh0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3RlY2hub2xvZ3kvaHlkcm9nZW4tc291dGgtYXVzdHJhbGlhLW1hcmF0aG9uLw?oc=5,"Fri, 16 Sep 2022 07:00:00 GMT",renewable energy
ASIC warns others on sustainability claims as Tlou coughs up fine - The Australian,https://news.google.com/__i/rss/rd/articles/CBMisAFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9idXNpbmVzcy9yZW5ld2FibGUtZW5lcmd5LWVjb25vbXkvYXNpYy13YXJucy1vdGhlcnMtb24tc3VzdGFpbmFiaWxpdHktY2xhaW1zLWFzLXRsb3UtY291Z2hzLXVwLWZpbmUvbmV3cy1zdG9yeS81NDllNzdmMWFiM2Y4YTk5N2Q5MTg0MTA5Y2JmNzQ3MtIBsAFodHRwczovL2FtcC50aGVhdXN0cmFsaWFuLmNvbS5hdS9idXNpbmVzcy9yZW5ld2FibGUtZW5lcmd5LWVjb25vbXkvYXNpYy13YXJucy1vdGhlcnMtb24tc3VzdGFpbmFiaWxpdHktY2xhaW1zLWFzLXRsb3UtY291Z2hzLXVwLWZpbmUvbmV3cy1zdG9yeS81NDllNzdmMWFiM2Y4YTk5N2Q5MTg0MTA5Y2JmNzQ3Mg?oc=5,"Thu, 27 Oct 2022 00:18:00 GMT",renewable energy
First NSW renewables tender signals the start of a new energy transition - RenewEconomy,https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vcmVuZXdlY29ub215LmNvbS5hdS9maXJzdC1uc3ctcmVuZXdhYmxlcy10ZW5kZXItc2lnbmFscy10aGUtc3RhcnQtb2YtYS1uZXctZW5lcmd5LXRyYW5zaXRpb24v0gFpaHR0cHM6Ly9yZW5ld2Vjb25vbXkuY29tLmF1L2ZpcnN0LW5zdy1yZW5ld2FibGVzLXRlbmRlci1zaWduYWxzLXRoZS1zdGFydC1vZi1hLW5ldy1lbmVyZ3ktdHJhbnNpdGlvbi9hbXAv?oc=5,"Thu, 27 Oct 2022 10:38:30 GMT",renewable energy
Corporate Ladder: your weekly guide to executive appointments - InDaily,https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vaW5kYWlseS5jb20uYXUvbmV3cy9idXNpbmVzcy8yMDIyLzEwLzMxL2NvcnBvcmF0ZS1sYWRkZXIteW91ci13ZWVrbHktZ3VpZGUtdG8tZXhlY3V0aXZlLWFwcG9pbnRtZW50cy0xMTMv0gEA?oc=5,"Sun, 30 Oct 2022 22:22:42 GMT",renewable energy
"SA has a lot to crow about with power – but faces some sustainability challenges beyond the ""Stobie” poles - The Fifth Estate",https://news.google.com/__i/rss/rd/articles/CBMilwFodHRwczovL3RoZWZpZnRoZXN0YXRlLmNvbS5hdS9lbmVyZ3ktbGVhZC9lbmVyZ3kvc2EtaGFzLWEtbG90LXRvLWNyb3ctYWJvdXQtd2l0aC1wb3dlci1idXQtZmFjZXMtYmlnLXN1c3RhaW5hYmlsaXR5LWNoYWxsZW5nZXMtYmV5b25kLXRoZS1zdG9iaWUtcG9sZXMv0gEA?oc=5,"Wed, 08 Jun 2022 07:00:00 GMT",renewable energy
Neoen starts work on South Australia's largest renewable energy project - pv magazine International,https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LnB2LW1hZ2F6aW5lLmNvbS8yMDIyLzAxLzE4L25lb2VuLXN0YXJ0cy13b3JrLW9uLWF1c3RyYWxpYXMtbGFyZ2VzdC1yZW5ld2FibGUtZW5lcmd5LXByb2plY3Qv0gEA?oc=5,"Tue, 18 Jan 2022 08:00:00 GMT",renewable energy
One shining week in SA: state runs for 6.5 days on renewables - pv magazine Australia,https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LnB2LW1hZ2F6aW5lLWF1c3RyYWxpYS5jb20vMjAyMi8wMS8xOS9vbmUtc2hpbmluZy13ZWVrLWluLXNhLXN0YXRlLXJ1bnMtZm9yLTYtNS1kYXlzLW9uLXJlbmV3YWJsZXMv0gEA?oc=5,"Wed, 19 Jan 2022 08:00:00 GMT",renewable energy
A New Premier For SA: What Now For Renewables? - Solar Quotes Blog - Solar Quotes,https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3LnNvbGFycXVvdGVzLmNvbS5hdS9ibG9nL3NhLW1hbGluYXVza2FzLXJlbmV3YWJsZXMtbWIyNDAxL9IBAA?oc=5,"Mon, 21 Mar 2022 07:00:00 GMT",renewable energy
Column: Australia's timing problem with moving from coal to renewables - Reuters,https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2VuZXJneS9hdXN0cmFsaWFzLXRpbWluZy1wcm9ibGVtLXdpdGgtbW92aW5nLWNvYWwtcmVuZXdhYmxlcy1ydXNzZWxsLTIwMjItMDktMDEv0gEA?oc=5,"Thu, 01 Sep 2022 07:00:00 GMT",renewable energy
ASX Renewable Energy Stocks: South Australia wants to develop a new Hydrogen Act - Stockhead,https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vc3RvY2toZWFkLmNvbS5hdS9lbmVyZ3kvYXN4LXJlbmV3YWJsZS1lbmVyZ3ktc3RvY2tzLXNvdXRoLWF1c3RyYWxpYS13YW50cy10by1kZXZlbG9wLWEtbmV3LWh5ZHJvZ2VuLWFjdC_SAXRodHRwczovL3N0b2NraGVhZC5jb20uYXUvZW5lcmd5L2FzeC1yZW5ld2FibGUtZW5lcmd5LXN0b2Nrcy1zb3V0aC1hdXN0cmFsaWEtd2FudHMtdG8tZGV2ZWxvcC1hLW5ldy1oeWRyb2dlbi1hY3QvP2FtcA?oc=5,"Wed, 01 Jun 2022 07:00:00 GMT",renewable energy
